,Time,0_X,0_Y,1_X,1_Y,2_X,2_Y,3_X,3_Y,4_X,4_Y,5_X,5_Y,6_X,6_Y,1_person_X,1_person_Y,10_person_X,10_person_Y,2_person_X,2_person_Y,4_person_X,4_person_Y,5_person_X,5_person_Y,6_person_X,6_person_Y,7_person_X,7_person_Y
0,0.0,-797.28875,-3282.39861,6.57519,3488.03936,nan,nan,nan,nan,-6309.50072,2683.96047,715.02205,3021.64036,nan,nan,-797.28875,-3282.39861,6.57519,3488.03936,nan,nan,nan,nan,-6309.50072,2683.96047,715.02205,3021.64036,nan,nan
1,0.01,-797.28875,-3282.39861,6.57519,3488.03936,nan,nan,-2084.8404,-3087.98251,-6309.50072,2683.96047,715.02205,3021.64036,nan,nan,-797.74284,-3282.55688,6.36269,3488.15517,nan,nan,-2084.8404,-3087.98251,-6310.175,2684.93708,714.83588,3021.24059,nan,nan
2,0.02,-797.28875,-3282.39861,6.57519,3488.03936,nan,nan,-2084.8404,-3087.98251,-6313.180944013587,2680.57580587932,715.02205,3021.64036,nan,nan,-798.81148,-3282.89828,6.12967,3488.09351,nan,nan,-2082.19645,-3087.30574,-6309.98257,2685.52971,713.20088,3021.47589,nan,nan
3,0.03,-792.3377622287337,-3283.096979593247,10.281822079276107,3491.3950832646456,nan,nan,-2089.064034094379,-3090.6584986092425,-6316.318984172484,2676.683158456146,720.0186014630478,3021.454689654723,nan,nan,-800.59868,-3283.28804,5.86253,3488.06906,nan,nan,-2078.8474,-3088.20188,-6309.54039,2686.02704,713.06415,3021.50192,nan,nan
4,0.04,-787.339619612417,-3283.233252800295,14.219510222378666,3494.4764161073726,nan,nan,-2093.628718374171,-3092.699002817966,-6319.505159036087,2672.829810595059,725.0149864129608,3021.2645911742343,nan,nan,-803.46738,-3283.68538,5.67767,3487.90768,nan,nan,-2075.47503,-3088.91433,-6309.50306,2686.66153,713.12272,3021.57017,nan,nan
5,0.05,-782.3419531720459,-3283.385994905781,18.203798637706516,3497.497251393098,nan,nan,-2098.182779912116,-3094.7631063785007,-6322.707979642513,2668.9902871659006,730.008673301428,3021.0134114378893,nan,nan,-806.62925,-3283.86509,5.44028,3488.1107,nan,nan,-2071.79822,-3089.75097,-6309.01627,2687.29079,713.09115,3021.66661,nan,nan
6,0.06,-777.343659198486,-3283.5165987107594,22.296040939079937,3500.370151138451,nan,nan,-2102.76172296825,-3096.771409266185,-6325.9134159269215,2665.152947172285,734.9989095023317,3020.7010932360668,nan,nan,-809.48738,-3283.96503,5.22274,3488.08949,nan,nan,-2067.68157,-3090.46205,-6308.5315,2687.89482,713.03843,3021.76776,nan,nan
7,0.07,-772.3450974149274,-3283.6365157485297,26.405534343584804,3503.218319665475,nan,nan,-2107.3431749595493,-3098.773982024269,-6329.087425186998,2661.289572324183,739.9860118469292,3020.342191850571,nan,nan,-812.31329,-3284.06951,4.95796,3488.09421,nan,nan,-2063.4184,-3091.59018,-6307.98176,2688.61618,712.979,3021.87084,nan,nan
8,0.08,-767.3463373524476,-3283.7478613266044,30.54180096103058,3506.027465170678,nan,nan,-2111.933996711066,-3100.754980672881,-6332.255379517098,2657.4212309015056,744.9703126899849,3019.9462813734253,nan,nan,-815.13085,-3284.19488,4.755,3488.0771,nan,nan,-2058.98247,-3092.35259,-6307.91161,2689.24221,713.0187,3021.98291,nan,nan
9,0.09,-762.3477497422409,-3283.866696940326,34.69013031070837,3508.818766588763,nan,nan,-2116.5023139487735,-3102.7873383224264,-6335.4205931936,2653.5506466585157,749.9517256337255,3019.515555144906,nan,nan,-817.92029,-3284.34706,4.52219,3488.08283,nan,nan,-2054.22663,-3093.31515,-6307.37506,2690.11789,712.9695,3022.06957,nan,nan
10,0.1,-757.34871180301,-3283.9647769185576,38.85563930425739,3511.584365045637,nan,nan,-2121.1037876986247,-3104.7434669811373,-6338.5812599712435,2649.6763485903875,754.9312499645029,3019.0635181561593,nan,nan,-820.63072,-3284.54726,4.2618,3488.22466,nan,nan,-2049.21752,-3094.15735,-6306.70454,2691.01176,712.91468,3022.15576,nan,nan
11,0.11,-752.3495130627489,-3284.0542864452655,43.04990252147944,3514.30615784904,nan,nan,-2125.715915175895,-3106.6743424647993,-6341.735177005402,2645.796553835295,759.9088356781467,3018.5906117559816,nan,nan,-823.3401,-3284.79096,4.13326,3488.07757,nan,nan,-2043.94398,-3094.97302,-6306.41204,2691.90712,712.83561,3022.26657,nan,nan
12,0.12,-747.3501124148705,-3284.1317019604603,47.23097401057225,3517.048171926884,nan,nan,-2130.3140184313474,-3108.638380766921,-6344.8880095203795,2641.9158777173357,764.8841491277842,3018.094369801028,nan,nan,-826.06109,-3285.09758,3.97283,3488.08242,nan,nan,-2038.43931,-3095.8798,-6306.06276,2692.91156,712.8725,3022.33814,nan,nan
13,0.13,-742.3508888850507,-3284.2198160847292,51.425492963868024,3519.769570602279,nan,nan,-2134.921798121811,-3110.579608812296,-6348.041719797236,2638.0359148966827,769.8579956693725,3017.5836344676795,nan,nan,-828.75164,-3285.49702,3.81152,3488.08024,nan,nan,-2032.96439,-3096.79907,-6305.47854,2693.88803,712.8508,3022.4205,nan,nan
14,0.14,-737.3513914548917,-3284.2907064637134,55.627641891874546,3522.4791728584883,nan,nan,-2139.543806303378,-3112.4867114234657,-6351.195093303742,2634.1556783667197,774.8301643190731,3017.056814841114,nan,nan,-831.46623,-3285.96033,3.68154,3488.11944,nan,nan,-2028.9369083333333,-3096.6291533333333,-6305.22497,2695.02829,712.81163,3022.48853,nan,nan
15,0.15,-732.3517549133908,-3284.350992887469,59.83803722995086,3525.1759433524503,nan,nan,-2144.1590574250845,-3114.4101087000545,-6354.350326935131,2630.2769542554493,779.8010089462638,3016.517645394344,nan,nan,-834.19775,-3286.48866,3.53099,3488.16514,nan,nan,-2024.9094266666668,-3096.4592366666666,-6304.73062,2696.21784,712.79253,3022.60668,nan,nan
16,0.16,-727.3520464506068,-3284.404986286762,64.05676266468924,3527.8596638495014,nan,nan,-2148.7908078109854,-3116.2934271443723,-6357.506618899351,2626.3990913083353,784.7696937933918,3015.958922842516,nan,nan,-836.97731,-3287.08617,3.4123,3488.1928,nan,nan,-2020.881945,-3096.28932,-6304.23028,2697.28504,712.79215,3022.72453,nan,nan
17,0.17,-722.352280363644,-3284.4533502780864,68.28042037441342,3530.535615185211,nan,nan,-2153.423741803625,-3118.173832052854,-6360.666678403426,2622.5242979034283,789.7365853841195,3015.384477087063,nan,nan,-839.78976,-3287.70858,3.27861,3488.208,nan,nan,-2016.8544633333333,-3096.1194033333336,-6303.40811,2698.31427,712.72473,3022.7603,nan,nan
18,0.18,-717.3523767965498,-3284.484403776415,72.50944489699887,3533.2030768226805,nan,nan,-2158.0744226736037,-3120.009905974463,-6363.826085973276,2618.648972909628,794.7030208976042,3014.8061015253406,nan,nan,-842.6039,-3288.341,3.13399,3488.28562,nan,nan,-2012.8269816666668,-3095.949486666667,-6303.00511,2699.48109,712.68607,3022.83377,nan,nan
