,Time,0_X,0_Y,1_X,1_Y,2_X,2_Y,3_X,3_Y,10_person_X,10_person_Y,3_person_X,3_person_Y,8_person_X,8_person_Y,9_person_X,9_person_Y
0,0.0,673.9191,3142.69156,309.67204,-3021.11327,5642.61049,1546.31931,nan,nan,673.9191,3142.69156,309.67204,-3021.11327,5642.61049,1546.31931,nan,nan
1,0.01,673.9191,3142.69156,309.67204,-3021.11327,5642.61049,1546.31931,nan,nan,676.07068,3141.61787,306.84742,-3019.9079,5648.74999,1545.16466,nan,nan
2,0.02,669.4127335561707,3144.857815172857,312.6431069317518,-3025.134807179618,5642.61049,1546.31931,nan,nan,678.02778,3140.60419,304.07362,-3018.92963,5655.03119,1544.30084,nan,nan
3,0.03,664.8957545477551,3147.0018535674603,316.1384546962623,-3028.71007556187,5642.61049,1546.31931,nan,nan,679.96434,3139.91272,301.46772,-3018.12444,5661.26923,1543.73798,nan,nan
4,0.04,660.3239156896333,3149.026276807637,319.66427695935215,-3032.255294507027,5642.61049,1546.31931,nan,nan,681.48511,3139.21488,298.68486,-3016.85841,5667.65357,1543.55019,nan,nan
5,0.05,655.7496547048271,3151.045221195895,323.21285466664614,-3035.777736309995,5642.61049,1546.31931,nan,nan,682.93703,3138.72179,296.37802,-3017.12676,5673.99567,1543.63298,nan,nan
6,0.06,651.1530403322272,3153.0127415413067,326.7835206282818,-3039.277785536851,5642.61049,1546.31931,nan,nan,684.27815,3138.51356,293.80429,-3016.73357,5680.36154,1544.01742,nan,nan
7,0.07,646.5238105295632,3154.902247147048,330.37763441482093,-3042.75375246555,5642.61049,1546.31931,nan,nan,685.19356,3138.1654,291.28112,-3016.39796,5686.79184,1544.58107,nan,nan
8,0.08,641.897956452914,3156.800002152718,333.98387140846745,-3046.217140221152,5642.61049,1546.31931,nan,nan,685.9386,3137.82483,288.73042,-3016.06327,5693.26182,1545.27086,nan,nan
9,0.09,637.2720871176714,3158.6977199645285,337.60007889577423,-3049.670116243187,5642.61049,1546.31931,nan,nan,686.56302,3137.84306,286.14051,-3015.77428,5699.9742,1546.079,nan,nan
10,0.1,632.6259331218256,3160.5452190976503,341.21504607611547,-3053.1243907379335,5642.61049,1546.31931,nan,nan,686.73299,3137.49965,283.50613,-3015.44999,5706.67913,1546.87691,nan,nan
11,0.11,627.9978489935748,3162.4375291414417,344.83353951659075,-3056.5749711559556,5642.61049,1546.31931,-4583.27625,-496.79285,686.965,3137.90213,280.81862,-3015.20022,5713.45046,1547.70548,-4583.27625,-496.79285
12,0.12,627.9978489935748,3162.4375291414417,344.83353951659075,-3056.5749711559556,5642.61049,1546.31931,-4583.27625,-496.79285,686.76474,3138.01943,278.20926,-3015.11903,5720.35755,1548.56547,-4578.04297,-499.13359
13,0.13,624.3153017708324,3165.8196654415146,347.9969113835274,-3060.447060828403,5642.61049,1546.31931,-4587.834487215582,-494.73798419258645,686.41485,3138.33117,275.61415,-3015.24644,5727.36612,1549.42535,-4573.13589,-501.72072
14,0.14,620.11623537483,3168.534042239596,351.6070399417579,-3063.906391947716,5642.61049,1546.31931,-4592.332760333385,-492.5549727501858,685.87104,3138.84481,273.20856,-3015.37065,5734.55253,1550.28766,-4568.30203,-504.68794
15,0.15,615.8880721168167,3171.2028688475993,355.21504865509957,-3067.3679339631262,5642.61049,1546.31931,-4596.763202806479,-490.2373922245946,684.92544,3139.40353,270.92165,-3015.72801,5741.84505,1551.05947,-4563.43985,-507.65578
16,0.16,611.6520437023488,3173.8591939918206,358.8150465250611,-3070.837806487625,5642.61049,1546.31931,-4601.165984567859,-487.86768490898265,683.82025,3139.96707,268.82775,-3016.19489,5749.27708,1551.76009,-4558.87864,-510.88875
17,0.17,607.4167009917448,3176.516612311117,362.4066794263765,-3074.3163367954116,5642.61049,1546.31931,-4605.519854814091,-485.4092679632687,682.35738,3140.78244,266.94685,-3016.75599,5756.85313,1552.44542,-4554.41293,-514.5766
18,0.18,603.1579134377205,3179.1362933164473,365.9935200163905,-3077.7998084232318,5642.61049,1546.31931,-4609.814353747347,-482.84854952652904,680.66731,3141.58407,265.19285,-3017.40275,5764.47913,1553.09617,-4549.99701,-518.28176
19,0.19,598.8960798038472,3181.75101587863,369.5790509993097,-3081.284628012612,5642.61049,1546.31931,-4614.0712817160265,-480.2258478146542,678.88934,3142.60677,263.64378,-3018.08829,5772.17543,1553.75317,-4545.64148,-522.25764
20,0.2,594.618837066561,3184.3404549233524,373.1650617072554,-3084.768953944912,5642.61049,1546.31931,-4618.283492592785,-477.5319139755037,676.92791,3143.7184,262.29738,-3018.71512,5779.95132,1554.43021,-4541.62864,-526.474
21,0.21,590.3466963458071,3186.938302813833,376.7521875775413,-3088.25213180295,5642.61049,1546.31931,-4622.442652855714,-474.75677687848196,674.81214,3145.15162,260.9392,-3019.31321,5787.8425,1555.05894,-4537.67732,-530.91374
22,0.22,586.062189350976,3189.515704569719,380.33415129371434,-3091.740617998425,5642.61049,1546.31931,-4626.553396951269,-471.9104137637576,672.38252,3146.46004,259.62552,-3019.93941,5795.74412,1555.67165,-4533.73508,-535.36857
23,0.23,581.7724486350497,3192.0843860583673,383.91835431929974,-3095.226803402471,5642.61049,1546.31931,-4630.62579651297,-469.0094549895138,669.99762,3147.99302,258.38809,-3020.41974,5803.73108,1556.27065,-4530.04345,-540.13861
24,0.24,577.4782183780633,3194.6455550297514,387.50154537084376,-3098.714028931188,5642.61049,1546.31931,-4634.646566198694,-466.0373494842604,667.29018,3149.62705,257.24744,-3020.88096,5811.77694,1556.84735,-4526.41219,-544.95474
25,0.25,573.1807841397588,3197.2013443339483,391.08441621813625,-3102.2015834456897,5642.61049,1546.31931,-4638.625427911109,-463.00937004683345,664.53126,3151.4489,256.12813,-3021.23602,5819.83083,1557.38787,-4523.02987,-550.12677
26,0.26,568.8770284520779,3199.7464743857836,394.66875159165653,-3105.687632775537,5642.61049,1546.31931,-4642.550301020007,-459.91173044884187,661.54214,3153.39022,254.98444,-3021.40873,5827.77426,1557.99067,-4519.65239,-555.28384
27,0.27,564.5697018064307,3202.285556339502,398.26733790780395,-3109.1589691932927,5642.61049,1546.31931,-4646.433755376231,-456.76232062109193,658.16813,3155.32286,253.86433,-3021.54634,5835.75097,1558.68749,-4516.37218,-561.09187
28,0.28,560.2334384205312,3204.774897587324,401.8753290994064,-3112.6205294717392,5642.61049,1546.31931,-4650.258282425639,-453.5416075248435,654.98483,3157.66291,252.72231,-3021.41943,5843.67038,1559.47578,-4513.10381,-566.67958
29,0.29,555.9035375958406,3207.275289326301,405.4973911864603,-3116.067363705863,5642.61049,1546.31931,-4654.0433095190365,-450.2745645342713,651.39555,3160.1901,251.58287,-3021.24694,5851.51451,1560.3778,-4509.99944,-572.60075
30,0.3,551.5641281584338,3209.7591423281,409.13582355460386,-3119.4969132247425,5642.61049,1546.31931,-4657.7771318829,-446.9491216231517,647.68745,3162.81039,250.46883,-3020.88593,5859.21018,1561.3382,-4506.84238,-578.67155
31,0.31,547.2106587243287,3212.218268979233,412.7907325201051,-3122.9088980508955,5642.61049,1546.31931,-4661.466054083974,-443.5739397029552,643.44619,3165.53528,249.29487,-3020.39503,5866.90287,1562.37222,-4503.94421,-584.9159
32,0.32,542.8609157586473,3214.68398107364,416.45640466242673,-3126.3093168111377,5642.61049,1546.31931,-4665.104742268909,-440.1446616021276,639.06625,3168.4262,248.01273,-3019.69224,5874.33128,1563.36981,-4500.98092,-591.12861
33,0.33,538.5048354594757,3217.1384798874856,420.1384265107424,-3129.6920250617154,5642.61049,1546.31931,-4668.702548214486,-436.67251638944305,634.48818,3171.33499,246.79976,-3018.84241,5881.78398,1564.29815,-4498.10216,-597.57093
34,0.34,534.139857134401,3219.5771197177246,423.82097944611013,-3133.074155141741,5642.61049,1546.31931,-4672.25436691969,-433.15334263906317,629.96367,3174.59967,245.46133,-3017.77998,5889.06331,1565.20621,-4495.16143,-604.21158
35,0.35000000000000003,529.7590647018671,3221.9872354126765,427.5171675702453,-3136.4413785306774,5642.61049,1546.31931,-4675.762867049518,-429.5909801029082,625.07795,3177.63504,244.09097,-3016.46538,5896.17069,1566.11133,-4492.24634,-610.9241
36,0.36,525.3729875040307,3224.3877201167766,431.2284006024288,-3139.7920127065954,5642.61049,1546.31931,-4679.229778323822,-425.9881303674761,620.11839,3180.83168,242.73976,-3015.10329,5903.18508,1567.08376,-4489.12932,-617.54119
37,0.37,520.9756140679157,3226.7674484339063,434.9555615645902,-3143.1249200203592,5642.61049,1546.31931,-4682.663613013865,-422.35374192903777,614.95942,3184.20926,241.33689,-3013.58616,5910.06527,1568.0914,-4486.43847,-624.66637
38,0.38,516.578132254463,3229.1469764754206,438.6989368538558,-3146.439605743579,5642.61049,1546.31931,-4686.046371994698,-418.67176668773186,609.60474,3187.54452,239.88664,-3011.98185,5916.86375,1569.15086,-4483.61873,-631.69746
39,0.39,512.1737345646544,3231.5136790317233,442.4573873533309,-3149.7371881675667,5642.61049,1546.31931,-4689.392094009946,-414.9561046744849,604.16208,3191.0063,238.24061,-3010.11054,5923.58608,1570.22694,-4480.87601,-638.95575
40,0.4,507.76114757099356,3233.8650777693633,446.2291961619289,-3153.0194828391923,5642.61049,1546.31931,-4692.695401917592,-411.20268531778015,598.19181,3194.2312,236.83462,-3008.48675,5930.16777,1571.27006,-4478.11118,-646.30216
41,0.41000000000000003,503.3405497543516,3236.2013814618444,450.01334984843595,-3156.2875374404643,5642.61049,1546.31931,-4695.959249736813,-407.4149026665495,592.25444,3197.41025,235.44081,-3006.81639,5936.62681,1572.31688,-4475.3866,-653.44136
42,0.42,498.92697263858986,3238.550921213205,453.8120140570053,-3159.538714185973,5642.61049,1546.31931,-4699.188086780004,-403.59723173409344,586.06402,3201.05485,234.09949,-3005.22495,5942.86404,1573.33992,-4472.82664,-660.91108
43,0.43,494.5065187678023,3240.8874972501103,457.62801670272165,-3162.7695227237673,5642.61049,1546.31931,-4702.374001960279,-399.74366916627525,579.63459,3204.32712,232.98896,-3003.86408,5948.95894,1574.34137,-4470.31282,-668.35453
44,0.44,490.0864029003406,3243.224712627052,461.4574544653262,-3165.984395415234,5642.61049,1546.31931,-4705.521457648095,-395.85863085330624,573.18721,3207.63143,231.88894,-3002.51361,5954.82998,1575.37597,-4467.89643,-675.59931
45,0.45,485.6763145130871,3245.580794208113,465.3080854382,-3169.1738532235054,5642.61049,1546.31931,-4708.632835286947,-391.94463938826067,566.73781,3211.11175,230.82162,-3001.23947,5960.45321,1576.42305,-4465.44595,-683.16964
46,0.46,481.24864994250925,3247.903677427401,469.17979318396607,-3172.3376925259,5642.61049,1546.31931,-4711.70407434046,-387.99907343694525,559.47327,3213.84188,229.90863,-2999.95363,5965.93383,1577.47793,-4463.09398,-690.49641
