,Time,0_X,0_Y,1_X,1_Y,2_X,2_Y,3_X,3_Y,4_X,4_Y,5_X,5_Y,6_X,6_Y,1_person_X,1_person_Y,10_person_X,10_person_Y,2_person_X,2_person_Y,4_person_X,4_person_Y,5_person_X,5_person_Y,6_person_X,6_person_Y,7_person_X,7_person_Y
0,0.0,584.59773,3122.28267,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-6396.67072,1808.1633,584.59773,3122.28267,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-6396.67072,1808.1633
1,0.01,584.59773,3122.28267,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-6396.67072,1808.1633,584.6183,3122.23375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-6398.29683,1810.55011
2,0.02,583.7590342367371,3127.2118270695896,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-6395.502592628496,1803.3016666896872,584.64384,3122.16211,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-6399.86544,1812.93709
3,0.03,582.8203570212073,3132.1229252242842,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-6393.6530365296785,1798.6563311541927,584.67402,3122.04456,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-6401.49138,1815.50139
4,0.04,581.8200199436526,3137.021835892103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-6391.795818100035,1794.0140537276925,584.6932,3121.94337,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-6402.6096,1817.68061
5,0.05,580.7856801931781,3141.9136802559997,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-6389.9296669294645,1789.3753599666668,584.68125,3121.76385,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-6404.64443,1820.01675
6,0.06,579.745323496666,3146.8042485199157,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-6388.065853925577,1784.7357262433497,584.64162,3121.50978,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-6406.46733,1822.50739
7,0.07,578.7101694815748,3151.69592064354,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-6386.203602393317,1780.0954655577207,584.59621,3121.09218,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-6408.20167,1824.78681
8,0.08,577.6849653773686,3156.5896877553587,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-6384.355406051081,1775.449588861063,584.48865,3120.60709,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-6410.05353,1827.11271
9,0.09,576.6815758193494,3161.487974128659,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-6382.506894494219,1770.803837573688,584.31758,3120.06745,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-6411.63073,1829.61576
