,Time,0_X,0_Y,1_X,1_Y,2_X,2_Y,3_X,3_Y,4_X,4_Y,5_X,5_Y,6_X,6_Y,1_person_X,1_person_Y,10_person_X,10_person_Y,2_person_X,2_person_Y,4_person_X,4_person_Y,5_person_X,5_person_Y,6_person_X,6_person_Y,7_person_X,7_person_Y
0,0.0,852.60985,3134.8738,nan,nan,nan,nan,nan,nan,nan,nan,-237.16772,3298.00258,nan,nan,852.60985,3134.8738,nan,nan,nan,nan,nan,nan,nan,nan,-237.16772,3298.00258,nan,nan
1,0.01,852.60985,3134.8738,nan,nan,nan,nan,nan,nan,nan,nan,-237.16772,3298.00258,nan,nan,851.61561,3136.21654,nan,nan,nan,nan,nan,nan,nan,nan,-234.16035,3301.81733,nan,nan
2,0.02,855.5303312650271,3130.815377993773,nan,nan,nan,nan,nan,nan,nan,nan,-240.2378079305452,3294.0561182811025,nan,nan,849.48587,3138.9548,nan,nan,nan,nan,nan,nan,nan,nan,-232.11228,3305.98408,nan,nan
3,0.03,858.4563438350734,3126.760942097137,nan,nan,nan,nan,nan,nan,nan,nan,-242.96218435131567,3289.8635327878837,nan,nan,846.13558,3143.05029,nan,nan,nan,nan,nan,nan,nan,nan,-229.48092,3309.69947,nan,nan
4,0.04,861.4274501156868,3122.7394339883176,nan,nan,nan,nan,nan,nan,nan,nan,-245.7395841397755,3285.705883161585,nan,nan,841.97171,3147.86234,nan,nan,nan,nan,nan,nan,nan,nan,-226.60365,3313.54887,nan,nan
5,0.05,864.4521756967163,3118.758098137191,nan,nan,nan,nan,nan,nan,nan,nan,-248.55285280257408,3281.572419791611,nan,nan,837.23969,3153.20799,nan,nan,nan,nan,nan,nan,nan,nan,-223.6718,3319.32513,nan,nan
6,0.06,867.5134623263617,3114.8048053108055,nan,nan,nan,nan,nan,nan,nan,nan,-251.2218982389917,3277.3443946665275,nan,nan,833.10401,3157.69617,nan,nan,nan,nan,nan,nan,nan,nan,-220.50776,3322.68744,nan,nan
7,0.07,870.6013323055643,3110.8722413899595,nan,nan,nan,nan,nan,nan,nan,nan,-254.03188671657063,3273.208700679314,nan,nan,829.17376,3161.70292,nan,nan,nan,nan,nan,nan,nan,nan,-217.50687,3326.37568,nan,nan
8,0.08,873.7200944006619,3106.9641314894857,nan,nan,nan,nan,nan,nan,nan,nan,-256.85224548405193,3269.08007180005,nan,nan,825.38671,3165.31861,nan,nan,nan,nan,nan,nan,nan,nan,-214.68345,3329.87082,nan,nan
9,0.09,876.8699479950044,3103.081037061815,nan,nan,nan,nan,nan,nan,nan,nan,-259.6858673511321,3264.9605345548725,nan,nan,821.62001,3168.61599,nan,nan,nan,nan,nan,nan,nan,nan,-212.09302,3333.39089,nan,nan
10,0.1,880.055173059452,3099.2269040479177,nan,nan,nan,nan,nan,nan,nan,nan,-262.5139620173035,3260.8372008842643,nan,nan,817.77596,3171.68285,nan,nan,nan,nan,nan,nan,nan,nan,-209.82223,3336.14977,nan,nan
11,0.11,883.2787414263286,3095.4047833036093,nan,nan,nan,nan,nan,nan,nan,nan,-265.3592988763126,3256.7257463777955,nan,nan,813.6837,3174.65833,nan,nan,nan,nan,nan,nan,nan,nan,-207.69404,3339.31309,nan,nan
12,0.12,886.544532443584,3091.6186759317015,nan,nan,nan,nan,nan,nan,nan,nan,-268.1875049926797,3252.602489150391,nan,nan,809.34959,3177.47303,nan,nan,nan,nan,nan,nan,nan,nan,-205.59578,3342.42878,nan,nan
13,0.13,889.8567384086704,3087.873106329512,nan,nan,nan,nan,nan,nan,nan,nan,-271.01145391070145,3248.4763150740337,nan,nan,804.6397,3180.1871,nan,nan,nan,nan,nan,nan,nan,nan,-203.44713,3345.10937,nan,nan
14,0.14,893.2203719024666,3084.173651002114,nan,nan,nan,nan,nan,nan,nan,nan,-273.8512513892556,3244.361032546576,nan,nan,799.50958,3182.7992,nan,nan,nan,nan,nan,nan,nan,nan,-201.32324,3347.72192,nan,nan
15,0.15,896.6391933969121,3080.52513629211,nan,nan,nan,nan,nan,nan,nan,nan,-276.69837260763353,3240.250813480898,nan,nan,793.90224,3185.35153,nan,nan,nan,nan,nan,nan,nan,nan,-199.21842,3350.13357,nan,nan
16,0.16,900.1153836084982,3076.931238462055,nan,nan,nan,nan,nan,nan,nan,nan,-279.55724148580777,3236.148756833629,nan,nan,787.88931,3187.81669,nan,nan,nan,nan,nan,nan,nan,nan,-197.37399,3351.55339,nan,nan
17,0.17,903.6486113913604,3073.3933999362866,nan,nan,nan,nan,nan,nan,nan,nan,-282.44475263144597,3232.066811294573,nan,nan,781.49653,3190.25614,nan,nan,nan,nan,nan,nan,nan,nan,-195.18667,3354.22839,nan,nan
18,0.18,907.2362736708154,3069.9107745805277,nan,nan,nan,nan,nan,nan,nan,nan,-285.325689337772,3227.980223023883,nan,nan,774.81561,3192.65272,nan,nan,nan,nan,nan,nan,nan,nan,-193.13123,3356.49032,nan,nan
19,0.19,910.8751451829677,3066.481691012277,nan,nan,nan,nan,nan,nan,nan,nan,-288.21757800144036,3223.9013776042884,nan,nan,767.94351,3195.01122,nan,nan,nan,nan,nan,nan,nan,nan,-190.98484,3358.66869,nan,nan
20,0.2,914.5608615591113,3063.1030086071632,nan,nan,nan,nan,nan,nan,nan,nan,-291.12285057771567,3219.8320544102494,nan,nan,760.88322,3197.26491,nan,nan,nan,nan,nan,nan,nan,nan,-188.76219,3360.67194,nan,nan
21,0.21,918.2921041909977,3059.7746714214213,nan,nan,nan,nan,nan,nan,nan,nan,-294.0454521844789,3215.77515906428,nan,nan,753.94911,3199.38941,nan,nan,nan,nan,nan,nan,nan,nan,-186.39825,3362.62409,nan,nan
22,0.22,922.0618426151715,3056.4899991069724,nan,nan,nan,nan,nan,nan,nan,nan,-296.9871163830383,3211.7320647365514,nan,nan,747.19483,3201.35641,nan,nan,nan,nan,nan,nan,nan,nan,-183.87717,3364.24148,nan,nan
23,0.23,925.8662216804257,3053.245511485197,nan,nan,nan,nan,nan,nan,nan,nan,-299.95737912143136,3207.709933552103,nan,nan,740.79788,3203.08494,nan,nan,nan,nan,nan,nan,nan,nan,-181.20681,3366.32139,nan,nan
24,0.24,929.7010751408089,3050.03710082922,nan,nan,nan,nan,nan,nan,nan,nan,-302.9419262817658,3203.698390426604,nan,nan,734.87147,3204.55275,nan,nan,nan,nan,nan,nan,nan,nan,-178.69884,3367.72436,nan,nan
25,0.25,933.5622618530731,3046.8604300604693,nan,nan,nan,nan,nan,nan,nan,nan,-305.9535103003436,3199.7071047065574,nan,nan,729.49473,3205.73783,nan,nan,nan,nan,nan,nan,nan,nan,-175.79063,3369.82599,nan,nan
26,0.26,937.4462102423355,3043.711629509538,nan,nan,nan,nan,nan,nan,nan,nan,-308.9816943221984,3195.7283986945754,nan,nan,724.62237,3206.69047,nan,nan,nan,nan,nan,nan,nan,nan,-173.20162,3371.64062,nan,nan
27,0.27,941.3499111285522,3040.587350490156,nan,nan,nan,nan,nan,nan,nan,nan,-312.0246645555279,3191.76098994842,nan,nan,720.21611,3207.50512,nan,nan,nan,nan,nan,nan,nan,nan,-170.76436,3373.17401,nan,nan
28,0.28,945.2697320262728,3037.4833201858914,nan,nan,nan,nan,nan,nan,nan,nan,-315.08482622843405,3187.8068262523047,nan,nan,716.1702,3208.18251,nan,nan,nan,nan,nan,nan,nan,nan,-168.48669,3374.39502,nan,nan
29,0.29,949.2042340221292,3034.3979200425388,nan,nan,nan,nan,nan,nan,nan,nan,-318.16286502307963,3183.86656265977,nan,nan,712.30444,3208.78985,nan,nan,nan,nan,nan,nan,nan,nan,-166.39943,3375.79773,nan,nan
30,0.3,953.1525011560722,3031.330154301967,nan,nan,nan,nan,nan,nan,nan,nan,-321.24853542325155,3179.9322726118066,nan,nan,708.5818,3209.36821,nan,nan,nan,nan,nan,nan,nan,nan,-164.38346,3377.69212,nan,nan
31,0.31,957.1129731675751,3028.2781612734525,nan,nan,nan,nan,nan,nan,nan,nan,-324.3340755732177,3175.997880411867,nan,nan,704.84391,3209.90669,nan,nan,nan,nan,nan,nan,nan,nan,-162.38332,3378.90471,nan,nan
32,0.32,961.0861355761197,3025.2427073575896,nan,nan,nan,nan,nan,nan,nan,nan,-327.4373703227932,3172.077477154897,nan,nan,701.17004,3210.42777,nan,nan,nan,nan,nan,nan,nan,nan,-160.44789,3379.97078,nan,nan
33,0.33,965.0704056684057,3022.2218479050966,nan,nan,nan,nan,nan,nan,nan,nan,-330.55324109559564,3168.1670616619867,nan,nan,697.6675,3210.92594,nan,nan,nan,nan,nan,nan,nan,nan,-158.47033,3380.9463,nan,nan
34,0.34,969.0638823091205,3019.213169736853,nan,nan,nan,nan,nan,nan,nan,nan,-333.68311918400656,3164.2678485167885,nan,nan,694.27696,3211.37515,nan,nan,nan,nan,nan,nan,nan,nan,-156.62171,3381.70746,nan,nan
35,0.35000000000000003,973.0661864425474,3016.216244375161,nan,nan,nan,nan,nan,nan,nan,nan,-336.8263388472834,3160.3793822190833,nan,nan,691.06705,3211.75301,nan,nan,nan,nan,nan,nan,nan,nan,-154.81203,3382.40817,nan,nan
36,0.36,977.0762353869158,3013.229689928349,nan,nan,nan,nan,nan,nan,nan,nan,-339.9821994552678,3156.501168219963,nan,nan,688.03259,3212.06229,nan,nan,nan,nan,nan,nan,nan,nan,-153.07599,3382.99626,nan,nan
37,0.37,981.0931603367385,3010.2523901538066,nan,nan,nan,nan,nan,nan,nan,nan,-343.15060897818023,3152.633199619377,nan,nan,685.22651,3212.30185,nan,nan,nan,nan,nan,nan,nan,nan,-151.40197,3383.54518,nan,nan
38,0.38,985.1157252049709,3007.282714770728,nan,nan,nan,nan,nan,nan,nan,nan,-346.3304172548941,3148.7745963327793,nan,nan,682.61731,3212.48581,nan,nan,nan,nan,nan,nan,nan,nan,-149.75478,3383.94486,nan,nan
39,0.39,989.143034137809,3004.319476211401,nan,nan,nan,nan,nan,nan,nan,nan,-349.52350074453017,3144.9269713733775,nan,nan,680.19839,3212.60944,nan,nan,nan,nan,nan,nan,nan,nan,-148.21626,3384.19081,nan,nan
40,0.4,993.1743260209203,3001.3616584764545,nan,nan,nan,nan,nan,nan,nan,nan,-352.72902147916125,3141.089701924948,nan,nan,677.95077,3212.70714,nan,nan,nan,nan,nan,nan,nan,nan,-146.85504,3384.41328,nan,nan
41,0.41000000000000003,997.2085090339198,2998.407785185735,nan,nan,nan,nan,nan,nan,nan,nan,-355.9435408780569,3137.2599675955034,nan,nan,675.78735,3212.79554,nan,nan,nan,nan,nan,nan,nan,nan,-145.52376,3384.62599,nan,nan
42,0.42,1001.2450906471952,2995.4571905203557,nan,nan,nan,nan,nan,nan,nan,nan,-359.16782152150915,3133.4384476973137,nan,nan,673.60682,3212.8977,nan,nan,nan,nan,nan,nan,nan,nan,-144.25712,3384.74573,nan,nan
43,0.43,1005.2837805489876,2992.5094822788296,nan,nan,nan,nan,nan,nan,nan,nan,-362.4021231975237,3129.6254052547843,nan,nan,671.47011,3212.97369,nan,nan,nan,nan,nan,nan,nan,nan,-142.97694,3384.922,nan,nan
44,0.44,1009.3241447241437,2989.564069348167,nan,nan,nan,nan,nan,nan,nan,nan,-365.6454542839115,3125.8200401653257,nan,nan,669.37188,3213.06299,nan,nan,nan,nan,nan,nan,nan,nan,-141.70541,3385.02273,nan,nan
45,0.45,1013.3652272146438,2986.619642017603,nan,nan,nan,nan,nan,nan,nan,nan,-368.8988795939321,3122.023301597539,nan,nan,667.38429,3213.1564,nan,nan,nan,nan,nan,nan,nan,nan,-140.33851,3385.26243,nan,nan
46,0.46,1017.4059472167984,2983.674717253846,nan,nan,nan,nan,nan,nan,nan,nan,-372.1612416143812,3118.234239174257,nan,nan,665.53825,3213.25489,nan,nan,nan,nan,nan,nan,nan,nan,-139.06189,3385.32521,nan,nan
47,0.47000000000000003,1021.4452052633177,2980.7277875917016,nan,nan,nan,nan,nan,nan,nan,nan,-375.4336392182464,3114.453840528318,nan,nan,663.80021,3213.33586,nan,nan,nan,nan,nan,nan,nan,nan,-137.79531,3385.39636,nan,nan
48,0.48,1025.482482966311,2977.7781454525743,nan,nan,nan,nan,nan,nan,nan,nan,-378.71505391084315,3110.6812661267704,nan,nan,662.18893,3213.39595,nan,nan,nan,nan,nan,nan,nan,nan,-135.90005,3384.62009,nan,nan
49,0.49,1029.516949917665,2974.8246599830936,nan,nan,nan,nan,nan,nan,nan,nan,-382.0271821542231,3106.9356277967386,nan,nan,660.69462,3213.41824,nan,nan,nan,nan,nan,nan,nan,nan,-134.78001,3384.47854,nan,nan
