,Time,0_X,0_Y,1_X,1_Y,2_X,2_Y,3_X,3_Y,4_X,4_Y,1_person_X,1_person_Y,10_person_X,10_person_Y,3_person_X,3_person_Y,6_person_X,6_person_Y,8_person_X,8_person_Y
0,0.0,nan,nan,150.37846,3289.36589,372.27763,3135.93202,6183.89055,1466.49082,-4325.1428,-864.84733,nan,nan,150.37846,3289.36589,372.27763,3135.93202,6183.89055,1466.49082,-4325.1428,-864.84733
1,0.01,nan,nan,150.37846,3289.36589,372.27763,3135.93202,6183.89055,1466.49082,-4325.1428,-864.84733,nan,nan,148.8071,3285.41637,372.53853,3135.56233,6184.00773,1466.89924,-4328.43996,-861.52192
2,0.02,nan,nan,150.63252789451812,3294.3594307783433,372.27763,3135.93202,6184.208417118041,1461.5009341801372,-4323.655685411346,-869.621059171226,nan,nan,147.43007,3281.46849,372.44588,3134.92139,6184.09355,1467.29471,-4331.60222,-858.26068
3,0.03,nan,nan,150.9045423774498,3299.352026107536,372.27763,3135.93202,6184.280399180251,1456.501452348715,-4321.692029904977,-874.2193259155882,nan,nan,145.90392,3277.76579,372.61616,3134.61491,6184.11233,1467.67996,-4334.87762,-855.27086
4,0.04,nan,nan,151.22382624300363,3304.341821475404,372.27763,3135.93202,6184.263448755124,1451.5014810804887,-4319.719244384442,-878.8136830294802,nan,nan,144.43295,3273.72427,372.71901,3134.36729,6184.08557,1468.04464,-4338.05788,-852.35259
5,0.05,nan,nan,151.58511197399366,3309.328751655443,372.27763,3135.93202,6184.221811552184,1446.5016544491612,-4317.738419258694,-883.4045796544549,nan,nan,143.47641,3269.61163,372.99306,3133.73636,6184.03045,1468.41063,-4340.94159,-849.65865
6,0.06,nan,nan,151.99841663985293,3314.3116403009153,372.27763,3135.93202,6184.174108409552,1441.5018820133214,-4315.748033697498,-887.991339438636,nan,nan,142.22853,3265.87156,373.05569,3133.58568,6183.92524,1468.75317,-4344.04584,-846.91178
7,0.07,nan,nan,152.45343328835497,3319.2908932418277,372.27763,3135.93202,6184.135033521405,1436.502034700341,-4313.749765584998,-892.5746706017277,nan,nan,141.29331,3262.11179,373.04253,3133.46024,6183.75092,1469.04348,-4347.19585,-844.37022
8,0.08,nan,nan,152.95009562142596,3324.266164744661,372.27763,3135.93202,6184.116754495394,1431.5020681127319,-4311.7459748815445,-897.1555900309202,nan,nan,140.26416,3258.38615,373.14103,3133.13136,6183.56828,1469.31443,-4350.28045,-841.89344
9,0.09,nan,nan,153.49744804918515,3329.236114977795,372.27763,3135.93202,6184.1117150096625,1426.5020706523742,-4309.7345796137315,-901.7331755382176,nan,nan,139.35394,3255.06824,373.1568,3133.04842,6183.3173,1469.58502,-4353.23113,-839.44502
10,0.1,nan,nan,154.08683188023466,3334.2012561338647,372.27763,3135.93202,6184.1306373934995,1421.5021064581633,-4307.712503846658,-906.306053143426,nan,nan,138.49189,3251.57817,373.08736,3132.51374,6183.05932,1469.85643,-4356.20057,-837.28367
11,0.11,nan,nan,154.73404526221802,3339.1591906673357,372.27763,3135.93202,6184.166795943547,1416.5022372039468,-4305.68133711489,-910.874900011921,nan,nan,137.7024,3247.99538,373.08427,3132.33823,6182.7618,1470.13402,-4359.06834,-835.10806
12,0.12,nan,nan,155.41530005717783,3344.1125624385986,372.27763,3135.93202,6184.223898422663,1411.5025632838917,-4303.639300720106,-915.4388990656432,nan,nan,136.96611,3244.73263,373.02483,3132.04909,6182.44678,1470.43261,-4361.98708,-832.91488
13,0.13,nan,nan,156.14585275679133,3349.058903788838,372.27763,3135.93202,6184.299797749106,1406.5031393878567,-4301.585315094125,-919.9975329671825,nan,nan,136.25415,3241.41802,372.9475,3131.9168,6181.99336,1470.71003,-4364.33963,-831.00288
14,0.14,nan,nan,156.9134523027946,3353.999631562858,372.27763,3135.93202,6184.411436086264,1401.504385855057,-4299.521054184439,-924.5515231842055,nan,nan,135.6744,3238.2299,372.8527,3131.68815,6181.61334,1471.0388,-4366.89383,-829.02689
15,0.15,nan,nan,157.72588945798748,3358.9331846302593,372.27763,3135.93202,6184.537746622291,1396.5059815448308,-4297.443682883181,-929.0995478627567,nan,nan,134.85356,3235.16414,372.73288,3131.60493,6181.15073,1471.35242,-4369.34289,-827.2445
16,0.16,nan,nan,158.5748495276663,3363.8605842284337,372.27763,3135.93202,6184.69129147622,1391.5083397031387,-4295.356229820338,-933.6429540420926,nan,nan,134.13369,3232.20122,372.60748,3131.46848,6180.76696,1471.71707,-4371.59728,-825.44671
17,0.17,nan,nan,159.44184720259688,3368.7848420437463,372.27763,3135.93202,6184.856495100646,1386.5110696721642,-4293.255579531274,-938.1802735550929,nan,nan,133.22875,3229.21608,372.52682,3131.41705,6180.18084,1472.10135,-4373.92452,-823.68988
18,0.18,nan,nan,160.3244174731184,3373.7063326429034,372.27763,3135.93202,6185.0580966151165,1381.5151356424394,-4291.139033253714,-942.7101998077981,nan,nan,132.29327,3226.37351,372.41958,3131.29481,6179.55888,1472.52608,-4376.06609,-822.12155
19,0.19,nan,nan,161.21929133918616,3378.6256009588046,372.27763,3135.93202,6185.288056028923,1376.520426575036,-4289.008120378874,-947.2333856673267,nan,nan,130.8696,3223.78264,372.28935,3131.52677,6178.92245,1472.989,-4378.16414,-820.43387
