,Time,0_X,0_Y,1_X,1_Y,2_X,2_Y,3_X,3_Y,4_X,4_Y,5_X,5_Y,6_X,6_Y,7_X,7_Y,8_X,8_Y,1_person_X,1_person_Y,10_person_X,10_person_Y,2_person_X,2_person_Y,3_person_X,3_person_Y,4_person_X,4_person_Y,5_person_X,5_person_Y,6_person_X,6_person_Y,7_person_X,7_person_Y,8_person_X,8_person_Y
0,0.0,nan,nan,nan,nan,-1131.07091,-3681.00063,-310.53858,3518.8922,nan,nan,nan,nan,-908.41319,2347.3839,nan,nan,-546.53969,3083.14715,nan,nan,nan,nan,-1131.07091,-3681.00063,-310.53858,3518.8922,nan,nan,nan,nan,-908.41319,2347.3839,nan,nan,-546.53969,3083.14715
1,0.01,nan,nan,nan,nan,-1131.07091,-3681.00063,-310.53858,3518.8922,nan,nan,nan,nan,-908.41319,2347.3839,nan,nan,-546.53969,3083.14715,nan,nan,nan,nan,-1131.83988,-3680.1466,-311.53887,3518.79385,nan,nan,nan,nan,-900.79339,2342.58435,nan,nan,-547.68074,3084.40844
2,0.02,nan,nan,nan,nan,-1127.6673104238682,-3684.6633489252463,-305.92983832381753,3520.8311430528556,nan,nan,nan,nan,-913.3668310298611,2348.063194153718,nan,nan,-546.53969,3083.14715,nan,nan,nan,nan,-1132.78125,-3679.18141,-314.49731,3516.63204,nan,nan,nan,nan,-892.98392,2337.89034,nan,nan,-548.91316,3085.66055
3,0.03,nan,nan,nan,nan,-1124.1938399077358,-3688.259875384701,-301.4537435507914,3523.0592758098715,nan,nan,nan,nan,-917.9110196212843,2350.148943430496,nan,nan,-546.53969,3083.14715,nan,nan,nan,nan,-1133.62683,-3678.49122,-314.82309,3515.63495,nan,nan,nan,nan,-884.90891,2332.86524,nan,nan,-550.059,3086.4018
4,0.04,nan,nan,nan,nan,-1120.6399371606358,-3691.7769445145527,-297.1082972827493,3525.5325523272786,nan,nan,nan,nan,-922.3420160929851,2352.465464586837,nan,nan,-546.53969,3083.14715,nan,nan,nan,nan,-1134.64189,-3677.29648,-317.18683,3517.72774,nan,nan,nan,nan,-877.20864,2328.37504,nan,nan,-551.23113,3088.52028
5,0.05,nan,nan,nan,nan,-1117.1050335884204,-3695.3131086418434,-292.3050185134528,3526.9212614632843,nan,nan,nan,nan,-926.7650426328266,2354.797167018078,nan,nan,-546.53969,3083.14715,nan,nan,nan,nan,-1135.43223,-3676.39259,-318.33016,3517.94363,nan,nan,nan,nan,-869.08854,2323.60661,nan,nan,-552.32588,3089.72138
6,0.06,nan,nan,nan,nan,-1113.5657963973701,-3698.8449353795936,-287.5170773332601,3528.3619624228922,nan,nan,nan,nan,-931.1785566431907,2357.146825308196,nan,nan,-546.53969,3083.14715,nan,nan,nan,nan,-1136.44967,-3675.43492,-319.30886,3518.08987,nan,nan,nan,nan,-860.86389,2318.58873,nan,nan,-553.38404,3090.88208
7,0.07,nan,nan,nan,nan,-1110.00081530044,-3702.350774762471,-282.71653903052686,3529.7601154917625,nan,nan,nan,nan,-935.5779576679827,2359.5228031328106,nan,nan,-546.53969,3083.14715,nan,nan,nan,nan,-1137.45593,-3674.51827,-320.31464,3518.26537,nan,nan,nan,nan,-852.46986,2313.74922,nan,nan,-554.44549,3091.98732
8,0.08,nan,nan,nan,nan,-1106.4185557653052,-3705.838957186447,-277.8969266827385,3531.091031273112,nan,nan,nan,nan,-939.9801450381882,2361.893614461787,nan,nan,-546.53969,3083.14715,nan,nan,nan,nan,-1138.48576,-3673.93914,-321.38301,3518.40913,nan,nan,nan,nan,-844.01463,2308.86574,nan,nan,-555.48072,3093.05224
9,0.09,nan,nan,nan,nan,-1102.7891818384073,-3709.2780915104813,-273.0624311349646,3532.366826240399,nan,nan,nan,nan,-944.3806896762998,2364.26747353258,nan,nan,-546.53969,3083.14715,nan,nan,nan,nan,-1139.50051,-3672.77954,-322.25236,3518.54345,nan,nan,nan,nan,-835.38263,2303.91055,nan,nan,-556.46464,3094.08663
