,Time,0_X,0_Y,1_X,1_Y,2_X,2_Y,3_X,3_Y,4_X,4_Y,5_X,5_Y,6_X,6_Y,7_X,7_Y,8_X,8_Y,1_person_X,1_person_Y,10_person_X,10_person_Y,2_person_X,2_person_Y,3_person_X,3_person_Y,4_person_X,4_person_Y,5_person_X,5_person_Y,6_person_X,6_person_Y,7_person_X,7_person_Y,8_person_X,8_person_Y
0,0.0,500.55023,3243.55694,-674.10194,3037.90772,nan,nan,nan,nan,-946.2317,-3179.44105,153.84131,-2925.40454,nan,nan,nan,nan,nan,nan,500.55023,3243.55694,-674.10194,3037.90772,nan,nan,nan,nan,-946.2317,-3179.44105,153.84131,-2925.40454,nan,nan,nan,nan,nan,nan
1,0.01,500.55023,3243.55694,-674.10194,3037.90772,nan,nan,nan,nan,-946.2317,-3179.44105,153.84131,-2925.40454,nan,nan,nan,nan,nan,nan,502.14813,3243.08871,-674.00104,3037.71433,nan,nan,nan,nan,-946.22388,-3180.44919,153.19698,-2924.96207,nan,nan,nan,nan,nan,nan
2,0.02,499.50279877126684,3248.445997968676,-676.4846542492329,3042.30347622692,nan,nan,nan,nan,-951.2254544826748,-3179.1912177227305,157.92844150710658,-2928.284705975012,nan,nan,nan,nan,nan,nan,503.89867,3242.6492,-673.34858,3036.89647,nan,nan,nan,nan,-945.76071,-3181.49499,150.48591,-2923.53453,nan,nan,nan,nan,nan,nan
3,0.03,496.7194054406738,3252.599637525403,-679.0639535751197,3046.586841141036,nan,nan,nan,nan,-956.0392648372953,-3177.8394670542457,162.11553561057715,-2931.0175145977814,nan,nan,nan,nan,nan,nan,505.7165,3242.56889,-673.37087,3037.128,nan,nan,nan,nan,-946.08242,-3182.48076,149.68581,-2922.95821,nan,nan,nan,nan,nan,nan
4,0.04,493.2133582721067,3256.1644142718183,-681.7359907727673,3050.812976161878,nan,nan,nan,nan,-960.8826317294563,-3176.597775809242,166.269705940317,-2933.8001156959463,nan,nan,nan,nan,nan,nan,507.90492,3242.32017,-673.14107,3037.01377,nan,nan,nan,nan,-947.64992,-3183.7705,148.89126,-2922.55773,nan,nan,nan,nan,nan,nan
5,0.05,489.38496954104147,3259.380536117124,-684.4784378325475,3054.993763662374,nan,nan,nan,nan,-965.713175284562,-3175.3070980949283,170.4368060487349,-2936.563316138626,nan,nan,nan,nan,nan,nan,509.92025,3241.90169,-673.0214,3036.89624,nan,nan,nan,nan,-948.53637,-3185.39982,148.17857,-2922.18999,nan,nan,nan,nan,nan,nan
6,0.06,485.43503873052674,3262.446159478228,-687.2379581938303,3059.1633016914207,nan,nan,nan,nan,-970.5469667613318,-3174.0286380998136,174.60589431336135,-2939.323515957797,nan,nan,nan,nan,nan,nan,511.93374,3241.52554,-673.01422,3036.70938,nan,nan,nan,nan,-949.73226,-3186.8961,147.44485,-2921.7153,nan,nan,nan,nan,nan,nan
7,0.07,481.39176112353573,3265.387571756846,-689.9814801904035,3063.343383874144,nan,nan,nan,nan,-975.3837792648363,-3172.7616555403674,178.76485370330514,-2942.098954084075,nan,nan,nan,nan,nan,nan,513.92823,3241.14544,-672.97892,3036.53195,nan,nan,nan,nan,-951.24741,-3188.27342,146.66482,-2921.27753,nan,nan,nan,nan,nan,nan
8,0.08,477.28089882984904,3268.2337641611543,-692.7283919355614,3067.5212392886256,nan,nan,nan,nan,-980.218327091416,-3171.486058694764,182.92590766781655,-2944.8712509484862,nan,nan,nan,nan,nan,nan,516.01959,3240.67576,-672.85639,3036.42397,nan,nan,nan,nan,-952.7843,-3189.92105,145.85781,-2920.71134,nan,nan,nan,nan,nan,nan
9,0.09,473.1180477337024,3271.003361740463,-695.4997076045139,3071.682946806342,nan,nan,nan,nan,-985.048626637126,-3170.194468086748,187.07636908727528,-2947.6593811473085,nan,nan,nan,nan,nan,nan,518.08678,3240.13439,-672.76153,3036.32006,nan,nan,nan,nan,-954.85081,-3191.60445,145.16466,-2920.20387,nan,nan,nan,nan,nan,nan
10,0.1,468.91854758635486,3273.717067419498,-698.2815833029209,3075.837602941164,nan,nan,nan,nan,-989.879313088086,-3168.9043252991037,191.21964236163,-2950.4581820644903,nan,nan,nan,nan,nan,nan,520.10081,3239.37194,-672.70417,3036.18152,nan,nan,nan,nan,-956.4059,-3193.28362,144.54787,-2919.64377,nan,nan,nan,nan,nan,nan
11,0.11,464.7024342461303,3276.4048896424847,-701.0655093481791,3079.9908854712276,nan,nan,nan,nan,-994.7098136396226,-3167.613486648612,195.34938547430582,-2953.2769090507923,nan,nan,nan,nan,nan,nan,522.11885,3238.42639,-672.56449,3036.04979,nan,nan,nan,nan,-959.78623,-3195.33751,143.97627,-2919.0537,nan,nan,nan,nan,nan,nan
12,0.12,460.4760817500033,3279.076582846893,-703.8647254145916,3084.13387828,nan,nan,nan,nan,-999.5372767344993,-3166.3113345578013,199.4657108673066,-2956.1151946704817,nan,nan,nan,nan,nan,nan,524.28608,3237.43234,-672.49944,3035.94381,nan,nan,nan,nan,-962.36276,-3197.07063,143.3745,-2918.42343,nan,nan,nan,nan,nan,nan
13,0.13,456.2336638190819,3281.72269132906,-706.6679256285767,3088.2741764045695,nan,nan,nan,nan,-1004.3666191500985,-3165.0161697679405,203.5703801234272,-2958.970311182615,nan,nan,nan,nan,nan,nan,526.40315,3236.34303,-672.41514,3035.83729,nan,nan,nan,nan,-965.54263,-3198.90948,142.58327,-2917.53795,nan,nan,nan,nan,nan,nan
