,Time,0_X,0_Y,1_X,1_Y,2_X,2_Y,3_X,3_Y,4_X,4_Y,5_X,5_Y,6_X,6_Y,1_person_X,1_person_Y,10_person_X,10_person_Y,2_person_X,2_person_Y,4_person_X,4_person_Y,5_person_X,5_person_Y,6_person_X,6_person_Y,8_person_X,8_person_Y
0,0.0,-763.31514,-3503.99571,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-763.31514,-3503.99571,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,0.01,-763.31514,-3503.99571,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-765.4137,-3501.5699,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,0.02,-759.9919823180146,-3507.7315663972217,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-765.15093,-3502.05579,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,0.03,-756.5540823736268,-3511.362109603462,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-764.78427,-3502.65117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,0.04,-753.0367298169923,-3514.9157318389193,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-764.54431,-3503.13104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,0.05,-749.4594413615797,-3518.40901214642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-764.32178,-3503.71638,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6,0.06,-745.8133248330197,-3521.830391146204,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-764.11811,-3504.23066,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7,0.07,-742.1254280289083,-3525.206693437502,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-763.62981,-3504.67732,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8,0.08,-738.4493616556405,-3528.595872692031,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-763.16235,-3505.03717,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9,0.09,-734.777872352949,-3531.9900097399745,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-762.73947,-3505.3162,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,0.1,-731.1102044593588,-3535.388275801119,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-762.36292,-3505.52621,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
11,0.11,-727.4464938426606,-3538.790807875486,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-761.86331,-3505.68491,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
12,0.12,-723.8013694967531,-3542.2132439235183,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-761.43408,-3505.79299,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
13,0.13,-720.1658547598477,-3545.6458861416563,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-761.07037,-3505.86063,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
14,0.14,-716.5373495259412,-3549.085936979582,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-760.75578,-3505.89653,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
15,0.15,-712.9148250520647,-3552.5322852551003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-760.49168,-3505.91021,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,0.16,-709.2964680293486,-3555.9830087236155,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-760.27061,-3505.90275,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
17,0.17,-705.6813872076153,-3559.4371642864608,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-760.08483,-3505.88518,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
18,0.18,-702.0684472275764,-3562.8935590412066,8954.07311,445.64801,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-759.92433,-3505.85385,8954.07311,445.64801,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
19,0.19,-702.0684472275764,-3562.8935590412066,8954.07311,445.64801,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-759.78417,-3505.81361,8945.98933,439.09933,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20,0.2,-700.1514302297426,-3567.5114639590256,8957.930550437537,448.82922883416654,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-759.66047,-3505.76588,8937.14875,432.87208,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
21,0.21,-697.6304956176622,-3571.8294367104004,8961.89033751977,451.8821104668844,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-759.55389,-3505.71454,8928.33469,426.151,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
22,0.22,-695.1496824392971,-3576.17058471226,8965.832208582513,454.95809039606183,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-759.4541,-3505.6564,8919.02186,419.44959,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
23,0.23,-692.6426341958663,-3580.496634770351,8969.79773589266,458.00351206678044,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-759.36627,-3505.59501,8908.16363,412.41322,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
