,Time,0_X,0_Y,1_X,1_Y,2_X,2_Y,3_X,3_Y,4_X,4_Y,5_X,5_Y,6_X,6_Y,7_X,7_Y,8_X,8_Y,1_person_X,1_person_Y,10_person_X,10_person_Y,2_person_X,2_person_Y,3_person_X,3_person_Y,4_person_X,4_person_Y,5_person_X,5_person_Y,6_person_X,6_person_Y,7_person_X,7_person_Y,8_person_X,8_person_Y
0,0.0,nan,nan,nan,nan,nan,nan,-724.17927,-3749.86581,nan,nan,nan,nan,-717.44628,2865.17317,nan,nan,185.4287,2971.29963,nan,nan,nan,nan,nan,nan,-724.17927,-3749.86581,nan,nan,nan,nan,-717.44628,2865.17317,nan,nan,185.4287,2971.29963
1,0.01,nan,nan,nan,nan,nan,nan,-724.17927,-3749.86581,nan,nan,nan,nan,-717.44628,2865.17317,nan,nan,185.4287,2971.29963,nan,nan,nan,nan,nan,nan,-724.11034,-3749.98214,nan,nan,nan,nan,-717.02085,2864.57622,nan,nan,184.10437,2971.05433
2,0.02,nan,nan,nan,nan,nan,nan,-729.1750737785651,-3749.661006176611,nan,nan,nan,nan,-720.2991018901747,2869.2794343927226,nan,nan,190.35578819883276,2972.1503954676364,nan,nan,nan,nan,nan,nan,-724.07301,-3750.1097,nan,nan,nan,nan,-717.63593,2862.92067,nan,nan,183.50937,2970.26999
3,0.03,nan,nan,nan,nan,nan,nan,-734.1537220291532,-3749.199420218293,nan,nan,nan,nan,-722.106452632835,2873.941352806102,nan,nan,195.1830177981268,2973.453412887205,nan,nan,nan,nan,nan,nan,-724.19526,-3750.46538,nan,nan,nan,nan,-717.7474,2861.16806,nan,nan,181.42247,2969.56332
4,0.04,nan,nan,nan,nan,nan,nan,-739.0937614680731,-3748.4274031576556,nan,nan,nan,nan,-723.5384868341579,2878.7318932814806,nan,nan,200.00927366864582,2974.7600322932603,nan,nan,nan,nan,nan,nan,-724.43551,-3749.98126,nan,nan,nan,nan,-717.09261,2862.56133,nan,nan,180.96909,2969.692
5,0.05,nan,nan,nan,nan,nan,nan,-744.0631817565835,-3747.8752600637554,nan,nan,nan,nan,-725.4710950997869,2883.343294943841,nan,nan,204.86844182828008,2975.9383721408412,nan,nan,nan,nan,nan,nan,-724.53055,-3749.99477,nan,nan,nan,nan,-716.84942,2862.32966,nan,nan,180.25416,2969.31654
6,0.06,nan,nan,nan,nan,nan,nan,-749.0238670114156,-3747.2494791096738,nan,nan,nan,nan,-727.3300602778022,2887.984873174026,nan,nan,209.7122487406632,2977.1783457677984,nan,nan,nan,nan,nan,nan,-724.68126,-3749.96766,nan,nan,nan,nan,-716.75457,2861.96232,nan,nan,179.31266,2968.87741
7,0.07,nan,nan,nan,nan,nan,nan,-753.9820825249933,-3746.604421809182,nan,nan,nan,nan,-729.1328819314214,2892.648544912607,nan,nan,214.55062802493418,2978.4393318508055,nan,nan,nan,nan,nan,nan,-724.78383,-3750.06331,nan,nan,nan,nan,-716.62974,2861.83364,nan,nan,178.24751,2968.43734
8,0.08,nan,nan,nan,nan,nan,nan,-758.9339044076266,-3745.91199127644,nan,nan,nan,nan,-730.9412760204874,2897.3100587030654,nan,nan,219.38762148143752,2979.7056234056,nan,nan,nan,nan,nan,nan,-724.9317,-3750.03929,nan,nan,nan,nan,-716.66667,2861.41921,nan,nan,177.36849,2968.02034
9,0.09,nan,nan,nan,nan,nan,nan,-763.8854102670866,-3745.2173044954134,nan,nan,nan,nan,-732.6937291558385,2901.9928898988696,nan,nan,224.22168883534755,2980.983039867785,nan,nan,nan,nan,nan,nan,-725.10423,-3750.12193,nan,nan,nan,nan,-716.66192,2861.20752,nan,nan,176.43601,2967.59592
