,Time,0_X,0_Y,1_X,1_Y,2_X,2_Y,3_X,3_Y,4_X,4_Y,5_X,5_Y,6_X,6_Y,1_person_X,1_person_Y,10_person_X,10_person_Y,2_person_X,2_person_Y,4_person_X,4_person_Y,5_person_X,5_person_Y,6_person_X,6_person_Y,8_person_X,8_person_Y
0,0.0,-45.5587,3367.63048,nan,nan,-1399.73339,-3829.15208,nan,nan,nan,nan,nan,nan,nan,nan,-45.5587,3367.63048,nan,nan,-1399.73339,-3829.15208,nan,nan,nan,nan,nan,nan,nan,nan
1,0.01,-45.5587,3367.63048,nan,nan,-1399.73339,-3829.15208,nan,nan,nan,nan,nan,nan,nan,nan,-45.45311,3367.7322,nan,nan,-1399.13211,-3831.12667,nan,nan,nan,nan,nan,nan,nan,nan
2,0.02,-50.520432052423075,3368.2479061412973,nan,nan,-1404.6171645787658,-3828.080284374052,nan,nan,nan,nan,nan,nan,nan,nan,-45.28161,3367.89602,nan,nan,-1400.04155,-3832.38915,nan,nan,nan,nan,nan,nan,nan,nan
3,0.03,-55.50728183267509,3368.6102999453287,nan,nan,-1409.2627520712979,-3826.2313612146886,nan,nan,nan,nan,nan,nan,nan,nan,-45.01331,3368.15511,nan,nan,-1400.85156,-3832.85764,nan,nan,nan,nan,nan,nan,nan,nan
4,0.04,-60.50506497801818,3368.7591744969636,nan,nan,-1413.898389500235,-3824.3576308105385,nan,nan,nan,nan,nan,nan,nan,nan,-44.57395,3368.66444,nan,nan,-1402.3895066666666,-3832.9498033333334,nan,nan,nan,nan,nan,nan,nan,nan
5,0.05,-65.502555599752,3368.917564792381,nan,nan,-1418.5269560968877,-3822.4665011850634,nan,nan,nan,nan,nan,nan,nan,nan,-44.03527,3369.27994,nan,nan,-1403.9274533333335,-3833.0419666666667,nan,nan,nan,nan,nan,nan,nan,nan
6,0.06,-70.50019830366716,3369.0710815797484,nan,nan,-1423.149772350159,-3820.5613581750795,nan,nan,nan,nan,nan,nan,nan,nan,-43.39487,3369.90871,nan,nan,-1405.4654,-3833.13413,nan,nan,nan,nan,nan,nan,nan,nan
7,0.07,-75.49799444506549,3369.2195192064605,nan,nan,-1427.765436897746,-3818.638953227065,nan,nan,nan,nan,nan,nan,nan,nan,-42.70511,3370.58423,nan,nan,-1405.67719,-3834.90926,nan,nan,nan,nan,nan,nan,nan,nan
8,0.08,-80.49760634180302,3369.157222481021,nan,nan,-1432.3772329277322,-3816.7072862325226,nan,nan,nan,nan,nan,nan,nan,nan,-42.00241,3371.2924,nan,nan,-1405.83137,-3836.75257,nan,nan,nan,nan,nan,nan,nan,nan
9,0.09,-85.4970018734917,3369.0794772706786,nan,nan,-1436.9864972184907,-3814.7695858692214,501.4162,3125.5076,nan,nan,nan,nan,nan,nan,-41.30105,3372.01169,nan,nan,-1405.83691,-3838.7571,501.4162,3125.5076,nan,nan,nan,nan,nan,nan
10,0.1,-85.4970018734917,3369.0794772706786,nan,nan,-1436.9864972184907,-3814.7695858692214,501.4162,3125.5076,nan,nan,nan,nan,nan,nan,-40.64844,3372.6397,nan,nan,-1405.89297,-3840.68765,499.84641,3129.17398,nan,nan,nan,nan,nan,nan
11,0.11,-90.4664177599143,3369.6316599829856,nan,nan,-1441.8175447155795,-3813.4807957075295,506.2027678946437,3124.0623430021046,nan,nan,nan,nan,nan,nan,-40.01327,3373.27562,nan,nan,-1405.86482,-3842.5445,498.64638,3131.78042,nan,nan,nan,nan,nan,nan
12,0.12,-95.46522840832846,3369.5226090714755,nan,nan,-1446.4265817007363,-3811.542554734519,510.72336060451175,3121.925934438302,nan,nan,nan,nan,nan,nan,-39.37981,3374.00817,nan,nan,-1403.95782,-3844.22341,497.91993,3132.96162,nan,nan,nan,nan,nan,nan
13,0.13,-100.45186766126895,3369.157329779655,nan,nan,-1451.0301845665729,-3809.591442063846,515.3338737174888,3119.991207368386,nan,nan,nan,nan,nan,nan,-38.79097,3374.72289,nan,nan,-1403.67476,-3845.92995,497.25096,3134.06408,nan,nan,nan,nan,nan,nan
14,0.14,-105.44930022815338,3368.997118233745,nan,nan,-1455.6337876228285,-3807.640329842462,519.8559134835184,3117.857863431172,nan,nan,nan,nan,nan,nan,-38.23532,3375.41011,nan,nan,-1401.4193,-3847.21108,496.60128,3135.07548,nan,nan,nan,nan,nan,nan
15,0.15,-110.43135584875317,3368.573890407096,nan,nan,-1460.2340815698371,-3805.68142821116,524.4729791546912,3115.9388260193227,nan,nan,nan,nan,nan,nan,-37.71621,3376.07233,nan,nan,-1402.38003,-3849.58261,495.94546,3135.90179,nan,nan,nan,nan,nan,nan
16,0.16,-115.43130419372277,3368.551162722747,nan,nan,-1464.8352339939113,-3803.724543858308,528.9338215468416,3113.6803120936643,nan,nan,nan,nan,nan,nan,-37.21694,3376.71641,nan,nan,-1401.88766,-3851.50107,495.26967,3136.65845,nan,nan,nan,nan,nan,nan
17,0.17,-120.42682642163514,3368.339602635695,nan,nan,-1469.4335034769554,-3801.760894765088,533.4625330412996,3111.561167879609,nan,nan,nan,nan,nan,nan,-36.7755,3377.23275,nan,nan,-1401.4397,-3853.24215,494.62126,3137.25846,nan,nan,nan,nan,nan,nan
18,0.18,-125.42236364705792,3368.128396979011,nan,nan,-1474.0299522075527,-3799.792987483992,537.9828527525823,3109.424181752422,nan,nan,nan,nan,nan,nan,-36.33738,3377.73184,nan,nan,-1401.26123,-3854.7976,494.07765,3137.68773,nan,nan,nan,nan,nan,nan
19,0.19,-130.41910314306574,3367.947857761567,nan,nan,-1478.6234878899124,-3797.818290055299,542.4822576949102,3107.243504067629,nan,nan,nan,nan,nan,nan,-35.91198,3378.21338,nan,nan,-1401.37766,-3856.00303,493.59082,3138.02816,nan,nan,nan,nan,nan,nan
20,0.2,-135.41704053999146,3367.8042549189367,nan,nan,-1483.2146410643986,-3795.838059632241,546.955518553097,3105.009687312697,nan,nan,nan,nan,nan,nan,-35.48421,3378.67693,nan,nan,-1397.24987,-3856.04415,493.34362,3138.16962,nan,nan,nan,nan,nan,nan
21,0.21,-140.3824997952022,3367.217557053897,nan,nan,-1487.799303767899,-3793.8428483915113,551.637043467591,3103.253747542952,nan,nan,nan,nan,nan,nan,-35.04888,3379.12161,nan,nan,-1397.25002,-3856.99431,493.21209,3137.9497,nan,nan,nan,nan,nan,nan
22,0.22,-145.37961504830204,3367.0477361269272,nan,nan,-1492.381796555408,-3791.842658437425,556.1091560765122,3101.0176328739053,nan,nan,nan,nan,nan,nan,-34.6002,3379.54169,nan,nan,-1397.17054,-3857.9255,493.27622,3137.86974,nan,nan,nan,nan,nan,nan
23,0.23,-150.37601860024455,3366.8581271974535,nan,nan,-1496.9601406545166,-3789.832990477249,560.5809770415741,3098.7809350274288,nan,nan,nan,nan,nan,nan,-34.13584,3379.94628,nan,nan,-1397.07163,-3858.78573,493.50681,3137.77536,nan,nan,nan,nan,nan,nan
