,Time,0_X,0_Y,1_X,1_Y,2_X,2_Y,3_X,3_Y,4_X,4_Y,5_X,5_Y,6_X,6_Y,1_person_X,1_person_Y,10_person_X,10_person_Y,3_person_X,3_person_Y,4_person_X,4_person_Y,5_person_X,5_person_Y,6_person_X,6_person_Y,8_person_X,8_person_Y
0,0.0,-737.45874,-3217.06461,nan,nan,743.96393,3594.40375,-214.10587,2847.06494,nan,nan,nan,nan,-1288.16696,-2853.97869,-737.45874,-3217.06461,nan,nan,743.96393,3594.40375,-214.10587,2847.06494,nan,nan,nan,nan,-1288.16696,-2853.97869
1,0.01,-737.45874,-3217.06461,nan,nan,743.96393,3594.40375,-214.10587,2847.06494,nan,nan,nan,nan,-1288.16696,-2853.97869,-739.69994,-3213.36822,nan,nan,743.88265,3594.32542,-214.27485,2845.58128,nan,nan,nan,nan,-1285.48497,-2848.51535
2,0.02,-734.8031065485364,-3221.3010720819107,nan,nan,747.5835903150623,3597.8531063462715,-217.15923327113248,2851.0243557062,nan,nan,nan,nan,-1290.3669862901186,-2858.468665982429,-741.8521,-3209.58093,nan,nan,743.3342,3593.48049,-212.63495,2842.63658,nan,nan,nan,nan,-1282.97781,-2844.36582
3,0.03,-732.1652147448409,-3225.548603933704,nan,nan,751.0853129199841,3601.422131254868,-219.8034499243271,2855.267953035232,nan,nan,nan,nan,-1292.7141210180976,-2862.8835225563976,-744.07386,-3205.80225,nan,nan,743.45508,3593.53776,-213.89394,2841.78024,nan,nan,nan,nan,-1280.90235,-2839.83338
4,0.04,-729.5161621790095,-3229.789184142055,nan,nan,754.5776952562778,3605.0002963736324,-221.70453719388567,2859.8924386491703,nan,nan,nan,nan,-1294.9740655923474,-2867.343640326291,-746.23827,-3202.04969,nan,nan,743.46209,3593.56267,-214.21227,2840.75095,nan,nan,nan,nan,-1279.08927,-2835.4321
5,0.05,-726.869519622724,-3234.031268910098,nan,nan,758.0847073246642,3608.564123859944,-223.49978702490836,2864.5590303437816,nan,nan,nan,nan,-1297.1687387668026,-2871.8362353066254,-748.32322,-3198.18999,nan,nan,743.42598,3593.51537,-214.44124,2839.3257,nan,nan,nan,nan,-1277.51741,-2831.0097
6,0.06,-724.2432539969814,-3238.285999085214,nan,nan,761.5945288743321,3612.125184472948,-225.1848675217295,2869.266524764302,nan,nan,nan,nan,-1299.2936135854068,-2876.362260826357,-750.30856,-3194.32271,nan,nan,743.12627,3593.67523,-214.74816,2838.27164,nan,nan,nan,nan,-1276.16154,-2826.59449
7,0.07,-721.6379346048356,-3242.5535874984644,nan,nan,765.1835168419925,3615.6064436371,-226.79572622727912,2873.9999309618256,nan,nan,nan,nan,-1301.3517602789577,-2880.9190175883346,-752.28761,-3190.40327,nan,nan,743.02121,3593.32861,-214.97937,2836.5487,nan,nan,nan,nan,-1274.87138,-2822.19647
8,0.08,-719.0476134828891,-3246.8302961026598,nan,nan,768.7210410453458,3619.1399861245604,-228.3176889578036,2878.7626643626045,nan,nan,nan,nan,-1303.3611398973717,-2885.497488244471,-754.34254,-3186.2582,nan,nan,742.99355,3593.27815,-215.2114,2835.19977,nan,nan,nan,nan,-1273.69393,-2817.70997
9,0.09,-716.4724105477852,-3251.1161250590035,nan,nan,772.2665188447908,3622.6655480902114,-229.79377521065845,2883.539815121596,nan,nan,nan,nan,-1305.3182508678858,-2890.0985442807623,-756.24696,-3182.08371,nan,nan,742.81635,3593.54214,-215.5759,2833.86938,nan,nan,nan,nan,-1272.59,-2813.13514
10,0.1,-713.9214677409698,-3255.416437930918,nan,nan,775.8641242243386,3626.1379011156178,-231.2047387379076,2888.3366038312197,nan,nan,nan,nan,-1307.2272813739232,-2894.719756516423,-757.92686,-3178.25889,nan,nan,742.82961,3593.46781,-215.92611,2832.64447,nan,nan,nan,nan,-1271.53293,-2808.39285
11,0.11,-711.3873590635659,-3259.7266923562515,nan,nan,779.4388196192981,3629.6338348726067,-232.5718218355461,2893.1460823688735,nan,nan,nan,nan,-1309.0897968831803,-2899.3599112528273,-759.50424,-3174.44125,nan,nan,742.43543,3593.18246,-216.2241,2831.42329,nan,nan,nan,nan,-1270.48659,-2803.53293
12,0.12,-708.8735320568605,-3264.048806859635,nan,nan,783.026385873914,3633.1165591466115,-233.9053995272036,2897.9649588499956,nan,nan,nan,nan,-1310.9116750991345,-2904.0161715297268,-761.03809,-3170.43301,nan,nan,742.75654,3593.2574,-216.5634,2830.1757,nan,nan,nan,nan,-1269.45265,-2798.54888
13,0.13,-706.3841892592294,-3268.385069355827,nan,nan,786.5926832049969,3636.6210595883736,-235.2003305869736,2902.794363942804,nan,nan,nan,nan,-1312.6955808980142,-2908.6871114887417,-762.47347,-3166.47744,nan,nan,742.85668,3593.20434,-216.95347,2828.94978,nan,nan,nan,nan,-1268.50259,-2793.38239
14,0.14,-703.9164668425313,-3272.733672128457,nan,nan,790.1566610642161,3640.12791884118,-236.45733350603805,2907.6337795750333,nan,nan,nan,nan,-1314.4375218208052,-2913.373863223313,-763.8536,-3162.53723,nan,nan,742.80678,3593.2525,-217.50584,2827.79957,nan,nan,nan,nan,-1267.66159,-2788.07631
15,0.15,-701.4686716738429,-3277.0935229071124,nan,nan,793.7342730375613,3643.6208678199337,-237.6665162944369,2912.485364572149,nan,nan,nan,nan,-1316.1363740493675,-2918.0764052066993,-765.03997,-3158.61931,nan,nan,742.86883,3593.27422,-217.99437,2826.54621,nan,nan,nan,nan,-1266.88774,-2782.59014
16,0.16,-699.0473976463792,-3281.4681579871994,nan,nan,797.3084002191061,3647.117382497458,-238.84237846584764,2917.345132895212,nan,nan,nan,nan,-1317.8556873138068,-2922.7715049818607,-766.14995,-3154.7744,nan,nan,742.90374,3593.26685,-218.5689,2825.33877,nan,nan,nan,nan,-1266.14831,-2776.9442
