,Time,0_X,0_Y,1_X,1_Y,2_X,2_Y,3_X,3_Y,4_X,4_Y,5_X,5_Y,6_X,6_Y,7_X,7_Y,8_X,8_Y,1_person_X,1_person_Y,10_person_X,10_person_Y,2_person_X,2_person_Y,3_person_X,3_person_Y,4_person_X,4_person_Y,5_person_X,5_person_Y,6_person_X,6_person_Y,7_person_X,7_person_Y,8_person_X,8_person_Y
0,0.0,nan,nan,nan,nan,nan,nan,-65.55381,3170.20501,nan,nan,nan,nan,nan,nan,nan,nan,44.19123,2622.90491,nan,nan,nan,nan,nan,nan,-65.55381,3170.20501,nan,nan,nan,nan,nan,nan,nan,nan,44.19123,2622.90491
1,0.01,nan,nan,nan,nan,nan,nan,-65.55381,3170.20501,nan,nan,nan,nan,nan,nan,nan,nan,44.19123,2622.90491,nan,nan,nan,nan,nan,nan,-64.93508,3169.73532,nan,nan,nan,nan,nan,nan,nan,nan,44.43307,2622.47627
2,0.02,nan,nan,nan,nan,nan,nan,-69.58195603417911,3173.167110526202,nan,nan,nan,nan,nan,nan,nan,nan,39.308513421062955,2621.8283047753366,nan,nan,nan,nan,nan,nan,-64.0067,3169.37153,nan,nan,nan,nan,nan,nan,nan,nan,44.91956,2621.89263
3,0.03,nan,nan,nan,nan,nan,nan,-73.76517945717126,3175.905840486116,nan,nan,nan,nan,nan,nan,nan,nan,34.460733345821666,2620.6039566458844,nan,nan,nan,nan,nan,nan,-63.80193,3169.25524,nan,nan,nan,nan,nan,nan,nan,nan,44.94104,2621.84113
4,0.04,nan,nan,nan,nan,nan,nan,-77.97451545711232,3178.6042641814615,nan,nan,nan,nan,nan,nan,nan,nan,29.604530449783887,2619.413455309256,nan,nan,nan,nan,nan,nan,-63.20242,3168.83116,nan,nan,nan,nan,nan,nan,nan,nan,45.21548,2621.37489
5,0.05,nan,nan,nan,nan,nan,nan,-82.19133544989721,3181.2909776288634,nan,nan,nan,nan,nan,nan,nan,nan,24.7378114793121,2618.266700556726,nan,nan,nan,nan,nan,nan,-62.86723,3168.42251,nan,nan,nan,nan,nan,nan,nan,nan,45.35792,2620.96499
6,0.06,nan,nan,nan,nan,nan,nan,-86.38989791416944,3184.00613383682,nan,nan,nan,nan,nan,nan,nan,nan,19.86188905727576,2617.1597314811493,nan,nan,nan,nan,nan,nan,-62.52537,3168.02812,nan,nan,nan,nan,nan,nan,nan,nan,45.53235,2620.53681
7,0.07,nan,nan,nan,nan,nan,nan,-90.58261986173824,3186.730300254346,nan,nan,nan,nan,nan,nan,nan,nan,14.976598607776955,2616.0948665958067,nan,nan,nan,nan,nan,nan,-62.29141,3167.61854,nan,nan,nan,nan,nan,nan,nan,nan,45.63075,2620.10093
8,0.08,nan,nan,nan,nan,nan,nan,-94.76098661887374,3189.4764341263312,nan,nan,nan,nan,nan,nan,nan,nan,10.082701165573248,2615.07028481518,nan,nan,nan,nan,nan,nan,-62.05835,3167.25083,nan,nan,nan,nan,nan,nan,nan,nan,45.81431,2619.60708
9,0.09,nan,nan,nan,nan,nan,nan,-98.93453203667806,3192.229889890553,nan,nan,nan,nan,nan,nan,nan,nan,5.1801893533149705,2614.0877483371455,nan,nan,nan,nan,nan,nan,-61.89382,3166.7963,nan,nan,nan,nan,nan,nan,nan,nan,45.95695,2619.0367
10,0.1,nan,nan,nan,nan,nan,nan,-103.09094993550775,3195.009132638189,nan,nan,nan,nan,nan,nan,nan,nan,0.26998421282596485,2613.144410922264,nan,nan,nan,nan,nan,nan,-61.62603,3166.35143,nan,nan,nan,nan,nan,nan,nan,nan,46.11549,2618.45903
11,0.11,nan,nan,nan,nan,nan,nan,-107.243046755804,3197.7948268056966,nan,nan,nan,nan,nan,nan,nan,nan,-4.648153441601355,2612.2433437704353,nan,nan,nan,nan,nan,nan,-61.38551,3165.98857,nan,nan,nan,nan,nan,nan,nan,nan,46.21855,2617.84252
12,0.12,nan,nan,nan,nan,nan,nan,-111.39401959379047,3200.582195546696,nan,nan,nan,nan,nan,nan,nan,nan,-9.573934784326124,2611.3850441935597,nan,nan,nan,nan,nan,nan,-61.23731,3165.58872,nan,nan,nan,nan,nan,nan,nan,nan,46.24666,2617.23258
13,0.13,nan,nan,nan,nan,nan,nan,-115.53519836872198,3203.3840946087707,nan,nan,nan,nan,nan,nan,nan,nan,-14.50654015845349,2610.5668729259573,nan,nan,nan,nan,nan,nan,-61.10738,3165.22293,nan,nan,nan,nan,nan,nan,nan,nan,46.14152,2616.59078
14,0.14,nan,nan,nan,nan,nan,nan,-119.67137184154451,3206.1933772579036,nan,nan,nan,nan,nan,nan,nan,nan,-19.445893800555123,2609.7904802429307,nan,nan,nan,nan,nan,nan,-60.94411,3164.86907,nan,nan,nan,nan,nan,nan,nan,nan,45.9331,2615.91247
15,0.15,nan,nan,nan,nan,nan,nan,-123.80476179733613,3209.0067537832483,nan,nan,nan,nan,nan,nan,nan,nan,-24.391741426452846,2609.056592471264,nan,nan,nan,nan,nan,nan,-60.86802,3164.46409,nan,nan,nan,nan,nan,nan,nan,nan,45.60646,2615.22012
16,0.16,nan,nan,nan,nan,nan,nan,-127.92851816933016,3211.834232056275,nan,nan,nan,nan,-6811.30245,2419.49445,nan,nan,-29.343340750138545,2608.36257219946,nan,nan,nan,nan,nan,nan,-60.73337,3164.09332,nan,nan,nan,nan,-6811.30245,2419.49445,nan,nan,45.14548,2614.53489
17,0.17,nan,nan,nan,nan,nan,nan,-132.0391914826992,3208.9877667199753,nan,nan,nan,nan,-6811.30245,2419.49445,nan,nan,-34.30075521414668,2607.7113872548834,nan,nan,nan,nan,nan,nan,-60.70972,3163.73305,nan,nan,nan,nan,-6808.50283,2424.35156,nan,nan,44.44968,2613.85931
18,0.18,nan,nan,nan,nan,nan,nan,-131.44740834308627,3213.9526224797805,nan,nan,nan,nan,-6813.725525165614,2415.1208122987514,nan,nan,-35.247137066600324,2602.8017679835602,nan,nan,nan,nan,nan,nan,-60.62594,3163.30863,nan,nan,nan,nan,-6806.04025,2429.05129,nan,nan,43.68773,2613.13607
19,0.19,nan,nan,nan,nan,nan,nan,-132.29496611475489,3218.880263479659,nan,nan,nan,nan,-6816.047791771761,2410.692824289511,nan,nan,-36.74563549738008,2598.0316000145103,nan,nan,nan,nan,nan,nan,-60.50661,3162.83101,nan,nan,nan,nan,-6804.53043,2433.73502,nan,nan,42.59808,2612.19132
20,0.2,nan,nan,nan,nan,nan,nan,-133.17399408843255,3223.8023880028186,nan,nan,nan,nan,-6818.122937648445,2406.143783776339,nan,nan,-38.227986637543225,2593.256389537761,nan,nan,nan,nan,nan,nan,-60.32288,3162.35026,nan,nan,nan,nan,-6802.96718,2438.0743,nan,nan,41.64031,2611.46828
21,0.21,nan,nan,nan,nan,nan,nan,-134.11746086979062,3228.712568287948,nan,nan,nan,nan,-6820.133381445145,2401.565780309727,nan,nan,-39.67963370230408,2588.4717557169374,nan,nan,nan,nan,nan,nan,-60.16171,3161.81151,nan,nan,nan,nan,-6801.02073,2442.10136,nan,nan,40.55962,2610.75308
22,0.22,nan,nan,nan,nan,nan,nan,-135.12547937858386,3233.609904164313,nan,nan,nan,nan,-6822.17642780601,2397.002233271802,nan,nan,-41.11548880348885,2583.6823590818276,nan,nan,nan,nan,nan,nan,-59.82428,3161.26293,nan,nan,nan,nan,-6799.69137,2446.0308,nan,nan,39.38815,2610.02991
23,0.23,nan,nan,nan,nan,nan,nan,-136.14621268565344,3238.5046057400823,nan,nan,nan,nan,-6824.142762503045,2392.4051115789125,nan,nan,-42.53291380529976,2578.887475729311,nan,nan,nan,nan,nan,nan,-59.42538,3160.6336,nan,nan,nan,nan,-6798.0488,2449.65904,nan,nan,38.06741,2609.33878
24,0.24,nan,nan,nan,nan,nan,nan,-137.22745842584064,3243.3862968045933,nan,nan,nan,nan,-6826.123390084332,2387.8141297248594,nan,nan,-43.93193356344165,2574.087189934035,nan,nan,nan,nan,nan,nan,-58.84134,3160.02692,nan,nan,nan,nan,-6796.69967,2453.03346,nan,nan,36.61379,2608.63793
25,0.25,nan,nan,nan,nan,nan,nan,-138.35032095977073,3248.258583714238,nan,nan,nan,nan,-6828.079498640347,2383.21264742922,nan,nan,-45.299331258092536,2569.277800830972,nan,nan,nan,nan,nan,nan,-58.20553,3159.3938,nan,nan,nan,nan,-6795.71406,2456.59398,nan,nan,35.05697,2607.88647
26,0.26,nan,nan,nan,nan,nan,nan,-139.4444882529295,3253.1373948332075,nan,nan,nan,nan,-6829.977903476465,2378.5870599986115,nan,nan,-46.69963046456668,2564.477888109646,nan,nan,nan,nan,nan,nan,-57.2755,3158.80442,nan,nan,nan,nan,-6793.62976,2459.16258,nan,nan,33.49,2607.05976
