,Time,0_X,0_Y,1_X,1_Y,2_X,2_Y,3_X,3_Y,4_X,4_Y,5_X,5_Y,6_X,6_Y,7_X,7_Y,8_X,8_Y,1_person_X,1_person_Y,10_person_X,10_person_Y,2_person_X,2_person_Y,3_person_X,3_person_Y,4_person_X,4_person_Y,5_person_X,5_person_Y,6_person_X,6_person_Y,7_person_X,7_person_Y,8_person_X,8_person_Y
0,0.0,-1888.6587,-3231.76183,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,nan,nan,nan,nan,-502.39943,3181.80625,-551.26954,-3414.33914,-1888.6587,-3231.76183,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,nan,nan,nan,nan,-502.39943,3181.80625,-551.26954,-3414.33914
1,0.01,-1888.6587,-3231.76183,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,nan,nan,nan,nan,-502.39943,3181.80625,-551.26954,-3414.33914,-1885.50641,-3235.35174,nan,nan,nan,nan,nan,nan,-664.10912,2442.10978,nan,nan,nan,nan,-497.16491,3183.31746,-551.51016,-3414.27644
2,0.02,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7579.20296,-2414.60972,nan,nan,-506.857151855246,3184.0709168322874,-546.4117181902717,-3415.5230180616804,-1882.77545,-3239.05857,nan,nan,nan,nan,nan,nan,-665.0805,2442.701285,-7579.20296,-2414.60972,nan,nan,-491.58354,3183.29354,-550.30319,-3414.09001
3,0.03,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7579.20296,-2414.60972,nan,nan,-511.82671629133705,3184.6217610167346,-541.6972656780383,-3417.1885322495204,-1879.56918,-3242.68227,nan,nan,nan,nan,nan,nan,-666.05188,2443.29279,-7579.29755,-2414.60722,nan,nan,-486.80128,3183.6071,-549.21137,-3413.90138
4,0.04,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7579.20296,-2414.60972,nan,nan,-515.4548044921535,3188.062251680448,-537.1234897344405,-3419.2085752237576,-1876.3678,-3246.5221,nan,nan,nan,nan,nan,nan,-665.59086,2444.60134,-7579.24511,-2414.415,nan,nan,-481.77285,3184.55402,-548.41404,-3413.2695
5,0.05,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7580.187640277758,-2419.5118016752267,nan,nan,-519.1810409669755,3191.396192551805,-532.7387994835664,-3421.611592369741,-1873.03197,-3250.03062,nan,nan,nan,nan,nan,nan,-664.88592,2445.25695,-7576.2514,-2413.9201,nan,nan,-476.73595,3185.09466,-547.24902,-3412.94051
6,0.06,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7583.119972797757,-2423.5616690794955,nan,nan,-523.0526979322492,3194.560093995158,-528.4881893052391,-3424.24452098858,-1869.67154,-3253.35189,nan,nan,nan,nan,nan,nan,-665.3456,2446.75295,-7576.95555,-2414.03758,nan,nan,-471.61066,3185.51163,-546.0267,-3412.64298
7,0.07,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7585.771815138208,-2427.8005052642748,nan,nan,-526.7780883678777,3197.8949802154248,-524.3561241508952,-3427.0598429169318,-1866.04768,-3257.32987,nan,nan,nan,nan,nan,nan,-665.28756,2447.5683,-7576.53932,-2413.70957,nan,nan,-466.59379,3186.09759,-544.80262,-3412.14072
8,0.08,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7588.531493947143,-2431.969938423772,nan,nan,-530.5413106836454,3201.1871159662874,-520.3633489478341,-3430.069451891171,-1862.6749,-3260.55774,nan,nan,nan,nan,nan,nan,-665.52642,2448.68456,-7576.643295,-2413.6579549999997,nan,nan,-461.35104,3186.33582,-543.60095,-3411.91023
9,0.09,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7591.249938030748,-2436.1663728345916,nan,nan,-534.3030608879405,3204.4809337208826,-516.447375776336,-3433.178334989666,-1859.25257,-3263.73297,nan,nan,nan,nan,nan,nan,-663.72687,2450.51479,-7576.74727,-2413.60634,nan,nan,-456.21867,3186.67302,-542.29901,-3412.0107
10,0.1,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7593.947392033824,-2440.376330304839,nan,nan,-538.0721009952242,3207.766407304658,-512.581520520566,-3436.3493227129843,-1855.94111,-3266.72342,nan,nan,nan,nan,nan,nan,-663.40645,2450.78417,-7577.32992,-2413.53306,nan,nan,-451.21801,3187.18601,-541.01808,-3411.47365
11,0.11,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7596.530385497396,-2444.6574685608575,nan,nan,-541.8232976388831,3211.0722390820783,-508.8471332464705,-3439.6741312318427,-1852.66852,-3269.46116,nan,nan,nan,nan,nan,nan,-665.99777,2452.40836,-7577.09998,-2413.5284,nan,nan,-446.15254,3187.35572,-539.71295,-3411.5701
12,0.12,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7599.195943842006,-2448.887692988885,nan,nan,-545.6261543460964,3214.318510922883,-505.1478311300873,-3443.0379332253797,-1849.53985,-3272.02173,nan,nan,nan,nan,nan,nan,-663.34709,2453.27509,-7577.17226,-2413.34718,nan,nan,-440.83883,3187.37481,-538.49488,-3410.96966
13,0.13,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7601.82444584281,-2453.1410419319855,nan,nan,-549.4120720512864,3217.58452181226,-501.5624034032627,-3446.5228590518095,-1846.64603,-3274.38234,nan,nan,nan,nan,nan,nan,-662.96651,2454.26215,-7577.41365,-2413.41089,nan,nan,-436.06895,3187.95305,-537.17779,-3410.7124
14,0.14,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7604.434036333636,-2457.4060199471915,nan,nan,-553.2102490945623,3220.836267673783,-498.0428858339815,-3450.0743370651894,-1843.88783,-3276.5197,nan,nan,nan,nan,nan,nan,-665.36091,2454.85507,-7577.265295,-2413.2173000000003,nan,nan,-431.31102,3188.31691,-535.88535,-3410.68737
15,0.15,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7607.059490147974,-2461.661251112331,nan,nan,-557.0201395112857,3224.0742817275755,-494.57088867146945,-3453.6722858841013,-1841.2797,-3278.54236,nan,nan,nan,nan,nan,nan,-663.94532,2455.8573,-7577.11694,-2413.02371,nan,nan,-426.72507,3188.8963,-534.48648,-3410.42056
16,0.16,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7609.688453898522,-2465.9143146667943,nan,nan,-560.837007832438,3227.3040675128846,-491.1814767661669,-3457.348137749478,-1838.88999,-3280.39033,nan,nan,nan,nan,nan,nan,-663.61498,2456.87604,-7577.63575,-2413.13134,nan,nan,-422.29935,3189.66646,-533.12664,-3410.09746
17,0.17,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7612.266078550073,-2470.198687567899,nan,nan,-564.6461708337756,3230.542937258527,-487.8618117891381,-3461.087098091644,-1836.60272,-3282.17095,nan,nan,nan,nan,nan,nan,-663.39508,2457.8032,-7577.21325,-2413.03826,nan,nan,-417.85479,3190.06808,-531.84537,-3409.53594
18,0.18,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7614.9016230714,-2474.447676280064,nan,nan,-568.496877187713,3233.7323040570855,-484.61757152711635,-3464.891688098764,-1834.43015,-3283.7935,nan,nan,nan,nan,nan,nan,-663.62252,2458.73775,-7576.80474,-2412.62745,nan,nan,-413.69558,3190.85456,-530.47674,-3409.21665
19,0.19,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7617.5387084079475,-2478.6957088750146,nan,nan,-572.3356152181925,3236.9360659604345,-481.43301096132194,-3468.7463701871843,-1832.41466,-3285.31136,nan,nan,nan,nan,nan,nan,-663.24927,2459.60885,-7576.823983333333,-2412.5143366666666,nan,nan,-409.40278,3191.30923,-529.09623,-3408.92154
20,0.2,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7620.161469035902,-2482.9526005448192,nan,nan,-576.1792746039742,3240.133921886847,-478.3086748821376,-3472.6500254056054,-1830.6324,-3286.66022,nan,nan,nan,nan,nan,nan,-662.851,2460.40613,-7576.843226666667,-2412.4012233333333,nan,nan,-405.28435,3191.91596,-527.68654,-3408.66561
21,0.21,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7622.780024678532,-2487.21208013116,nan,nan,-580.0306179512497,3243.322519450259,-475.2428782131724,-3476.599821702196,-1828.99583,-3288.02348,nan,nan,nan,nan,nan,nan,-662.34668,2461.11772,-7576.86247,-2412.28811,nan,nan,-401.16854,3192.54757,-526.24443,-3408.37315
22,0.22,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7625.395161861117,-2491.4736593591288,nan,nan,-583.8900224036363,3246.501355286363,-472.238046438551,-3480.596193307318,-1827.4026,-3289.36272,nan,nan,nan,nan,nan,nan,-661.82248,2461.80508,-7577.47235,-2412.55884,nan,nan,-397.1718,3193.13262,-524.70635,-3408.37885
23,0.23,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7627.979730345549,-2495.7538469425513,nan,nan,-587.7520944342327,3249.6769496607258,-469.2823718631373,-3484.629056781855,-1825.95744,-3290.591,nan,nan,nan,nan,nan,nan,-661.64448,2462.88588,-7577.17342,-2412.24732,nan,nan,-393.30585,3193.76914,-522.98364,-3408.11021
24,0.24,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7630.5873015245115,-2500.020059847065,nan,nan,-591.6315560342819,3252.831276481736,-466.4040272098848,-3488.717471151399,-1824.53376,-3291.79377,nan,nan,nan,nan,nan,nan,-661.08184,2463.55386,-7576.94297,-2412.1292,nan,nan,-389.48107,3194.31538,-521.21513,-3407.36968
25,0.25,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7633.203379865813,-2504.2810613856914,nan,nan,-595.5275070805887,3255.9652141717324,-463.6142753987553,-3492.8668427703674,-1823.18745,-3292.85993,nan,nan,nan,nan,nan,nan,-660.37764,2464.08777,-7576.94748,-2411.96599,nan,nan,-385.82273,3195.05119,-519.24816,-3406.86924
26,0.26,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7635.808109337674,-2508.549009883321,nan,nan,-599.4184013347628,3259.105427843258,-460.90273855191117,-3497.0677436175915,-1821.82451,-3293.95677,nan,nan,nan,nan,nan,nan,-659.62322,2464.57199,-7576.7328099999995,-2411.8424750000004,nan,nan,-382.0126,3195.38994,-517.1309,-3406.30692
27,0.27,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7638.424628472223,-2512.8097407617665,nan,nan,-603.3314010505592,3262.2180526558845,-458.27821883705013,-3501.3235509753445,-1820.57993,-3295.00235,nan,nan,nan,nan,nan,nan,-658.66862,2464.89675,-7576.51814,-2411.71896,nan,nan,-378.55142,3196.15167,-515.01285,-3405.58575
28,0.28,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7641.046074443843,-2517.0674421390213,nan,nan,-607.2528277492423,3265.320054049639,-455.73921406656603,-3505.6309231180157,-1819.37242,-3295.92575,nan,nan,nan,nan,nan,nan,-657.73638,2465.31507,-7576.73451,-2411.62444,nan,nan,-375.05158,3196.62627,-512.77237,-3404.8747
29,0.29,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7643.648133092778,-2521.3370194936906,nan,nan,-611.1661546173395,3268.432267542224,-453.28825523011426,-3509.9889961763774,-1818.20064,-3296.82337,nan,nan,nan,nan,nan,nan,-656.52509,2465.62747,-7577.39931,-2411.90484,nan,nan,-370.98153,3196.46227,-511.92862,-3401.91303
30,0.3,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7646.229522991433,-2525.619124839326,nan,nan,-615.0926145099593,3271.527895541782,-450.90511614434354,-3514.384522094612,-1817.73033,-3297.75141,nan,nan,nan,nan,nan,nan,-655.42706,2465.93866,-7577.43083,-2411.93925,nan,nan,-369.18525,3198.40378,-509.62246,-3401.2944
31,0.31,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7648.823269263142,-2529.89375701976,nan,nan,-619.0372538198333,3274.600324664642,-448.6083994853137,-3518.8258161164185,-1816.62187,-3298.59587,nan,nan,nan,nan,nan,nan,-654.24297,2466.33323,-7576.75788,-2411.43731,nan,nan,-364.05942,3196.22453,-507.59024,-3400.49229
32,0.32,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7651.437050306795,-2534.1561681514836,nan,nan,-623.0037112149647,3277.6445348631346,-446.3784375792173,-3523.300999900059,-1815.56316,-3299.39547,nan,nan,nan,nan,nan,nan,-653.01844,2466.62152,-7577.3012,-2411.65762,nan,nan,-362.39592,3198.63926,-505.51008,-3399.63276
33,0.33,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7654.02192131179,-2538.436173044885,nan,nan,-626.9574422412403,3280.7052555253094,-444.22245642573716,-3527.8122907647494,-1814.50613,-3300.22733,nan,nan,nan,nan,nan,nan,-651.6641,2466.9957,-7577.290933333334,-2411.573765,nan,nan,-357.67495,3196.58269,-503.5368,-3398.85343
34,0.34,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7656.6141128325835,-2542.711748224849,nan,nan,-630.9398226079,3283.7286057556403,-442.1285591345573,-3532.3527306260394,-1813.46261,-3300.97445,nan,nan,nan,nan,nan,nan,-650.31091,2467.3599,-7577.280666666667,-2411.48991,nan,nan,-354.3037,3196.5562,-500.57149,-3397.77858
35,0.35000000000000003,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7659.205804470745,-2546.987626433204,nan,nan,-634.9312191431869,3286.74004290393,-440.16199121418316,-3536.949752554914,-1812.53058,-3301.73528,nan,nan,nan,nan,nan,nan,-648.8405,2467.708,-7577.270399999999,-2411.406055,nan,nan,-351.57892,3196.85026,-498.70061,-3396.93371
36,0.36,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7661.796770452849,-2551.263944391398,nan,nan,-638.9331598834889,3289.7374535049507,-438.22539867022016,-3541.5594824080254,-1811.52848,-3302.50003,nan,nan,nan,nan,nan,nan,-647.32734,2468.02127,-7577.260133333333,-2411.3222,nan,nan,-348.67143,3196.91889,-496.87024,-3396.10248
37,0.37,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7664.387028760015,-2555.540691040682,nan,nan,-642.9478820174356,3292.7177229872623,-436.3442991675686,-3546.192134419684,-1810.63784,-3303.23365,nan,nan,nan,nan,nan,nan,-645.88009,2468.49499,-7577.249866666667,-2411.2383449999998,nan,nan,-345.92706,3196.93816,-495.12537,-3395.2963
38,0.38,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7666.976603614113,-2559.8178515561435,nan,nan,-646.9751369318627,3295.6810349610887,-434.514189310655,-3550.845165465317,-1809.62321,-3303.88295,nan,nan,nan,nan,nan,nan,-644.15324,2468.80094,-7577.2396,-2411.15449,nan,nan,-342.98022,3196.69189,-493.45045,-3394.4288
39,0.39,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7669.565518159699,-2564.09541178081,nan,nan,-651.0166103755165,3298.6249256527144,-432.73355094468207,-3555.5173519994387,-1808.70251,-3304.61381,nan,nan,nan,nan,nan,nan,-641.83066,2468.43591,-7577.236920645161,-2411.1611312903224,nan,nan,-340.75089,3196.94517,-492.89125,-3394.4688
40,0.4,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7672.155710874086,-2568.372198156389,nan,nan,-655.074094127246,3301.546710313577,-430.9293474304178,-3560.1804893209332,-1807.78305,-3305.23708,nan,nan,nan,nan,nan,nan,-639.90075,2468.73998,-7577.234241290323,-2411.167772580645,nan,nan,-338.22992,3196.932,-491.25042,-3393.64233
41,0.41000000000000003,-1893.5309067036083,-3230.6386194955467,nan,nan,nan,nan,nan,nan,-663.65271,2440.90279,-7674.746271867584,-2572.648761465749,nan,nan,-659.1462238778666,3304.4480478144737,-429.20416978730003,-3564.87343744548,-1806.87023,-3305.8348,nan,nan,nan,nan,nan,nan,-638.14658,2469.25429,-7577.231561935484,-2411.174413870968,nan,nan,-335.36473,3196.51346,-489.70921,-3392.90264
