,Time,0_X,0_Y,1_X,1_Y,2_X,2_Y,3_X,3_Y,4_X,4_Y,1_person_X,1_person_Y,10_person_X,10_person_Y,3_person_X,3_person_Y,6_person_X,6_person_Y,8_person_X,8_person_Y
0,0.0,nan,nan,nan,nan,6221.76286,-2072.87073,-67.8898,3092.9308,-3683.3664,3211.69518,nan,nan,nan,nan,6221.76286,-2072.87073,-67.8898,3092.9308,-3683.3664,3211.69518
1,0.01,nan,nan,nan,nan,6221.76286,-2072.87073,-67.8898,3092.9308,-3683.3664,3211.69518,nan,nan,nan,nan,6223.04827,-2072.12935,-66.43164,3096.20737,-3682.3418,3214.68705
2,0.02,nan,nan,nan,nan,6218.826420248182,-2076.9176203597635,-67.8898,3092.9308,-3685.2070505101556,3207.0463085563633,nan,nan,nan,nan,6224.37554,-2071.53426,-62.10969,3097.21475,-3681.2453,3217.51877
3,0.03,nan,nan,nan,nan,6215.520593764005,-2080.668821668213,-67.8898,3092.9308,-3686.9255103971427,3202.3508963681934,nan,nan,nan,nan,6225.64989,-2071.00283,-59.06351,3099.05257,-3680.23645,3220.24764
4,0.04,nan,nan,nan,nan,6212.216713856203,-2084.42173754188,-67.8898,3092.9308,-3688.592190148746,3197.636855786527,nan,nan,nan,nan,6227.07718,-2070.56641,-55.95072,3101.04282,-3679.26018,3222.81744
5,0.05,nan,nan,nan,nan,6208.917281241716,-2088.1785639182863,-67.8898,3092.9308,-3690.24539145864,3192.9180714696754,nan,nan,nan,nan,6228.23289,-2070.1797,-53.53715,3103.4086,-3678.32591,3225.26657
6,0.06,nan,nan,nan,nan,6205.62000242936,-2091.937280778278,-67.8898,3092.9308,-3691.8902932262877,3188.1963876413374,nan,nan,nan,nan,6229.39669,-2069.90849,-50.34818,3104.97334,-3677.41016,3227.59233
7,0.07,nan,nan,nan,nan,6202.3245317400915,-2095.697583018281,-67.8898,3092.9308,-3693.5333104931246,3183.4740477276,nan,nan,nan,nan,6230.51528,-2069.72048,-47.36121,3106.80035,-3676.38733,3229.86661
8,0.08,nan,nan,nan,nan,6199.022378783659,-2099.452018508781,-67.8898,3092.9308,-3695.1924264265454,3178.7573397316064,nan,nan,nan,nan,6231.55746,-2069.62088,-44.23642,3108.5514,-3675.44341,3231.94099
9,0.09,nan,nan,nan,nan,6195.72857243409,-2103.2137786993744,-67.8898,3092.9308,-3696.8570840351767,3174.042584695974,nan,nan,nan,nan,6232.62565,-2069.62412,-41.27536,3109.72629,-3674.59962,3233.9083
10,0.1,nan,nan,nan,nan,6192.438477719602,-2106.978785574494,-67.8898,3092.9308,-3698.5184237232675,3169.3266595014043,nan,nan,nan,nan,6233.77436,-2069.689,-38.03016,3112.3303,-3673.65855,3235.74168
11,0.11,nan,nan,nan,nan,6189.146983958658,-2110.742569418137,-67.8898,3092.9308,-3700.1960132492914,3164.6164903555905,nan,nan,nan,nan,6234.9351,-2069.81903,-35.1567,3113.86867,-3672.98413,3237.45988
12,0.12,nan,nan,nan,nan,6185.865246542296,-2114.514863087782,-67.8898,3092.9308,-3701.8583874474634,3159.9009297287666,nan,nan,nan,nan,6236.11216,-2069.98651,-32.27358,3115.27849,-3671.93382,3239.0577
13,0.13,nan,nan,nan,nan,6182.5719381211065,-2118.2770592074603,-67.8898,3092.9308,-3703.5561083930274,3155.1979792090406,nan,nan,nan,nan,6237.25881,-2070.22201,-29.69782,3116.65085,-3671.00464,3240.57515
14,0.14,nan,nan,nan,nan,6179.28141891816,-2122.041695096234,-67.8898,3092.9308,-3705.2616320536126,3150.497852716787,nan,nan,nan,nan,6238.33335,-2070.39205,-27.06868,3117.87648,-3670.20555,3241.99745
15,0.15,nan,nan,nan,nan,6175.994611699188,-2125.809572257888,-67.8898,3092.9308,-3706.9688574223624,3145.798344067971,nan,nan,nan,nan,6239.44035,-2070.5655,-24.59684,3119.05542,-3669.46895,3243.31199
16,0.16,nan,nan,nan,nan,6172.70999810088,-2129.5793618421762,-67.8898,3092.9308,-3708.6792658625113,3141.099992977656,nan,nan,nan,nan,6240.44527,-2070.72431,-22.20152,3120.37505,-3668.72131,3244.55415
17,0.17,nan,nan,nan,nan,6169.422973358316,-2133.347049241865,-67.8898,3092.9308,-3710.396221250979,3136.404030435853,nan,nan,nan,nan,6241.33169,-2070.85622,-20.00539,3122.17491,-3667.94073,3245.71601
18,0.18,nan,nan,nan,nan,6166.133225247184,-2137.112358972193,-67.8898,3092.9308,-3712.122437777498,3131.7114643464333,nan,nan,nan,nan,6242.28575,-2070.98597,-17.94505,3123.26538,-3667.3874,3246.77232
19,0.19,nan,nan,nan,nan,6162.850758432065,-2140.884017971578,-67.8898,3092.9308,-3713.8427760783525,3127.016740059469,nan,nan,nan,nan,6243.2269,-2071.17691,-16.05881,3124.2328,-3666.64336,3247.71475
20,0.2,nan,nan,nan,nan,6159.562408918109,-2144.6505491972644,-67.8898,3092.9308,-3715.577843692241,3122.327439431952,nan,nan,nan,nan,6244.24468,-2071.36309,-14.26274,3125.11867,-3666.00997,3248.60418
21,0.21,nan,nan,nan,nan,6156.274221458242,-2148.417221897244,-67.8898,3092.9308,-3717.314800871962,3117.63883838731,nan,nan,nan,nan,6245.41363,-2071.62856,-12.58997,3125.80853,-3665.32805,3249.37189
22,0.22,nan,nan,nan,nan,6152.985126304735,-2152.18310201631,-67.8898,3092.9308,-3719.061318082623,3112.953790080957,nan,nan,nan,nan,6246.78889,-2071.93671,-11.08085,3126.30456,-3664.3034,3249.19492
23,0.23,nan,nan,nan,nan,6149.736040990113,-2155.9835552285344,-67.8898,3092.9308,-3720.85548458039,3108.2867817695983,nan,nan,nan,nan,6248.16806,-2072.31273,-9.66597,3126.83544,-3663.62968,3249.76805
24,0.24,nan,nan,nan,nan,6146.445546854145,-2159.748213027214,-67.8898,3092.9308,-3722.640738379139,3103.6163568559473,nan,nan,nan,nan,6249.80078,-2072.7391,-8.49251,3127.044,-3663.07054,3250.22411
