,Time,0_X,0_Y,1_X,1_Y,2_X,2_Y,3_X,3_Y,4_X,4_Y,5_X,5_Y,6_X,6_Y,1_person_X,1_person_Y,10_person_X,10_person_Y,2_person_X,2_person_Y,4_person_X,4_person_Y,5_person_X,5_person_Y,6_person_X,6_person_Y,7_person_X,7_person_Y
0,0.0,629.75962,3172.85586,-447.3311,3006.8791,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,629.75962,3172.85586,-447.3311,3006.8791,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,0.01,629.75962,3172.85586,-447.3311,3006.8791,-1682.61464,-3719.85213,-6695.0432,2200.69686,nan,nan,nan,nan,nan,nan,630.60213,3172.72316,-447.5621,3007.13456,-1682.61464,-3719.85213,-6695.0432,2200.69686,nan,nan,nan,nan,nan,nan
2,0.02,629.75962,3172.85586,-447.3311,3006.8791,-1682.61464,-3719.85213,-6695.0432,2200.69686,nan,nan,nan,nan,nan,nan,632.24627,3172.35653,-446.66078,3005.61611,-1683.17361,-3716.22506,-6692.01358,2204.49717,nan,nan,nan,nan,nan,nan
3,0.03,629.5410411244873,3177.851080042719,-447.3311,3006.8791,-1681.7951157758569,-3724.7845107685584,-6698.484392965346,2197.0694379160327,nan,nan,nan,nan,nan,nan,634.64254,3171.81823,-446.86371,3005.46878,-1683.30918,-3716.38187,-6690.87199,2208.73957,nan,nan,nan,nan,nan,nan
4,0.04,628.514405635699,3182.744547072664,-447.5135718319545,3011.875769293694,-1680.8152811377868,-3729.6875632955093,-6701.6422987125325,2193.192889026635,nan,nan,nan,nan,nan,nan,637.50218,3171.32328,-447.37016,3007.53493,-1683.83586,-3716.89288,-6688.39154,2212.56717,nan,nan,nan,nan,nan,nan
5,0.05,627.3997046149229,3187.6187076808383,-447.3264369341783,3016.8722661194743,-1679.4793725528953,-3734.5057941173786,-6704.844035104325,2189.3524614361872,nan,nan,nan,nan,nan,nan,640.83006,3170.55656,-447.11369,3005.92955,-1683.6476,-3716.23232,-6686.84083,2216.44055,nan,nan,nan,nan,nan,nan
6,0.06,626.3049444545362,3192.4973858000862,-447.3454090562045,3021.8722301252033,-1678.325910388283,-3739.370927726521,-6707.905386790039,2185.399218987719,nan,nan,nan,nan,nan,nan,644.08505,3169.74527,-447.14433,3005.27488,-1683.84155,-3716.27681,-6685.15842,2220.26036,nan,nan,nan,nan,nan,nan
7,0.07,625.1956047288567,3197.372769412996,-447.32603712533086,3026.8721925978916,-1677.0695151370364,-3744.210501155311,-6711.0386327617725,2181.5027116182123,nan,nan,nan,nan,nan,nan,647.12616,3168.90675,-447.32827,3005.113,-1683.98885,-3716.2602,-6682.85747,2223.55596,nan,nan,nan,nan,nan,nan
8,0.08,623.994379639067,3202.226330815066,-447.22490707528556,3031.871169764571,-1675.7765738035393,-3749.040439323459,-6714.157030037192,2177.5943106110667,nan,nan,nan,nan,nan,nan,649.91962,3168.05165,-447.77327,3005.38529,-1684.14151,-3716.25408,-6679.75556,2226.87345,nan,nan,nan,nan,nan,nan
9,0.09,622.7744158171323,3207.075216075945,-446.9851280307101,3036.8654170561836,-1674.4508535882185,-3753.861483391987,-6717.2690116851145,2173.6807993714,nan,nan,nan,nan,nan,nan,652.4624,3167.18791,-448.13951,3006.05644,-1684.31367,-3716.05527,-6677.41442,2230.21773,nan,nan,nan,nan,nan,nan
