,Time,0_X,0_Y,1_X,1_Y,2_X,2_Y,3_X,3_Y,4_X,4_Y,1_person_X,1_person_Y,10_person_X,10_person_Y,3_person_X,3_person_Y,6_person_X,6_person_Y,8_person_X,8_person_Y
0,0.0,nan,nan,6207.11624,-2010.95284,659.90136,-3550.84502,6086.44133,1523.25898,282.57949,3260.28506,nan,nan,6207.11624,-2010.95284,659.90136,-3550.84502,6086.44133,1523.25898,282.57949,3260.28506
1,0.01,nan,nan,6207.11624,-2010.95284,659.90136,-3550.84502,6086.44133,1523.25898,282.57949,3260.28506,nan,nan,6203.68987,-2010.1586,658.79625,-3551.22904,6084.42563,1523.7337,285.52551,3262.77165
2,0.02,nan,nan,6211.988153057293,-2012.077323509073,661.5526782284628,-3555.5644636227535,6091.350949438515,1522.3125990149047,277.59013474937944,3259.9589707743194,nan,nan,6200.06839,-2009.41623,657.6053,-3550.81141,6082.32181,1524.23217,288.80658,3264.83597
3,0.03,nan,nan,6216.87070568571,-2013.154672027768,664.2386909119161,-3559.7817300198794,6096.242017210233,1521.2745932093019,272.7101167771514,3258.8701987179497,nan,nan,6196.45323,-2008.6851,657.40143,-3551.52399,6080.13814,1524.77662,291.9359,3266.83904
4,0.04,nan,nan,6221.758132843441,-2014.2096866143388,666.9518462956,-3563.981585715494,6101.123129361639,1520.190737053995,267.86238738297976,3257.6456499353835,nan,nan,6192.90211,-2008.07251,656.69597,-3552.07895,6077.85808,1525.35717,295.01814,3268.83719
5,0.05,nan,nan,6226.653489313997,-2015.2272744612515,669.6493036538315,-3568.1915410359843,6105.998763413277,1519.0824985442366,262.99978651546064,3256.4815568105855,nan,nan,6189.19451,-2007.53582,656.47448,-3552.80885,6075.5569,1525.97766,298.24718,3270.17892
6,0.06,nan,nan,6231.557191237866,-2016.2038539213238,672.3554112682323,-3572.395941299908,6110.869249829744,1517.9518517970141,258.15523999654204,3255.244475961961,nan,nan,6185.57427,-2007.05025,655.64696,-3553.2878,6073.12486,1526.5916,301.49373,3271.6596
7,0.07,nan,nan,6236.466535396453,-2017.1516618831781,675.0540934524961,-3576.605111582557,6115.738319533419,1516.8151195414853,253.2925603123288,3254.0807121161833,nan,nan,6181.8836,-2006.63829,655.1832,-3553.77461,6070.65191,1527.25925,304.71089,3272.86658
8,0.08,nan,nan,6241.3821615966035,-2018.0663307087075,677.7549149075063,-3580.8129095183135,6120.6039454604,1515.6637358788018,248.44432750627456,3252.858157962659,nan,nan,6178.16746,-2006.20218,654.49077,-3554.15063,6068.12606,1527.91749,307.83225,3274.02774
9,0.09,nan,nan,6246.30136132427,-2018.9615815335187,680.4688288124461,-3585.0122751033246,6125.4681285843,1514.5062720404194,243.59041550178944,3251.6583503727866,nan,nan,6174.38808,-2005.96168,653.71917,-3554.37906,6065.43772,1528.58632,311.12614,3274.85043
