,Time,0_X,0_Y,1_X,1_Y,2_X,2_Y,3_X,3_Y,10_person_X,10_person_Y,3_person_X,3_person_Y,8_person_X,8_person_Y,9_person_X,9_person_Y
0,0.0,nan,nan,605.50993,-3183.70515,6381.89076,-2124.62547,113.74065,3347.83476,nan,nan,605.50993,-3183.70515,6381.89076,-2124.62547,113.74065,3347.83476
1,0.01,nan,nan,605.50993,-3183.70515,6381.89076,-2124.62547,113.74065,3347.83476,nan,nan,605.76215,-3184.07389,6381.53813,-2121.9893,114.10594,3347.57302
2,0.02,nan,nan,600.5135945097187,-3183.8965440138945,6382.6446382625445,-2129.5683100303127,109.6351982726938,3350.6887512604562,nan,nan,605.36883,-3184.05687,6381.12822,-2119.17307,114.89111,3346.84976
3,0.03,nan,nan,595.513596443182,-3183.8921468978456,6383.298536283433,-2134.5253673608545,105.55630502327804,3353.580572461684,nan,nan,605.42606,-3184.26169,6380.92552,-2116.21321,115.49116,3346.84128
4,0.04,nan,nan,590.5184481349878,-3183.6719347747808,6383.831274967435,-2139.496905301429,101.34378283590489,3356.274019476364,nan,nan,605.67518,-3184.54371,6380.77079,-2113.21106,116.00421,3346.99422
5,0.05,nan,nan,585.5315219064563,-3183.310594504144,6384.29523035101,-2144.475333306538,97.03846773562306,3358.816510752118,nan,nan,605.79294,-3184.741,6380.6211,-2110.1892,116.33153,3346.6178
6,0.06,nan,nan,580.5488490076281,-3182.8946969406957,6384.718555005134,-2149.457380700653,92.77333475747292,3361.4258479627324,nan,nan,606.20537,-3185.36893,6380.41979,-2107.13909,117.32258,3347.36549
7,0.07,nan,nan,575.58326225015,-3182.3090791865598,6385.122920019483,-2154.4410027705107,88.33063347572906,3363.7198412759726,nan,nan,606.2182,-3185.54156,6379.80473,-2104.12957,117.05934,3346.52531
8,0.08,nan,nan,570.6170366796576,-3181.728903710529,6385.580446170452,-2159.420025749086,84.03836962763785,3366.2843043890566,nan,nan,606.44759,-3185.76765,6379.38183,-2101.12417,117.97463,3347.20484
9,0.09,nan,nan,565.6543685970944,-3181.1190467581964,6386.027547448318,-2164.399995673426,79.59707238824724,3368.581014826047,nan,nan,606.66577,-3185.9937,6378.68907,-2098.09424,118.20564,3346.64192
10,0.1,nan,nan,560.7018085094869,-3180.4319160729283,6386.509644924369,-2169.3766996051045,75.22203779230917,3371.0015668879423,nan,nan,606.83883,-3186.34025,6377.76935,-2095.13284,118.72441,3346.43848
11,0.11,nan,nan,555.7575839719836,-3179.6871720076615,6387.036758869545,-2174.348837061853,70.82625397543134,3373.38423023707,nan,nan,606.99917,-3186.62908,6376.83807,-2092.22034,119.32315,3347.02055
12,0.12,nan,nan,550.8179998665877,-3178.9122469366257,6387.592829722448,-2179.3178193728045,66.36741719860397,3375.6467011424324,nan,nan,606.79701,-3186.70612,6375.74519,-2089.29856,119.8453,3346.85806
13,0.13,nan,nan,545.8791680319271,-3178.1325417943167,6388.188811268283,-2184.2821729054435,61.92104348302265,3377.9335681655425,nan,nan,606.92299,-3186.7797,6374.56808,-2086.40212,120.25922,3347.06222
14,0.14,nan,nan,540.9391957718129,-3177.3600949875377,6388.821585866995,-2189.241970916172,57.45220555265601,3380.176220067224,nan,nan,607.03382,-3187.22501,6373.30269,-2083.49657,120.95804,3347.57901
15,0.15,nan,nan,536.0068822768562,-3176.5401659738613,6389.490961423372,-2194.19696197212,52.94536590217325,3382.341490573382,nan,nan,607.10174,-3187.3321,6372.04896,-2080.65669,122.01848,3348.09708
16,0.16,nan,nan,531.0775476691102,-3175.702514301101,6390.1898626624425,-2199.1478747221113,48.405744734529904,3384.437162220918,nan,nan,606.95202,-3187.39754,6370.73255,-2077.83126,121.93604,3347.94767
17,0.17,nan,nan,526.1295051015754,-3174.9835742828354,6390.92030616673,-2204.094232198785,43.89246880519955,3386.5889847939306,nan,nan,607.00787,-3187.62827,6369.35192,-2074.96222,122.6585,3348.17844
18,0.18,nan,nan,521.2015175419046,-3174.138033856995,6391.681371560244,-2209.035970705302,39.35052904224117,3388.6796266067854,nan,nan,607.27559,-3187.90587,6367.833,-2072.06766,123.46026,3348.78583
19,0.19,nan,nan,516.2764180168169,-3173.2758304772865,6392.477541098777,-2213.9721751242773,34.77875351533126,3390.704192864419,nan,nan,607.1319,-3187.96164,6366.30564,-2069.18874,123.89814,3348.88637
20,0.2,nan,nan,511.3437510031622,-3172.458030909909,6393.302726139247,-2218.9036119989605,30.20996835390128,3392.73549839257,nan,nan,607.00455,-3187.97214,6364.62072,-2066.25107,124.70549,3349.52773
21,0.21,nan,nan,506.4211262950173,-3171.5818083452823,6394.162940530737,-2223.829059308665,25.6109145958591,3394.6973099356696,nan,nan,607.00019,-3188.19484,6362.69968,-2063.15998,125.09023,3349.77749
22,0.22,nan,nan,501.4893136222148,-3170.758872284349,6395.063242161331,-2228.74733715502,21.011066737881524,3396.657258833845,nan,nan,607.19039,-3188.39151,6360.93495,-2060.07172,125.92736,3350.10136
23,0.23,nan,nan,496.5705442103861,-3169.861260189255,6395.987005984273,-2233.6612623070164,16.395035487352047,3398.578783097063,nan,nan,607.08401,-3188.44042,6358.97547,-2056.93352,126.52313,3350.31333
24,0.24,nan,nan,491.6467052276364,-3168.9918870403976,6396.945572730698,-2238.5685171192968,11.772984375073197,3400.485781659066,nan,nan,607.1266,-3188.71032,6356.89115,-2053.72624,127.25973,3351.01104
25,0.25,nan,nan,486.72732802389925,-3168.0976119555658,6397.937717989736,-2243.4690933899988,7.128535270597452,3402.337562562935,nan,nan,607.1415,-3188.87354,6354.81528,-2050.42253,128.03098,3351.53033
26,0.26,nan,nan,481.8104946962838,-3167.189454464571,6398.957166841954,-2248.364062648095,2.4731916941545817,3404.1617818987806,nan,nan,607.22471,-3189.1926,6352.61314,-2047.13573,128.56916,3351.92904
27,0.27,nan,nan,476.88886224366485,-3166.3076755799702,6400.008515662756,-2253.2522796703843,-2.1889639226181004,3405.968520674862,nan,nan,607.22904,-3189.51535,6350.2637,-2043.76991,130.02871,3353.25949
28,0.28,nan,nan,471.9846270617744,-3165.3337775972695,6401.092510254872,-2258.133361079689,-6.888175053796596,3407.6765648032756,nan,nan,607.27158,-3189.77322,6347.70058,-2040.42371,130.5637,3353.6622
29,0.29,nan,nan,467.0657027476312,-3164.4370147569766,6402.213508379768,-2263.0060772836127,-11.583136232094096,3409.396256500726,nan,nan,607.344,-3190.2204,6344.90938,-2037.11122,131.23342,3353.93225
30,0.3,nan,nan,462.1521223891803,-3163.511418699808,6403.37441687897,-2267.8694394392087,-16.28404168851862,3411.0996319407736,nan,nan,607.4324,-3190.55095,6342.01349,-2033.87491,132.70338,3355.30732
31,0.31,nan,nan,457.2559599604172,-3162.4977158482934,6404.573258058763,-2272.7235902223665,-21.017774810904612,3412.709529678528,nan,nan,607.48939,-3191.06714,6338.89788,-2030.66528,133.17323,3355.51695
32,0.32,nan,nan,452.3398557202402,-3161.585619855695,6405.81383948734,-2277.5672415020385,-25.7437108668055,3414.342174280251,nan,nan,607.50761,-3191.3628,6335.80798,-2027.56449,134.27403,3356.13637
33,0.33,nan,nan,447.44307162950724,-3160.574924269109,6407.090199426276,-2282.4015879218023,-30.48510595985494,3415.9293644300465,nan,nan,607.46663,-3191.86162,6332.64988,-2024.56021,135.18458,3356.93823
34,0.34,nan,nan,442.54195769384506,-3159.585438448262,6408.403533984839,-2287.2260207731624,-35.2383494332376,3417.4807110975407,nan,nan,607.54552,-3192.31658,6329.36168,-2021.55523,136.48985,3358.27517
35,0.35000000000000003,nan,nan,437.6536207351972,-3158.5346474230255,6409.754575872502,-2292.040030101963,-40.01198498310814,3418.9681261831884,nan,nan,607.571,-3192.87591,6326.08462,-2018.58413,137.73579,3359.37587
36,0.36,nan,nan,432.76576422140863,-3157.4816238237577,6411.139350981719,-2296.8444445196515,-44.79649832049598,3420.420170302476,nan,nan,607.69703,-3193.309,6322.84848,-2015.70294,138.07314,3359.5985
37,0.37,nan,nan,427.85372202635995,-3156.547899306536,6412.555775911732,-2301.6396233919813,-49.57675028020383,3421.8861823084667,nan,nan,607.83587,-3193.84071,6319.63433,-2012.90632,139.13811,3360.37049
38,0.38,nan,nan,422.9643925966714,-3155.501735969393,6414.002629787857,-2306.4257088342965,-54.37099227264646,3423.3057751084975,nan,nan,607.894,-3194.31853,6316.22163,-2010.1293,140.18132,3361.34594
39,0.39,nan,nan,418.07593481501164,-3154.451507176734,6415.484180306273,-2311.2011677715486,-59.176338307294095,3424.6873139198583,nan,nan,607.9368,-3194.77487,6312.79292,-2007.45797,141.70755,3362.75721
40,0.4,nan,nan,413.2041402745561,-3153.3265103075883,6416.997507816109,-2315.966651991224,-63.997868247207194,3426.0112659728125,nan,nan,608.07014,-3195.20228,6309.29512,-2004.83702,142.08179,3363.0753
41,0.41000000000000003,nan,nan,408.2998995864507,-3152.3526400528153,6418.542691825561,-2320.7219023923,-68.81519683596646,3427.350424390597,nan,nan,608.1525,-3195.62353,6305.86973,-2002.33683,143.43272,3364.28335
42,0.42,nan,nan,403.42679562244217,-3151.2333287663696,6420.116430932682,-2325.4677790471146,-73.64903844917265,3428.6286948073853,nan,nan,608.18426,-3196.06396,6302.41624,-1999.91482,144.66196,3365.22694
43,0.43,nan,nan,398.5524451071239,-3150.119458462512,6421.719175681798,-2330.2039388067915,-78.48962469679462,3429.8811822441817,nan,nan,608.30942,-3196.42893,6298.944,-1997.59814,145.46539,3366.24423
44,0.44,nan,nan,393.6662293823502,-3149.058847369333,6423.350393954867,-2334.930367368148,-83.33744973987534,3431.105352310667,nan,nan,608.39887,-3196.86047,6295.51447,-1995.43664,146.54374,3367.09043
45,0.45,nan,nan,388.7913105823434,-3147.9474668344396,6425.008588326939,-2339.6473994249004,-88.1916318877177,3432.304066486594,nan,nan,608.31079,-3197.02639,6292.01521,-1993.43266,147.61358,3367.66629
46,0.46,nan,nan,383.9187557633263,-3146.8257674381334,6426.695494398789,-2344.3542399687,-93.04987016027418,3433.4862343626028,nan,nan,608.33386,-3197.32435,6288.52958,-1991.61877,148.99924,3369.30476
47,0.47000000000000003,nan,nan,379.0570960295747,-3145.6577500439057,6428.409929957626,-2349.0511230537463,-97.92292876831479,3434.605743095307,nan,nan,608.30215,-3197.50006,6284.82401,-1989.8901,150.18767,3370.13059
