,Type,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16
0,People,"[-7129.98653, -2302.70742, -291.5535600000003, 305.1287599999996]","[-7253.15656, -2187.38491, -492.6801200000009, 461.29003999999986]","[-7479.94029, -2076.86625, -907.1349199999968, 442.0746400000007]","[-7491.27391, -1965.20261, -45.33448000000135, 446.65455999999995]","[-7476.5388, -1880.68883, 58.94043999999849, 338.05512]","[-7453.610416261682, -1731.903203364486, 91.71353495327276, 595.1425065420563]","[-7540.007617196262, -1501.016822523365, -345.58880373831926, 923.5455233644843]","[-7626.404818130841, -1270.1304416822431, -345.5888037383156, 923.545523364487]","[-7712.802019065421, -1039.2440608411216, -345.58880373831954, 923.5455233644869]","[-7799.19922, -808.3576800000001, -345.58880373831926, 923.5455233644861]","[-7885.596420934579, -577.4712991588785, -345.5888037383156, 923.5455233644861]","[-7971.993621869158, -346.584918317757, -345.5888037383156, 923.5455233644861]","[-8058.390822803738, -115.69853747663568, -345.58880373831926, 923.5455233644852]","[-8144.788023738318, 115.18784336448584, -345.58880373831926, 923.5455233644861]","[-8202.22516, 288.08869, -229.7485450467284, 691.6033865420566]","[-8221.80988, 354.26688, -78.33888000000297, 264.7127600000001]"
1,People,"[-8184.30135, 378.48433, 150.0341200000039, 96.86979999999994]","[-8181.41024, 463.18969, 11.564439999998285, 338.82143999999994]","[-8218.79454, 555.47685, -149.53720000000249, 369.1486400000001]","[-8199.54059, 611.56504, 77.01580000000104, 224.35275999999976]","[-8128.8476, 543.07545, 282.77196000000185, -273.95835999999963]","[-7986.17701, 536.81007, 570.6823599999989, -25.0615200000002]","[-7833.0504, 467.94585, 612.506440000001, -275.45687999999996]","[-7712.08075, 288.73547, 483.8786, -716.84152]","[-7557.092, 301.79258, 619.9550000000023, 52.228439999999914]","[-7387.44789, 317.1728, 678.5764399999971, 61.520880000000034]","[-7204.60195, 315.20216, 731.3837600000006, -7.882560000000012]","[-7014.48495, 307.97051, 760.4680000000008, -28.926600000000008]","[-6825.45422, 388.33436, 756.1229200000016, 321.45540000000005]","[-6615.16176, 559.78613, 841.1698399999987, 685.8070799999998]","[-6404.96358, 762.28025, 840.7927200000013, 809.9764800000003]","[-6157.18872, 904.03697, 991.0994399999981, 567.0268799999999]"
2,People,"[-5929.64558, 971.69122, 910.1725599999991, 270.6170000000002]","[-5783.80671, 1064.81335, 583.355480000002, 372.4885199999994]","[-5633.98486, 1213.34053, 599.2874000000011, 594.1087200000002]","[-5444.7966490816325, 1359.1051526530612, 756.7528436734683, 583.0584906122449]","[-5237.735896530612, 1465.556632244898, 828.2430102040817, 425.80591836734766]","[-5030.675143979592, 1572.0081118367348, 828.2430102040817, 425.80591836734675]","[-4823.614391428571, 1678.4595914285717, 828.2430102040817, 425.80591836734766]","[-4608.45733, 1807.85585, 860.6282457142843, 517.5850342857129]","[-4375.35543, 1942.91857, 932.4076000000031, 540.250880000001]","[-4127.31982, 1987.44287, 992.1424399999996, 178.09720000000016]","[-3838.59458, 2031.87397, 1154.900959999999, 177.72440000000006]","[-3588.98948, 2143.5936096875, 998.4203999999991, 446.8785587499988]","[-3335.63928, 2286.79169, 1013.4008000000013, 572.7923212500009]","[-3083.29315, 2399.40059, 1009.3845199999996, 450.4356000000007]","[-2831.29406, 2431.01988, 1007.9963599999992, 126.47715999999855]","[-2542.1404, 2468.28021, 1156.6146399999998, 149.04132000000027]"
3,People,"[-2296.01995, 2576.39409, 984.4817999999943, 432.45551999999645]","[-2045.87783, 2724.26273, 1000.5684799999999, 591.4745600000006]","[-1835.49493, 2787.84081, 841.5315999999993, 254.3123200000009]","[-1649.31146, 2800.69118, 744.7338800000007, 51.40147999999863]","[-1456.61876, 2827.87805, 770.7707999999993, 108.74748]","[-1274.41118, 2912.33722, 728.83032, 337.83668000000034]","[-1050.49139, 3016.27466, 895.6791600000006, 415.7497600000006]","[-836.61635, 3036.64137, 855.5001599999996, 81.46683999999914]","[-709.46056, 3020.7991, 508.62316000000055, -63.36907999999863]","[-614.41572, 2978.92818, 380.1793600000001, -167.4836800000012]","[-497.14716, 2973.74477, 469.0742399999999, -20.733640000000378]","[-375.7589, 2990.30103, 485.55304, 66.22504000000117]","[-245.41594, 2963.56835, 521.3718399999999, -106.93072000000029]","[-212.14877, 2894.92713, 133.06867999999997, -274.5648799999999]","[-288.31447, 2836.07101, -304.66279999999983, -235.42447999999968]","[-438.11833, 2762.65741, -599.2154400000002, -293.65440000000126]"
4,People,"[-512.47998, 2727.2471, -297.44659999999976, -141.64123999999902]","[-527.13364, 2691.02121, -58.614640000000236, -144.90356000000065]","[-504.12497, 2682.06913, 92.03467999999998, -35.808320000000094]","[-434.36365, 2720.16692, 279.04528000000005, 152.39116000000104]","[-438.70805, 2736.3769, -17.37760000000003, 64.83992000000035]","[-498.88404, 2675.2184, -240.70396000000005, -244.63400000000001]","[-532.89865, 2615.7318, -136.0584399999998, -237.94640000000072]","[-491.06162, 2560.02142, 167.34811999999988, -222.84151999999995]","[-517.66885, 2562.31836, -106.42892000000016, 9.187760000000717]","[-536.30583, 2553.91881, -74.54791999999998, -33.59820000000036]","[-542.63854, 2547.38976, -25.33084000000008, -26.11620000000039]","[-549.03259, 2547.80171, -25.57619999999997, 1.6478000000006432]","[-553.10727, 2556.24005, -16.298719999999776, 33.75335999999879]","[-554.16522, 2571.2829, -4.231800000000021, 60.171400000001086]","[-556.89468, 2567.15345, -10.91784000000007, -16.517800000001444]","[-561.32797, 2558.95772, -17.733160000000225, -32.78291999999965]"
5,People,"[-555.65517, 2562.8488, 22.691200000000208, 15.564320000001317]","[-419.07784, 2696.67279, 546.3093200000001, 535.2959599999995]","[-295.35906, 2749.40305, 494.8751199999999, 210.92103999999927]","[-210.84235, 2769.18268, 338.06683999999996, 79.11851999999999]","[-198.07961, 2793.46326, 51.05096000000003, 97.1223200000004]","[-98.80301, 2764.55047, 397.1064, -115.65115999999944]","[-218.40837, 2744.93053, -478.42143999999996, -78.47976000000017]","[-242.80505, 2678.29115, -97.58672000000001, -266.5575200000003]","[-237.60564, 2666.18587, 20.79764000000002, -48.421120000000926]","[-239.4328, 2722.52218, -7.3086399999999685, 225.34524000000056]","[-219.67168, 2735.7545, 79.04447999999991, 52.92928000000029]","[-219.00572, 2694.87407, 2.66384000000005, -163.52172000000064]","[-215.99821, 2670.87135, 12.030039999999985, -96.01087999999982]","[-188.42468, 2722.88237, 110.29412000000002, 208.04407999999967]","[-148.90041, 2765.02558, 158.09708, 168.57284000000072]","[-58.3285, 2772.82034, 362.28764, 31.179040000000896]"
6,People,"[-18.51603, 2685.74364, 159.24988, -348.3068000000003]","[-25.70935, 2555.61742, -28.77328, -520.5048800000004]","[-56.35528, 2474.39432, -122.58372, -324.89240000000063]","[-66.96256, 2447.12957, -42.42911999999998, -109.05899999999929]","[-121.67434, 2425.79505, -218.84712000000002, -85.33807999999954]","[-161.80153, 2349.64199, -160.50876000000005, -304.6122400000004]","[-258.4838, 2282.12243, -386.72907999999984, -270.07824000000073]","[-426.18048, 2201.74503, -670.7867200000001, -321.5095999999994]","[-579.5013, 2098.0646, -613.2832800000007, -414.7217199999999]","[-757.70166, 1938.0458, -712.8014399999997, -640.0752000000002]","[-949.65981, 1798.96931, -767.8326000000002, -556.3059600000006]","[-1149.72161, 1757.18604, -800.2472000000002, -167.1330799999996]","[-1401.75915, 1718.3847, -1008.1501600000001, -155.20535999999993]","[-1627.26297, 1631.72351, -902.0152799999996, -346.64476000000013]","[-1855.07711, 1498.43298, -911.2565599999998, -533.16212]","[-2111.66495, 1386.65397, -1026.3513599999997, -447.1160399999999]"
7,People,"[-2382.7628, 1327.71755, -1084.391400000016, -235.74568000000335]","[-2662.50942, 1234.70878, -1118.9864799999996, -372.03508000000056]","[-2913.39689, 1061.89617, -1003.5498800000005, -691.2504399999998]","[-3182.02428, 873.24828, -1074.5095600000004, -754.5915599999998]","[-3458.97371, 785.54124, -1107.7977200000005, -350.82816]","[-3740.99769, 729.64359, -1128.0959199999998, -223.5906]","[-4001.978845, 646.131425, -1043.9246199999998, -334.0486599999999]","[-4218.176523333333, 487.3360866666667, -864.7907133333301, -635.1813533333334]","[-4467.5179, 310.20182, -997.3655066666697, -708.5370666666674]","[-4734.00441, 223.17271, -1065.946039999999, -348.11644]","[-5013.80387, 194.62228, -1119.1978400000007, -114.20172000000002]","[-5277.83606, 130.63104, -1056.1287599999996, -255.9649599999999]","[-5531.58695, 19.47328, -1015.003560000001, -444.63104000000004]","[-5791.747145531916, -80.88640393617021, -1040.6407821276662, -401.43873574468086]","[-6038.80327319149, -136.17402361702128, -988.2245106382943, -221.15047872340426]","[-6285.859400851064, -191.46164329787237, -988.2245106382943, -221.15047872340438]"
8,People,"[-6532.915528510638, -246.7492629787234, -988.2245106382979, -221.15047872340415]","[-6791.09724, -339.08676, -1032.726845957448, -369.3499880851065]","[-7037.99767, -426.86075, -987.6017199999987, -351.0959599999999]","[-7257.09024, -422.58303, -876.3702800000028, 17.110879999999952]","[-7489.05788, -387.8829, -927.8705599999994, 138.80052]","[-7685.04341, -415.28114, -783.9421199999997, -109.59295999999995]","[-7891.18378, -486.36185, -824.5614800000003, -284.32284000000004]","[-8096.74561, -537.33339, -822.2473199999986, -203.88616000000002]","[-8193.61674, -603.08523, -387.4845199999985, -263.0073600000003]","[-8206.18191, -701.9805, -50.26067999999941, -395.58107999999993]","[-8202.73074, -742.54675, 13.804679999993823, -162.26499999999987]","[-8219.34445, -759.54322, -66.45483999999851, -67.98588000000018]","[-8275.424330819673, -784.3719080327869, -224.3195232786893, -99.31475213114754]","[-8328.433728360655, -804.7816539344262, -212.03759016392723, -81.6389836065573]","[-8378.09754, -825.94884, -198.6552465573841, -84.66874426229515]","[-8328.79001, -884.20359, 197.23012000000017, -233.01899999999978]"
9,People,"[-8243.92226, -934.36712, 339.471000000005, -200.65412000000015]","[-8205.61685, -937.10753, 153.2216399999961, -10.961639999999989]","[-8195.87042, -905.63781, 38.98572000000422, 125.87888000000021]","[-8203.56665, -870.11823, -30.784920000005513, 142.07831999999962]","[-8196.50484, -847.20543, 28.24724000000424, 91.65120000000024]","[-8185.1764, -830.65035, 45.313759999997274, 66.2203199999999]","[-8167.78733, -831.75042, 69.5562800000007, -4.400279999999839]","[-8154.10477, -833.95174, 54.73024000000078, -8.805280000000039]","[-8121.71321, -761.90426, 129.56624000000022, 288.1899200000001]","[-8129.35272, -785.96424, -30.55803999999989, -96.23991999999998]","[-8149.91949, -831.90028, -82.26708000000144, -183.74415999999974]","[-8158.9382, -828.62288, -36.074839999997494, 13.109599999999773]","[-8157.0921, -825.38769, 7.384399999999005, 12.940759999999955]","[-8147.79503, -832.92086, 37.188279999998485, -30.13267999999971]","[-8138.61688, -818.62722, 36.71260000000257, 57.17455999999993]","[-8103.69782, -809.78931, 139.67623999999705, 35.35163999999986]"
