,Type,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16
0,People,"[7588.947194189526, 447.68425114713216, -351.8817830423941, 162.29252369077312]","[7500.976748428928, 488.2573820698254, -351.8817830423941, 162.2925236907729]","[7413.006302668329, 528.8305129925186, -351.8817830423941, 162.2925236907729]","[7325.035856907731, 569.4036439152119, -351.8817830423941, 162.29252369077312]","[7237.065411147132, 609.9767748379052, -351.8817830423941, 162.29252369077312]","[7149.094965386534, 650.5499057605984, -351.8817830423941, 162.29252369077312]","[7061.124519625935, 691.1230366832917, -351.8817830423941, 162.29252369077312]","[6885.96962, 701.78462, -700.6195985037411, 42.64633326683315]","[6589.09097, 641.94265, -1187.5145999999997, -239.36788000000044]","[6284.95077, 626.14043, -1216.5607999999993, -63.20887999999968]","[5966.66471, 643.89859, -1273.1442400000014, 71.0326399999999]","[5669.81815, 609.03165, -1187.3862399999998, -139.46776]","[5364.14918, 522.34747, -1222.6758799999989, -346.7367199999999]","[5043.86669, 445.82371, -1281.129960000002, -306.09504000000015]","[4711.49967, 418.95731, -1329.4680799999987, -107.4656]","[4397.14048, 357.1042, -1257.4367600000005, -247.41244000000006]"
1,People,"[4109.27121, 225.48073, -1151.4770800000006, -526.49388]","[3820.43038, 94.19114, -1155.3633200000004, -525.1583599999999]","[3509.93235, 20.78361, -1241.992119999999, -293.63012000000003]","[3198.70867, -69.72181, -1244.8947200000002, -362.02168]","[2909.32064, -227.63682, -1157.5521200000003, -631.66004]","[2625.4699, -401.18786, -1135.4029599999994, -694.20416]","[2337.76103, -519.66563, -1150.8354799999997, -473.91107999999986]","[2054.62804, -604.53945, -1132.5319600000003, -339.4952800000001]","[1797.06505, -723.03481, -1030.2519600000014, -473.9814400000004]","[1493.85263, -832.49814, -1212.8496799999994, -437.85332000000017]","[1171.60141, -857.68281, -1289.0048800000004, -100.73867999999993]","[842.05912, -819.50156, -1318.16916, 152.7249999999999]","[546.60235, -855.35561, -1181.82708, -143.41619999999966]","[247.6878, -937.63733, -1195.6581999999999, -329.12688000000026]","[-66.90986, -1005.86735, -1258.39064, -272.92007999999987]","[-374.01995, -1075.03857, -1228.44036, -276.6848799999998]"
2,People,"[-631.56317, -1205.18629, -1030.17288, -520.5908800000007]","[-830.47951, -1395.31724, -795.66536, -760.5237999999999]","[-1031.95408, -1631.8928, -805.8982799999999, -946.30224]","[-1236.12955, -1860.46161, -816.7018800000005, -914.2752399999999]","[-1378.32078, -2136.09721, -568.7649199999996, -1102.5423999999994]","[-1421.51436, -2448.02428, -172.77431999999953, -1247.7082800000007]","[-1430.75534, -2881.85063, -36.963920000000144, -1735.3053999999993]","[-1510.32091, -3257.75536, -318.2622799999999, -1503.6189200000008]","[-1577.22234, -3463.38739, -267.6057200000007, -822.5281199999997]","[-1584.01858, -3568.72765, -27.18495999999959, -421.3610399999998]","[-1581.86569, -3597.93768, 8.611559999999372, -116.84012000000075]","[-1571.99712, -3606.37099, 39.47428000000036, -33.73323999999957]","[-1560.30421, -3609.7094, 46.771639999999934, -13.353640000001178]","[-1548.86769, -3597.79614, 45.74607999999989, 47.653040000001056]","[-1563.91588, -3597.2254, -60.19275999999991, 2.2829600000004575]","[-1566.60623, -3597.79474, -10.761400000000322, -2.2773600000000442]"
3,People,"[-1552.97659, -3589.72483, 54.51856000000004, 32.27963999999861]","[-1539.9458, -3585.98683, 52.1231600000001, 14.952000000001135]","[-1532.96584, -3575.4762, 27.919839999999567, 42.04251999999906]","[-1541.60438, -3588.0969, -34.55415999999968, -50.48279999999977]","[-1535.06454, -3600.60331, 26.15935999999965, -50.02563999999984]","[-1539.7128, -3618.87526, -18.593039999999746, -73.08779999999933]","[-1536.06506, -3626.74248, 14.59096000000045, -31.468880000000354]","[-1494.12286, -3591.50445, 167.76879999999983, 140.95211999999992]","[-1416.90101, -3470.56638, 308.8873999999999, 483.75227999999925]","[-1400.56323, -3296.09829, 65.35112000000026, 697.8723600000012]","[-1471.49861, -3180.73275, -283.7415200000005, 461.46215999999913]","[-1466.72693, -3071.42528, 19.08672000000024, 437.2298800000008]","[-1463.35595, -3011.70867, 13.48392000000058, 238.86643999999978]","[-1423.71308, -2986.77584, 158.5714799999996, 99.73132000000078]","[-1380.62726, -2965.02268, 172.34328000000005, 87.01263999999901]","[-1347.00299, -2909.49405, 134.4970800000001, 222.114520000001]"
4,People,"[-1376.3177, -2799.3287, -117.25884000000042, 440.66139999999905]","[-1488.83196, -2639.00884, -450.0570399999997, 641.2794400000002]","[-1685.54186, -2421.83145, -786.8396000000002, 868.7095599999993]","[-1859.32806, -2158.88375, -695.1448, 1051.7908000000007]","[-1987.30097, -1889.29761, -511.8916399999998, 1078.3445599999995]","[-2118.78412, -1632.07641, -525.9325999999992, 1028.8848000000007]","[-2332.08628, -1422.08633, -853.2086400000007, 839.9603199999992]","[-2555.31265, -1234.17824, -892.9054799999994, 751.6323600000005]","[-2754.01853, -1013.93724, -794.8235200000006, 880.9640000000007]","[-2949.4706, -772.08942, -781.8082800000011, 967.3912799999998]","[-3177.75811, -543.80464, -913.1500400000004, 913.1391200000003]","[-3416.72625, -321.06836, -955.8725599999998, 890.9451199999999]","[-3630.58973, -93.48736, -855.4539199999999, 910.324]","[-3857.00809, 128.56399, -905.6734399999987, 888.2053999999999]","[-4124.39718, 312.36926, -1069.5563600000005, 735.22108]","[-4461.02056, 484.67407, -1346.49352, 689.2192399999999]"
5,People,"[-4734.38982, 698.01389, -1093.4770400000016, 853.3592799999999]","[-4953.60366, 919.14409, -876.8553599999977, 884.5208000000002]","[-5161.56481, 1090.94832, -831.8446000000004, 687.2169199999998]","[-5423.81254, 1226.74044, -1048.9909200000002, 543.1684800000003]","[-5663.33329, 1392.66234, -958.0829999999987, 663.6876000000002]","[-5837.69773, 1604.38159, -697.4577600000011, 846.8769999999995]","[-6006.98242, 1831.534, -677.1387600000016, 908.6096400000006]","[-6241.50213, 2037.19537, -938.0788399999983, 822.6454799999992]","[-6492.25829, 2271.78408, -1003.0246400000005, 938.3548400000008]","[-6603.76704, 2377.8714, -446.03499999999985, 424.34928000000036]","[-6613.126983537118, 2386.9935581659392, -37.43977414847177, 36.488632663757016]","[-6606.707613449781, 2382.954388951965, 25.677480349346297, -16.156676855896876]","[-6600.288243362445, 2378.9152197379917, 25.67748034934266, -16.156676855893238]","[-6593.868873275109, 2374.876050524017, 25.677480349346297, -16.156676855898695]","[-6587.449503187773, 2370.836881310044, 25.67748034934266, -16.15667685589142]","[-6581.030133100437, 2366.79771209607, 25.677480349346297, -16.156676855896876]"
6,People,"[-6574.610763013101, 2362.758542882096, 25.67748034934266, -16.156676855895057]","[-6568.191392925764, 2358.7193736681224, 25.677480349346297, -16.156676855895057]","[-6561.772022838428, 2354.6802044541487, 25.677480349346297, -16.156676855895057]","[-6554.88702, 2352.27452, 27.540011353710725, -9.622737816594963]","[-6543.98311, 2349.24264, 43.615639999999985, -12.127520000000004]","[-6528.01815, 2350.65593, 63.859840000000986, 5.653159999999843]","[-6521.314, 2358.57643, 26.81659999999829, 31.6820000000007]","[-6513.56906, 2328.26493, 30.97976000000199, -121.246000000001]","[-6439.705433396227, 2218.2769742767296, 295.4545064150919, -439.95182289308144]","[-6254.310900377359, 2136.5916456603773, 741.5781320754722, -326.74131446540923]","[-6068.916367358491, 2054.906317044025, 741.5781320754722, -326.74131446540923]","[-5883.521834339623, 1973.220988427673, 741.5781320754722, -326.7413144654074]","[-5698.127301320755, 1891.5356598113208, 741.5781320754722, -326.74131446540923]","[-5512.732768301887, 1809.8503311949685, 741.5781320754722, -326.74131446540923]","[-5327.33823528302, 1728.1650025786164, 741.578132075465, -326.7413144654083]","[-5048.84575, 1669.13262, 1113.9699411320798, -236.12953031446523]"
7,People,"[-4756.717926666666, 1694.0413193333334, 1168.5112933333533, 99.63479733333457]","[-4460.903906756756, 1726.457494054054, 1183.2560796396392, 129.66469888288248]","[-4161.996643243243, 1695.723885945946, 1195.629054054054, -122.934432432432]","[-3814.50591, 1608.76983, 1389.9629329729723, -347.81622378378415]","[-3482.6853, 1578.04946, 1327.282439999999, -122.88148000000001]","[-3157.1422, 1599.89472, 1302.1724000000013, 87.38104000000021]","[-2838.73253, 1602.35296, 1273.6386799999982, 9.83295999999973]","[-2521.15644, 1558.69766, 1270.30436, -174.6211999999996]","[-2175.73945, 1550.30922, 1381.6679600000018, -33.55375999999981]","[-1839.40369, 1569.06294, 1345.3430399999997, 75.01487999999972]","[-1523.12408, 1538.3094, 1265.1184400000002, -123.01415999999972]","[-1209.86834, 1466.69956, 1253.0229600000002, -286.4393600000003]","[-883.9158, 1420.21875, 1303.81016, -185.92324000000008]","[-533.21489, 1419.76512, 1402.80364, -1.8145199999999022]","[-132.04016, 1356.99208, 1604.6989199999998, -251.09216000000015]","[230.35027, 1314.18558, 1449.56172, -171.22599999999966]"
8,People,"[535.59044, 1317.69708, 1220.9606799999997, 14.045999999999367]","[802.96836, 1431.94979, 1069.51168, 457.0108399999999]","[1130.70717, 1504.44948, 1310.9552399999998, 289.9987600000004]","[1463.42353, 1513.12949, 1330.8654400000005, 34.720040000000154]","[1820.75825, 1501.77057, 1429.3388800000002, -45.4356800000005]","[2119.61427, 1607.64441, 1195.4240799999998, 423.4953600000008]","[2404.2386, 1746.90399, 1138.4973200000004, 557.0383199999997]","[2636.27663, 1819.5288, 928.1521199999988, 290.4992400000001]","[2921.01799, 1845.86857, 1138.9654400000009, 105.35908000000028]","[3226.61275, 1872.93801, 1222.3790399999998, 108.27775999999994]","[3566.33033, 1911.15483, 1358.87032, 152.86727999999948]","[3891.1116, 1883.87031, 1299.1250800000016, -109.13807999999972]","[4214.3011, 1816.15662, 1292.757999999998, -270.85476000000017]","[4542.27874, 1771.83859, 1311.9105600000003, -177.27211999999963]","[4879.06191, 1760.88436, 1347.1326800000024, -43.81692000000021]","[5196.69646, 1764.75294, 1270.538199999999, 15.474320000000262]"
9,People,"[5530.52931, 1667.99805, 1335.3313999999991, -387.01956000000064]","[5874.28528, 1601.60887, 1375.0238800000006, -265.5567199999996]","[6213.39028, 1627.01764, 1356.4199999999983, 101.63508000000002]","[6570.72307, 1665.21927, 1429.3311600000015, 152.8065200000001]","[6894.91147, 1658.56073, 1296.7536, -26.63416000000052]","[7260.04529, 1649.66342, 1460.53528, -35.589239999999336]","[7261.305064706632, 1632.343537653061, 5.039098826528061, -69.27952938775616]","[7231.966439387755, 1609.7122851020408, -117.35450127550939, -90.5250102040809]","[7202.627814068877, 1587.0810325510204, -117.35450127550949, -90.5250102040819]","[7173.28918875, 1564.44978, -117.35450127550939, -90.52501020408181]","[7143.950563431123, 1541.8185274489797, -117.35450127550939, -90.5250102040809]","[7114.611938112244, 1519.187274897959, -117.35450127551303, -90.52501020408272]","[7085.273312793367, 1496.5560223469388, -117.35450127550939, -90.5250102040809]","[7055.93468747449, 1473.9247697959183, -117.35450127550939, -90.52501020408181]","[7026.596062155612, 1451.293517244898, -117.35450127550939, -90.5250102040809]","[6997.257436836735, 1428.6622646938774, -117.35450127550939, -90.52501020408272]"
