,Type,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16
0,People,"[4600.5676, 1946.57412, 0.0, 0.0]","[4362.31228, 2020.66302, -953.0212800000008, 296.35559999999987]","[4099.46706, 2121.83175, -1051.3808800000006, 404.6749199999995]","[3820.76576, 2113.21269, -1114.8052000000007, -34.47623999999996]","[3546.03016, 2060.89624, -1098.9424, -209.26579999999922]","[3266.36879, 2065.93896, -1118.6454799999992, 20.17087999999967]","[2985.43524, 2110.61939, -1123.7342000000008, 178.72171999999955]","[2662.4438, 2142.3338, -1291.9657599999991, 126.85764000000017]","[2351.79354, 2061.42342, -1242.6010400000007, -323.6415199999995]","[2064.33162, 1961.89438, -1149.8476800000008, -398.1161600000005]","[1785.07911, 1953.30202, -1117.0100400000001, -34.369439999999486]","[1475.63166, 1985.19754, -1237.7897999999996, 127.58207999999922]","[1155.0126, 1983.00179, -1282.47624, -8.782999999999447]","[836.10475, 1919.32295, -1275.6314000000002, -254.71536000000015]","[506.7531, 1882.79302, -1317.4065999999998, -146.1197199999997]","[205.50905, 1971.39238, -1204.9762, 354.39743999999973]"
1,People,"[-86.15725, 2086.33458, -1166.6652, 459.76880000000074]","[-403.99685, 2110.51704, -1271.3584, 96.72983999999997]","[-737.47521, 2095.03243, -1333.9134399999998, -61.9384399999999]","[-1124.95547, 2146.33404, -1549.9210400000006, 205.20643999999993]","[-1410.83198, 2300.19522, -1143.5060399999993, 615.4447199999995]","[-1687.43805, 2484.46665, -1106.4242800000002, 737.0857199999991]","[-1987.49455, 2564.00752, -1200.2259999999997, 318.1634800000011]","[-2295.21239, 2624.76854, -1230.871360000001, 243.04407999999967]","[-2573.9399, 2744.83125, -1114.9100399999998, 480.25084000000106]","[-2804.56382, 2911.79797, -922.49568, 667.8668799999996]","[-3095.08039, 3116.88439, -1162.066280000001, 820.3456800000004]","[-3377.17927, 3225.92697, -1128.39552, 436.17031999999926]","[-3504.534, 3249.42886, -509.41892000000007, 94.00756000000001]","[-3546.79696, 3253.65556, -169.05184000000008, 16.906800000000658]","[-3550.91558, 3266.34394, -16.474479999998948, 50.75352000000021]","[-3548.99098, 3281.09609, 7.69839999999931, 59.008599999999205]"
2,People,"[-3539.95953, 3316.69743, 36.1257999999998, 142.40536000000066]","[-3529.07588, 3345.42739, 43.534600000000864, 114.91983999999866]","[-3532.00526, 3354.36319, -11.71752000000015, 35.7432000000008]","[-3542.0646, 3345.47831, -40.23736000000099, -35.539520000000266]","[-3547.23939, 3342.14468, -20.69916000000012, -13.334520000000339]","[-3543.38193, 3314.77768, 15.429840000000695, -109.46799999999894]","[-3521.62782, 3245.86647, 87.01643999999942, -275.64484000000084]","[-3436.63106, 3126.44324, 339.98704, -477.6929199999995]","[-3291.73033, 2960.50716, 579.6029200000017, -663.7443200000004]","[-3085.60849, 2787.26806, 824.4873599999992, -692.9564000000009]","[-2932.64435, 2665.54655, 611.8565600000002, -486.8860399999994]","[-2828.2799466666665, 2481.255453333333, 417.45761333333394, -737.1643866666673]","[-2756.20586, 2207.36768, 288.29634666666607, -1095.5510933333335]","[-2592.9344333333333, 1963.7261466666664, 653.0857066666667, -974.5661333333337]","[-2401.59063, 1753.9147, 765.3752133333328, -839.2457866666655]","[-2201.341666, 1491.412308, 800.9958560000014, -1050.0095680000004]"
3,People,"[-2049.46548, 1201.50441, 607.5047439999998, -1159.6315919999997]","[-1883.96152, 891.82409, 662.0158399999991, -1238.7212800000002]","[-1683.53922, 633.53708, 801.6892000000007, -1033.14804]","[-1466.84025, 376.17106, 866.7958799999997, -1029.4640799999997]","[-1310.7329, 87.61481, 624.4294, -1154.225]","[-1174.59718, -213.95234, 544.54288, -1206.2685999999999]","[-983.43785, -525.88375, 764.6373199999998, -1247.7256399999999]","[-735.44613, -788.16897, 991.96688, -1049.14088]","[-508.25636, -1076.71231, 908.7590800000011, -1154.173360000001]","[-385.5386, -1400.62308, 490.87104, -1295.6430800000007]","[-278.26571, -1742.55745, 429.09155999999984, -1367.7374799999998]","[-109.75256, -2016.22251, 674.0526, -1094.6602400000002]","[86.16655, -2265.28785, 783.67644, -996.2613600000004]","[241.97747, -2557.22694, 623.24368, -1167.7563599999994]","[312.21678, -2839.4909, 280.95724000000007, -1129.055839999999]","[407.05484, -3183.82352, 379.35223999999994, -1377.3304800000005]"
4,People,"[539.35403, -3416.29055, 529.1967599999961, -929.8681199999944]","[604.91447, -3523.3377, 262.24176000000034, -428.1885999999995]","[618.23829, -3567.67056, 53.29527999999982, -177.33143999999993]","[606.98766, -3583.21259, -45.002520000000004, -62.16812000000027]","[578.71567, -3592.35283, -113.08795999999984, -36.560959999998886]","[571.98426, -3587.63828, -26.925640000000385, 18.85819999999876]","[576.21393, -3578.79118, 16.918680000000222, 35.38839999999982]","[571.16368, -3587.84977, -20.201000000000022, -36.23435999999856]","[565.72616, -3585.8544, -21.750079999999816, 7.981479999998562]","[555.47725, -3554.6236, -40.995640000000094, 124.92320000000109]","[554.12771, -3476.38187, -5.398160000000189, 312.96691999999894]","[547.66481, -3251.426, -25.851599999999962, 899.8234800000009]","[412.77062, -2894.81378, -539.5767599999999, 1426.44888]","[246.95604, -2629.36688, -663.25832, 1061.7875999999997]","[187.01908, -2422.12787, -239.74784, 828.9560400000009]","[215.248, -2170.54284, 112.91567999999995, 1006.3401199999989]"
5,People,"[194.95578, -1929.47145, -81.16887999999994, 964.2855600000003]","[90.38419, -1695.979, -418.28636, 933.9697999999999]","[-45.27123, -1439.83087, -542.62168, 1024.5925200000001]","[-155.16178, -1166.44866, -439.56219999999996, 1093.52884]","[-289.39212, -861.51438, -536.9213599999999, 1219.7371200000002]","[-498.59993, -627.06495, -836.83124, 937.79772]","[-753.77078, -409.42465, -1020.6833999999999, 870.5611999999999]","[-963.04842, -130.06098, -837.1105600000001, 1117.4546799999998]","[-1120.67288, 160.44949, -630.497840000001, 1162.0418800000011]","[-1298.43291, 439.72045, -711.0401199999997, 1117.0838400000002]","[-1533.84029, 637.76887, -941.6295200000004, 792.1936799999999]","[-1757.37726, 858.57963, -894.1478799999995, 883.2430399999998]","[-1921.22285, 1132.44248, -655.3823600000005, 1095.4514]","[-2096.71542, 1450.06137, -701.9702799999995, 1270.4755599999999]","[-2322.75829, 1721.92059, -904.1714800000009, 1087.4368800000002]","[-2567.44757, 1930.09791, -978.7571199999984, 832.70928]"
6,People,"[-2822.31889, 2178.61448, -1019.4852800000008, 994.0662800000009]","[-2972.50663, 2437.1374, -600.7509599999994, 1034.0916799999995]","[-3140.00885, 2711.69567, -670.0088800000012, 1098.23308]","[-3357.32339, 2974.46944, -869.2581599999994, 1051.0950799999991]","[-3496.97045, 3110.04145, -558.5882399999991, 542.2880400000013]","[-3567.15957, 3183.06892, -280.75648, 292.10988]","[-3586.1304, 3205.20336, -75.88332000000082, 88.53775999999925]","[-3587.10042, 3209.90538, -3.8800800000008167, 18.8080800000007]","[-3582.49221, 3218.63521, 18.432840000001324, 34.91931999999909]","[-3582.75246, 3225.39382, -1.0410000000010768, 27.03443999999945]","[-3587.55549, 3228.76514, -19.21212000000014, 13.485280000000785]","[-3587.77479, 3229.74106, -0.877199999998993, 3.90367999999944]","[-3581.32028, 3229.70607, 25.81804000000011, -0.13995999999860942]","[-3571.78235, 3209.04113, 38.15171999999984, -82.65976000000046]","[-3566.07789, 3160.60556, 22.817839999999705, -193.7422800000004]","[-3516.13087, 3046.86016, 199.78808000000026, -454.98159999999916]"
7,People,"[-3306.98398, 2825.08454, 836.5875599999999, -887.1024800000014]","[-2964.70329, 2625.98507, 1369.1227600000002, -796.3978799999986]","[-2719.91542, 2494.50706, 979.1514800000004, -525.9120400000011]","[-2548.0595, 2331.9785, 687.4236799999999, -650.114239999999]","[-2366.45973, 2082.70872, 726.3990799999992, -997.0791200000003]","[-2128.65707, 1909.484355, 951.2106399999993, -692.8974600000001]","[-1872.77217, 1788.1729, 1023.539600000001, -485.2458200000001]","[-1653.54669, 1605.13306, 876.9019200000002, -732.1593600000006]","[-1465.52429, 1346.84151, 752.0896, -1033.1662000000006]","[-1270.53162, 1035.31176, 779.9706800000004, -1246.1189999999997]","[-1047.03287, 790.39517, 893.9949999999999, -979.6663600000002]","[-834.96087, 533.81138, 848.288, -1026.33516]","[-690.56089, 229.57214, 577.5999200000001, -1216.95696]","[-572.49912, -90.58029, 472.2470800000001, -1280.60972]","[-419.99143, -399.65987, 610.0307599999999, -1236.31832]","[-226.53794, -638.85512, 773.81396, -956.7810000000002]"
8,People,"[-33.33992, -932.21572, 772.792080000011, -1173.4424000000165]","[54.89638, -1253.83919, 352.9452, -1286.4938799999995]","[106.90787, -1557.04818, 208.04596, -1212.8359600000003]","[216.26556, -1835.58882, 437.43075999999996, -1114.1625599999998]","[391.46232, -2157.77932, 700.7870399999999, -1288.7620000000006]","[514.06998, -2494.68525, 490.43064000000004, -1347.6237199999996]","[496.21198, -2768.98462, -71.43200000000002, -1097.1974800000007]","[451.23398, -3109.90634, -179.91200000000003, -1363.6868799999993]","[464.81229, -3429.71629, 54.31324000000023, -1279.2398000000005]","[439.24398, -3578.00302, -102.27323999999999, -593.146920000001]","[413.4739260335196, -3620.3852220111735, -103.08021586592167, -169.5288080446935]","[412.69447631284913, -3619.94423877095, -3.117798882681882, 1.763932960893726]","[411.9150265921788, -3619.503255530726, -3.117798882681427, 1.763932960895545]","[411.1355768715084, -3619.062272290503, -3.117798882681427, 1.763932960891907]","[410.356127150838, -3618.6212890502793, -3.1177988826816545, 1.763932960895545]","[409.5766774301676, -3618.180305810056, -3.1177988826816545, 1.763932960893726]"
9,People,"[408.7972277094973, -3617.739322569832, -3.1177988826811998, 1.763932960895545]","[408.0177779888268, -3617.298339329609, -3.117798882681882, 1.763932960891907]","[434.61324, -3581.40679, 106.38184804469279, 143.56619731843602]","[478.3394, -3509.83328, 174.90463999999997, 286.2940400000007]","[595.09578, -3409.05545, 467.0255199999999, 403.11132]","[785.70403, -3136.99657, 762.433, 1088.2355200000002]","[935.50315, -2855.95828, 599.1964800000001, 1124.1531599999998]","[1092.33909, -2676.34527, 627.3437599999997, 718.4520400000001]","[1336.17073, -2566.0996, 975.3265600000013, 440.98267999999956]","[1548.50426, -2417.1113, 849.3341199999995, 595.9531999999999]","[1660.05944, -2143.03188, 446.22072000000026, 1096.31768]","[1785.35458, -1853.11501, 501.1805599999998, 1159.66748]","[1940.97929, -1649.02424, 622.4988400000002, 816.3630800000001]","[2123.08921, -1401.34244, 728.4396800000004, 990.7272000000003]","[2223.71386, -1060.75687, 402.498599999999, 1362.3422799999998]","[2271.86626, -726.25305, 192.60959999999977, 1338.0152799999996]"
