,Type,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16
0,People,"[8468.73668, -368.05901, -212.38392000000022, 650.8182800000002]","[8393.54253, -216.20832, -300.7765999999974, 607.4027600000001]","[8357.52122, 13.50334, -144.08524000000034, 918.84664]","[8292.93752630137, 154.23845465753425, -258.3347747945227, 562.940458630137]","[8222.949751839531, 235.6558201174168, -279.9510978473554, 325.6694618395302]","[8152.961977377691, 317.0731855772994, -279.95109784735905, 325.6694618395304]","[8082.9742029158515, 398.490551037182, -279.95109784735905, 325.6694618395304]","[8012.986428454012, 479.90791649706455, -279.95109784735905, 325.6694618395302]","[7942.998653992172, 561.3252819569472, -279.9510978473593, 325.6694618395307]","[7873.010879530333, 642.7426474168298, -279.9510978473554, 325.6694618395304]","[7803.023105068493, 724.1600128767124, -279.95109784735905, 325.6694618395304]","[7733.035330606654, 805.577378336595, -279.95109784735905, 325.6694618395304]","[7663.047556144815, 886.9947437964775, -279.9510978473554, 325.66946183952996]","[7593.059781682975, 968.41210925636, -279.95109784735905, 325.6694618395304]","[7523.072007221135, 1049.8294747162429, -279.95109784735905, 325.6694618395313]","[7453.084232759295, 1131.2468401761253, -279.95109784735905, 325.6694618395295]"
1,People,"[7383.096458297456, 1212.664205636008, -279.95109784735905, 325.6694618395313]","[7313.108683835617, 1294.0815710958905, -279.9510978473554, 325.6694618395295]","[7243.120909373777, 1375.498936555773, -279.95109784735905, 325.6694618395304]","[7173.133134911937, 1456.9163020156557, -279.95109784735905, 325.6694618395304]","[7103.145360450098, 1538.3336674755385, -279.9510978473554, 325.6694618395313]","[7033.157585988259, 1619.7510329354209, -279.95109784735905, 325.6694618395295]","[6963.169811526419, 1701.1683983953033, -279.95109784735905, 325.6694618395295]","[6862.03929, 1756.11588, -404.52208610567686, 219.78992641878722]","[6626.63161, 1619.78502, -941.6307199999982, -545.3234400000006]","[6421.91616, 1452.60623, -818.8618000000024, -668.7151599999997]","[6229.8414, 1238.03201, -768.2990399999981, -858.2968800000008]","[6008.56807, 1205.57922, -885.09332, -129.8111599999993]","[5789.78586, 1263.8215, -875.1288400000012, 232.96911999999975]","[5573.05525, 1233.45683, -866.9224399999985, -121.45867999999973]","[5389.90694, 1105.8466, -732.593240000002, -510.44092]","[5142.05561, 950.97078, -991.405319999998, -619.5032800000004]"
2,People,"[4827.34389, 878.75336, -1258.846880000001, -288.8696799999998]","[4454.77918, 859.54513, -1490.2588399999986, -76.83292000000029]","[4095.08965, 780.0648, -1438.7581200000022, -317.9213199999999]","[3879.22059, 645.0535, -863.47624, -540.0452]","[3657.56344, 465.62818, -886.6286, -717.70128]","[3426.25441, 363.01538, -925.2361199999996, -410.4512]","[3208.79552, 387.10124, -869.8355599999995, 96.3434400000001]","[3030.44746, 429.06072, -713.392240000001, 167.83791999999994]","[2832.69062, 343.16968, -791.0273600000007, -343.5641600000002]","[2608.9044, 214.6611, -895.1448799999998, -514.0343200000001]","[2344.02062, 91.28249, -1059.5351200000005, -493.51444000000004]","[2029.64338, 60.43657, -1257.5089599999992, -123.38367999999997]","[1697.67017, 9.95375, -1327.8928399999995, -201.93128000000002]","[1465.38997, -149.86362, -929.1208000000006, -639.2694799999999]","[1234.48913, -293.03461, -923.6033600000001, -572.68396]","[957.04186, -405.15207, -1109.7890799999996, -448.46984]"
3,People,"[633.60154, -430.23404, -1293.761279999991, -100.32787999999934]","[297.33668, -472.93974, -1345.05944, -170.82279999999992]","[49.13173, -621.37703, -992.8198, -593.7491600000001]","[-230.91563, -794.09377, -1120.1894399999999, -690.8669599999998]","[-522.93351, -914.7422, -1168.07152, -482.5937200000003]","[-867.03545, -931.08104, -1376.40776, -65.35536000000002]","[-1185.93256, -975.00242, -1275.58844, -175.68552]","[-1369.68586, -1093.41415, -735.0132000000003, -473.64692000000014]","[-1526.24998, -1292.55791, -626.2564800000006, -796.5750400000004]","[-1778.75961, -1448.26725, -1010.0385200000001, -622.8373600000004]","[-2108.33968, -1507.00553, -1318.32028, -234.95311999999922]","[-2430.01378, -1582.99631, -1286.6964000000007, -303.96312000000034]","[-2704.93517, -1770.15553, -1099.68556, -748.63688]","[-3006.18472, -1983.58262, -1204.9982, -853.7083599999996]","[-3349.08405, -2115.33155, -1371.597319999999, -526.9957199999999]","[-3714.98904, -2137.4386, -1463.61996, -88.42820000000029]"
4,People,"[-3964.84029, -2141.05126, -999.4050000000007, -14.45064000000093]","[-4135.16072, -2222.62785, -681.281719999999, -326.3063599999987]","[-4376.35586, -2358.42961, -964.7805599999992, -543.2070400000011]","[-4668.13872, -2421.4424, -1167.131440000001, -252.05115999999907]","[-4991.74881, -2397.8839, -1294.4403600000005, 94.23400000000038]","[-5295.82524, -2411.88658, -1216.3057200000003, -56.01072000000022]","[-5483.081882153846, -2493.707430923077, -749.0265686153834, -327.28340369230864]","[-5649.740174461538, -2565.7489847692304, -666.6331692307685, -288.1662153846137]","[-5816.398466769231, -2637.7905386153843, -666.6331692307728, -288.1662153846158]","[-5983.056759076923, -2709.832092461538, -666.6331692307685, -288.1662153846155]","[-6149.715051384615, -2781.873646307692, -666.6331692307685, -288.1662153846155]","[-6316.373343692308, -2853.915200153846, -666.6331692307685, -288.1662153846155]","[-6483.031636, -2925.956754, -666.6331692307685, -288.1662153846155]","[-6649.689928307692, -2997.9983078461537, -666.6331692307685, -288.1662153846155]","[-6709.39963, -2990.2844, -238.83880676923218, 30.855631384614753]","[-6802.49584, -3011.00838, -372.3848399999988, -82.89592000000084]"
5,People,"[-6936.29327, -3061.10894, -535.1897200000021, -200.40223999999944]","[-6991.95651, -3041.46122, -222.65295999999944, 78.59087999999974]","[-7006.45658, -2987.00638, -58.0002800000002, 217.81936000000132]","[-7000.992098996416, -2975.323068948626, 21.857924014337186, 46.733244205495794]","[-6992.290997741936, -2972.4856176344088, 34.804405017919635, 11.349805256868422]","[-6983.589896487455, -2969.648166320191, 34.80440501792327, 11.34980525687024]","[-6974.888795232975, -2966.8107150059736, 34.804405017919635, 11.34980525687024]","[-6966.187693978494, -2963.973263691756, 34.80440501792327, 11.34980525687024]","[-6957.486592724014, -2961.135812377539, 34.80440501791966, 11.349805256868432]","[-6948.785491469535, -2958.2983610633214, 34.804405017916, 11.34980525687024]","[-6940.084390215054, -2955.460909749104, 34.80440501792691, 11.34980525687024]","[-6931.383288960574, -2952.6234584348863, 34.804405017919635, 11.34980525687024]","[-6922.682187706093, -2949.786007120669, 34.80440501792327, 11.349805256868422]","[-6913.981086451613, -2946.948555806452, 34.804405017919635, 11.349805256868422]","[-6905.279985197133, -2944.111104492234, 34.804405017919635, 11.34980525687206]","[-6896.578883942652, -2941.2736531780165, 34.80440501792327, 11.34980525687024]"
6,People,"[-6887.877782688172, -2938.4362018637994, 34.804405017919635, 11.349805256868422]","[-6879.176681433692, -2935.598750549582, 34.80440501792327, 11.34980525687024]","[-6870.475580179212, -2932.7612992353643, 34.804405017919635, 11.34980525687024]","[-6861.774478924732, -2929.9238479211467, 34.804405017919635, 11.34980525687024]","[-6853.073377670251, -2927.0863966069296, 34.80440501792327, 11.349805256868422]","[-6844.372276415771, -2924.248945292712, 34.804405017919635, 11.34980525687024]","[-6835.67117516129, -2921.4114939784945, 34.80440501792327, 11.34980525687024]","[-6826.97007390681, -2918.574042664277, 34.804405017919635, 11.34980525687024]","[-6818.2689726523295, -2915.73659135006, 34.8044050179233, 11.349805256868432]","[-6809.56787139785, -2912.8991400358423, 34.804405017919635, 11.34980525687024]","[-6800.86677014337, -2910.0616887216247, 34.804405017919635, 11.34980525687024]","[-6792.165668888889, -2907.224237407407, 34.80440501792327, 11.34980525687024]","[-6783.464567634409, -2904.38678609319, 34.804405017919635, 11.349805256868422]","[-6774.763466379928, -2901.5493347789725, 34.80440501792327, 11.34980525687024]","[-6766.062365125448, -2898.711883464755, 34.804405017919635, 11.34980525687024]","[-6757.361263870968, -2895.8744321505374, 34.804405017919635, 11.34980525687024]"
7,People,"[-6748.660162616488, -2893.0369808363203, 34.80440501792013, 11.349805256868583]","[-6739.959061362008, -2890.1995295221027, 34.80440501792327, 11.34980525687024]","[-6731.257960107527, -2887.362078207885, 34.80440501792327, 11.34980525687024]","[-6722.556858853047, -2884.524626893668, 34.804405017919635, 11.349805256868422]","[-6716.88901, -2882.81571, 22.67139541218785, 6.835667574672698]","[-6717.672, -2886.61218, -3.1319599999987986, -15.185880000000907]","[-6720.55445, -2892.15567, -11.52980000000025, -22.17396000000008]","[-6721.21635, -2894.72542, -2.6476000000002387, -10.279000000000451]","[-6716.65823, -2895.59539, 18.232479999998777, -3.47987999999896]","[-6767.481628120301, -2889.367942556391, -203.29359248120454, 24.90978977443592]","[-6609.71185462406, -2832.4939745112783, 631.0790939849649, 227.49587218045053]","[-6451.94208112782, -2775.6200064661653, 631.0790939849612, 227.49587218045235]","[-6294.172307631579, -2718.7460384210526, 631.0790939849612, 227.49587218045053]","[-6136.402534135339, -2661.87207037594, 631.0790939849612, 227.49587218045053]","[-5978.632760639098, -2604.998102330827, 631.0790939849649, 227.49587218045235]","[-5820.8629871428575, -2548.1241342857143, 631.0790939849612, 227.49587218045053]"
8,People,"[-5663.093213646616, -2491.2501662406016, 631.0790939849649, 227.49587218045053]","[-5505.323440150376, -2434.3761981954885, 631.0790939849612, 227.49587218045235]","[-5347.553666654136, -2377.502230150376, 631.0790939849612, 227.49587218045053]","[-5189.783893157895, -2320.6282621052637, 631.0790939849612, 227.4958721804487]","[-4974.67658, -2260.119, 860.4292526315803, 242.03704842105435]","[-4682.05707, -2236.15613, 1170.4780400000018, 95.85148000000117]","[-4354.89369, -2246.9895, 1308.6535199999998, -43.333480000001146]","[-3973.73812, -2191.9367, 1524.6222799999996, 220.21119999999974]","[-3819.37644, -2011.00733, 617.4467200000005, 723.7174800000018]","[-3700.03899, -1869.55909, 477.34979999999996, 565.7929599999998]","[-3554.54759, -1795.13806, 581.9655999999995, 297.6841199999999]","[-3450.69399, -1788.16546, 415.41439999999966, 27.890400000000227]","[-3293.63491, -1682.31574, 628.23632, 423.39887999999974]","[-3207.88595, -1482.35875, 342.9958400000014, 799.8279599999996]","[-3164.67723, -1178.64283, 172.83488000000034, 1214.8636800000004]","[-3044.7182, -998.02727, 479.83611999999994, 722.4622399999998]"
9,People,"[-2854.05452, -802.98916, 762.6547199999986, 780.1524400000003]","[-2692.87693, -616.09327, 644.710360000001, 747.58356]","[-2602.86231, -374.19082, 360.0584799999997, 967.6098]","[-2574.34392, -80.13899, 114.07356000000073, 1176.20732]","[-2563.1162, 219.9261, 44.91087999999945, 1200.26036]","[-2475.55633, 404.92792, 350.2394800000002, 740.0072799999999]","[-2348.18665, 624.94138, 509.47871999999916, 880.05384]","[-2316.98174, 874.04713, 124.81963999999971, 996.4230000000002]","[-2333.1985, 1140.09718, -64.86703999999924, 1064.2002000000007]","[-2364.55257, 1424.48118, -125.41627999999946, 1137.536]","[-2306.96772, 1650.61003, 230.33939999999893, 904.5154000000002]","[-2183.41494, 1856.64303, 494.21111999999994, 824.1319999999996]","[-2073.36132, 2070.29113, 440.21448000000055, 854.5924000000005]","[-2042.51416, 2256.38884, 123.38864000000012, 744.39084]","[-2093.75376, 2457.73132, -204.95840000000044, 805.3699199999992]","[-2149.02141, 2690.04052, -221.0705999999991, 929.2368000000006]"
