,Type,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16
0,People,"[3428.85737, 446.36749, -1361.8383999999987, 306.81143999999995]","[3109.2108, 432.26423, -1278.5862800000014, -56.41303999999991]","[2788.71173, 399.55821, -1281.9962799999994, -130.8240800000001]","[2479.77652, 447.03046, -1235.7408400000004, 189.88900000000012]","[2173.02495, 526.28047, -1227.0062799999996, 317.0000400000001]","[1881.12381, 526.3672, -1167.6045599999998, 0.3469199999999546]","[1590.32133, 505.56266, -1163.2099200000002, -83.21816000000013]","[1360.01248, 542.48474, -921.2353999999996, 147.68831999999998]","[1174.54426, 645.13508, -741.8728800000015, 410.60136000000045]","[1017.6515, 758.1754, -627.5710399999994, 452.1612799999998]","[866.67654, 793.0848, -603.89984, 139.63760000000002]","[712.28027, 801.44901, -617.5850800000003, 33.456840000000284]","[530.60158, 906.35066, -726.7147599999998, 419.6065999999996]","[350.57227, 1091.64253, -720.11724, 741.1674800000005]","[168.9039, 1224.68497, -726.67348, 532.1697599999998]","[-81.16763, 1257.42836, -1000.28612, 130.97356000000036]"
1,People,"[-338.90132, 1268.93709, -1030.93476, 46.03491999999915]","[-574.27481, 1357.93376, -941.49396, 355.98668]","[-883.04461, 1479.75021, -1235.0792000000001, 487.2658000000001]","[-1228.02358, 1483.51751, -1379.91588, 15.06919999999991]","[-1558.28568, 1449.11358, -1321.0483999999997, -137.61571999999978]","[-1867.52485, 1534.19998, -1236.9566800000002, 340.34560000000056]","[-2212.66699, 1641.23322, -1380.5685600000006, 428.1329599999999]","[-2553.47495, 1645.05222, -1363.2318399999986, 15.27599999999984]","[-2897.33214, 1619.4015, -1375.4287600000018, -102.60288000000045]","[-3242.96526, 1659.04876, -1382.5324799999999, 158.58903999999984]","[-3595.6285, 1741.74709, -1410.6529599999994, 330.7933200000007]","[-3935.96315, 1755.43981, -1361.338600000001, 54.770880000000034]","[-4282.12056, 1722.9658, -1384.629640000001, -129.89604000000054]","[-4635.399, 1730.49485, -1413.1137600000002, 30.11620000000039]","[-4974.17306, 1788.54, -1355.096239999999, 232.18059999999969]","[-5277.520522857143, 1784.0684414285715, -1213.389851428572, -17.886234285713726]"
2,People,"[-5597.23188, 1731.45584, -1278.8454285714288, -210.4504057142858]","[-5935.63047, 1679.72178, -1353.5943599999991, -206.93624]","[-6269.4841, 1718.21411, -1335.4145199999984, 153.96931999999924]","[-6600.43777, 1736.64515, -1323.8146799999995, 73.72416000000067]","[-6892.67539, 1669.96518, -1168.9504800000032, -266.71988000000056]","[-7232.67448, 1612.8235, -1359.9963599999974, -228.5667199999998]","[-7492.43549, 1674.5967, -1039.0440400000007, 247.09280000000035]","[-7614.931494756097, 1700.103725203252, -489.98401902438854, 102.02810081300777]","[-7678.233442926829, 1684.5282475609756, -253.20779268292995, -62.30191056910559]","[-7741.535391097561, 1668.9527699186992, -253.20779268292608, -62.30191056910553]","[-7804.837339268292, 1653.3772922764228, -253.20779268292608, -62.30191056910553]","[-7868.139287439025, 1637.8018146341465, -253.20779268292972, -62.30191056910553]","[-7931.441235609756, 1622.22633699187, -253.20779268292608, -62.30191056910553]","[-7994.743183780488, 1606.6508593495937, -253.20779268292608, -62.30191056910553]","[-8058.045131951219, 1591.075381707317, -253.20779268292608, -62.30191056910644]","[-8121.347080121952, 1575.4999040650407, -253.20779268292972, -62.30191056910553]"
3,People,"[-8184.649028292683, 1559.9244264227643, -253.2077926829243, -62.30191056910509]","[-8012.880720609756, 1662.6726002439025, 687.0732307317085, 410.9926952845526]","[-7796.337126097562, 1787.9586124390244, 866.1743780487777, 501.14404878048754]","[-7579.7935315853665, 1913.2446246341465, 866.1743780487814, 501.14404878048845]","[-7352.29701, 1993.44017, 909.9860863414651, 320.7821814634144]","[-7219.10536, 1960.8028, 532.7666000000027, -130.54948000000059]","[-7058.56418, 1865.91073, 642.164719999997, -379.5682799999995]","[-6780.95031, 1884.58274, 1110.4554800000005, 74.68804]","[-6463.32636, 1938.54728, 1270.4958000000017, 215.85815999999997]","[-6162.90162, 1915.28084, 1201.6989600000015, -93.06576000000041]","[-5838.8135, 1884.72315, 1296.3524799999977, -122.23075999999946]","[-5522.657555217392, 1953.4729878260869, 1264.6237791304338, 274.99935130434733]","[-5180.51933, 2035.05584, 1368.5529008695667, 326.3314086956525]","[-4804.23333, 2026.53556, 1505.1440000000002, -34.08111999999983]","[-4427.55898, 1983.40035, 1506.697400000001, -172.54084000000057]","[-4073.80355, 2015.72479, 1415.0217199999988, 129.29776000000038]"
4,People,"[-3739.31725, 2067.84435, 1337.9452, 208.47823999999946]","[-3423.42191, 2022.34811, 1263.5813600000001, -181.98495999999977]","[-3076.7942385714287, 1985.5638092857143, 1386.5106857142855, -147.13720285714226]","[-2729.412452857143, 1965.8801247619049, 1389.5271428571432, -78.73473809523784]","[-2299.58237, 1979.81305, 1719.320331428571, 55.73170095238038]","[-1969.71185, 1891.23243, 1319.4820800000007, -354.3224799999998]","[-1651.98378, 1780.63359, 1270.9122799999996, -442.39536000000044]","[-1331.29068, 1739.17647, 1282.7723999999998, -165.82847999999922]","[-996.34476, 1709.73137, 1339.7836800000016, -117.78040000000065]","[-694.82241, 1606.05024, 1206.0893999999998, -414.72451999999976]","[-383.6566, 1456.60819, 1244.6632399999999, -597.7682000000004]","[-54.48018, 1360.58322, 1316.70568, -384.09987999999976]","[311.56444, 1282.88239, 1464.17848, -310.80332]","[637.86991, 1178.61443, 1305.22188, -417.0718399999996]","[941.05395, 1030.8052, 1212.73616, -591.2369200000003]","[1277.3884, 917.06916, 1345.3378000000002, -454.94416]"
5,People,"[1643.67994, 848.90384, 1465.1661599999998, -272.66128000000026]","[2022.69928, 747.12884, 1516.0773600000002, -407.0999999999999]","[2336.26841, 604.31905, 1254.2765200000003, -571.2391600000001]","[2658.34222, 545.2302, 1288.2952399999995, -236.35539999999992]","[2987.07549, 566.64214, 1314.9330800000007, 85.64776000000029]","[3344.6191, 557.46144, 1430.1744399999989, -36.72280000000001]","[3679.20171, 483.06393, 1338.3304399999997, -297.59004000000004]","[4023.55137, 442.05725, 1377.3986400000013, -164.02672000000007]","[4368.25508, 473.4986, 1378.8148400000002, 125.76540000000011]","[4744.65955, 492.80252, 1505.6178800000016, 77.21568000000002]","[5079.362171525973, 449.290205, 1338.810486103892, -174.04926]","[5418.546397987013, 425.89858, 1356.7369058441582, -93.56650000000013]","[5757.730624448052, 402.506955, 1356.7369058441582, -93.5664999999999]","[6096.914850909091, 379.11533, 1356.7369058441545, -93.56650000000013]","[6436.09907737013, 355.723705, 1356.7369058441545, -93.5664999999999]","[6775.283303831169, 332.33208, 1356.7369058441582, -93.5664999999999]"
6,People,"[7114.467530292208, 308.940455, 1356.7369058441545, -93.56650000000013]","[7453.651756753246, 285.54882999999995, 1356.7369058441545, -93.56650000000013]","[7792.835983214286, 262.157205, 1356.7369058441582, -93.5664999999999]","[8132.020209675325, 238.76558, 1356.7369058441545, -93.5664999999999]","[8471.204436136364, 215.373955, 1356.7369058441582, -93.56650000000002]","[8810.388662597403, 191.98233, 1356.7369058441545, -93.56650000000002]","[9142.40532, 166.9515, 1328.0666296103882, -100.12331999999992]","[9312.96823, 99.23117, 682.2516400000022, -270.88132]","[9406.767881097923, 53.04134258160237, 375.1986043916917, -184.7593096735907]","[9251.245306913946, 49.19661409495549, -622.090296735907, -15.378913946587517]","[9095.72273272997, 45.351885608308606, -622.090296735907, -15.378913946587545]","[8940.200158545995, 41.50715712166172, -622.0902967358998, -15.378913946587545]","[8784.677584362018, 37.662428635014834, -622.090296735907, -15.378913946587545]","[8629.155010178041, 33.81770014836795, -622.090296735907, -15.378913946587545]","[8473.632435994065, 29.972971661721065, -622.090296735907, -15.37891394658753]","[8318.10986181009, 26.128243175074186, -622.0902967358998, -15.378913946587517]"
7,People,"[8162.587287626113, 22.283514688427296, -622.0902967359159, -15.378913946587778]","[8007.064713442136, 18.43878620178041, -622.090296735907, -15.378913946587545]","[7851.54213925816, 14.59405771513353, -622.0902967359034, -15.378913946587517]","[7696.019565074184, 10.749329228486644, -622.0902967359034, -15.378913946587545]","[7540.496990890208, 6.904600741839758, -622.090296735907, -15.378913946587545]","[7384.974416706232, 3.059872255192872, -622.0902967359034, -15.378913946587543]","[7124.40946, -58.43912, -1042.2598268249276, -245.9959690207715]","[6795.3166, -61.53312, -1316.371439999999, -12.375999999999976]","[6451.35134, -33.24686, -1375.861040000001, 113.1450400000001]","[6092.17304, -80.57881, -1436.713200000002, -189.32780000000002]","[5766.33897, -148.82292, -1303.3362799999995, -272.97644]","[5447.58895, -145.85816, -1275.000079999998, 11.85904000000005]","[5108.226160434782, -94.01914739130434, -1357.451158260872, 207.35605043478262]","[4764.4583, -80.52974, -1375.0714417391282, 53.95762956521736]","[4419.6812, -121.33046, -1379.108400000001, -163.20288]","[4053.59957, -126.46804, -1464.3265200000005, -20.55032]"
8,People,"[3701.36169, -78.66015, -1408.9515199999987, 191.23156]","[3351.56379, -67.36548, -1399.1916, 45.178679999999986]","[3036.69655, -119.32033, -1259.4689600000002, -207.81939999999997]","[2705.54361, -169.78803, -1324.6117599999998, -201.87079999999997]","[2367.68426, -134.67238, -1351.4374000000007, 140.46259999999995]","[2032.02535, -115.96667, -1342.6356400000004, 74.82284000000004]","[1703.23463, -177.6594, -1315.1628799999999, -246.77092000000005]","[1353.78359, -243.80282, -1397.8041599999997, -264.57367999999997]","[1001.27897, -206.29635, -1410.0184800000015, 150.02588000000017]","[653.94433, -155.26528, -1389.3385599999997, 204.12428]","[341.90473, -194.29048, -1248.1584000000003, -156.10080000000005]","[6.95879, -245.82336, -1339.7837599999998, -206.13152000000002]","[-333.65367, -209.89608, -1362.44984, 143.70911999999998]","[-697.86588, -123.1391, -1456.8488399999999, 347.02792000000005]","[-1041.26076, -127.80398, -1373.5795199999998, -18.659519999999986]","[-1385.03273, -175.90322, -1375.08788, -192.39696000000004]"
9,People,"[-1706.83904, -104.66548, -1287.2252400000007, 284.95096]","[-2042.93735, 5.13097, -1344.3932399999994, 439.18580000000003]","[-2405.69592, 28.95924, -1451.0342800000008, 95.31308000000001]","[-2751.94187, 31.66936, -1384.9838, 10.84048]","[-3075.08555, 104.56408, -1292.5747199999987, 291.57888]","[-3373.77475, 219.28416, -1194.756800000001, 458.88032000000004]","[-3676.7479, 310.09982, -1211.8925999999992, 363.26264000000003]","[-3963.11619, 352.756, -1145.4731600000014, 170.6247199999998]","[-4244.00762, 426.2865, -1123.5657200000014, 294.12200000000036]","[-4485.16507, 552.54748, -964.6297999999988, 505.04391999999984]","[-4720.787420000001, 717.80425, -942.4894000000022, 661.0270800000003]","[-4999.65198, 835.02582, -1115.4582399999963, 468.8862799999997]","[-5265.18368, 936.26778, -1062.1268000000018, 404.96784000000025]","[-5475.10209, 1100.35034, -839.6736400000009, 656.3302399999998]","[-5714.53716, 1305.07308, -957.7402799999982, 818.8909599999997]","[-6002.15944, 1424.84081, -1150.489120000002, 479.0709200000001]"
