,Type,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16
0,People,"[5699.45446, 1053.24003, -97.62835999999879, -256.35324000000037]","[5624.74574, 957.41086, -298.8348799999985, -383.3166799999999]","[5518.75279, 898.48439, -423.971800000003, -235.70587999999998]","[5462.31494, 869.42264, -225.75139999999737, -116.24699999999984]","[5403.43448, 855.46935, -235.52184000000125, -55.81316000000015]","[5274.00166, 813.37354, -517.73128, -168.38323999999966]","[5099.60928, 707.58011, -697.5695200000009, -423.17372000000023]","[4900.72491, 551.29224, -795.537479999999, -625.15148]","[4674.53009, 398.05588, -904.7792799999996, -612.9454400000005]","[4439.30306, 339.17467, -940.90812, -235.52484000000004]","[4178.61511, 293.17367, -1042.7518000000018, -184.0039999999999]","[3931.51226, 186.74345, -988.411399999999, -425.7208800000001]","[3677.51139, 98.92111, -1016.0034799999994, -351.28936]","[3418.89311, 16.00808, -1034.4731200000006, -331.65211999999997]","[3179.07187, -130.3155, -959.284959999999, -585.29432]","[2946.73889, -303.60478, -929.3319200000005, -693.1571200000001]"
1,People,"[2701.03054, -404.16166, -982.8333999999995, -402.2275199999999]","[2441.93979, -472.76342, -1036.3630000000012, -274.40704000000005]","[2175.5589, -577.14207, -1065.5235599999996, -417.5146]","[1913.83019, -706.34456, -1046.9148400000004, -516.80996]","[1634.61616, -790.1315, -1116.8561199999995, -335.14775999999983]","[1364.0574, -832.92269, -1082.2350400000005, -171.16476000000011]","[1094.48989, -913.98219, -1078.2700399999994, -324.23799999999983]","[837.07964, -1002.63616, -1029.641, -354.6158800000003]","[566.40831, -1050.01106, -1082.685320000001, -189.49960000000027]","[300.86597, -1068.48423, -1062.16936, -73.89267999999993]","[21.77032, -1119.73196, -1116.3826, -204.9909200000002]","[-253.75407, -1198.35052, -1102.0975600000002, -314.47423999999955]","[-523.47232, -1243.24066, -1078.8729999999998, -179.5605599999999]","[-793.17234, -1231.62741, -1078.80008, 46.45299999999952]","[-1075.289, -1260.59988, -1128.46664, -115.88987999999972]","[-1351.79621, -1342.74657, -1106.02884, -328.58676000000014]"
2,People,"[-1637.33835, -1401.38783, -1142.16856, -234.5650399999995]","[-1921.62362, -1382.94013, -1137.1410800000003, 73.79079999999976]","[-2198.43757, -1374.12994, -1107.2558, 35.24075999999968]","[-2457.11502, -1364.01946, -1034.7098000000005, 40.44192000000021]","[-2725.09709, -1355.20767, -1071.92828, 35.247159999999894]","[-2977.41819, -1321.28515, -1009.2843999999986, 135.6900800000003]","[-3191.04929591628, -1304.9274200186046, -854.5244236651197, 65.43091992558129]","[-3184.776082893023, -1315.7297951348835, 25.092852093026522, -43.209500465115525]","[-3178.5028698697674, -1326.5321702511628, 25.092852093022906, -43.20950046511738]","[-3172.229656846512, -1337.334545367442, 25.092852093021065, -43.209500465116434]","[-3165.956443823256, -1348.1369204837208, 25.092852093024703, -43.209500465115525]","[-3159.6832308000003, -1358.9392956, 25.092852093022884, -43.209500465116434]","[-3153.410017776744, -1369.741670716279, 25.092852093024703, -43.209500465116434]","[-3147.1368047534884, -1380.544045832558, 25.092852093022884, -43.209500465115525]","[-3140.8635917302327, -1391.3464209488372, 25.092852093022884, -43.209500465117344]","[-3134.590378706977, -1402.1487960651164, 25.092852093022884, -43.209500465116434]"
3,People,"[-3128.317165683721, -1412.9511711813952, 25.092852093022707, -43.20950046511522]","[-3122.043952660465, -1423.7535462976743, 25.092852093024703, -43.209500465116434]","[-3115.7707396372093, -1434.5559214139537, 25.092852093022884, -43.209500465117344]","[-3109.4975266139536, -1445.3582965302326, 25.092852093022884, -43.209500465115525]","[-3103.224313590698, -1456.1606716465117, 25.092852093022884, -43.209500465116434]","[-3096.9511005674417, -1466.9630467627908, 25.092852093024703, -43.209500465116434]","[-3090.677887544186, -1477.7654218790697, 25.092852093022884, -43.209500465115525]","[-3084.4046745209303, -1488.5677969953488, 25.092852093022884, -43.209500465116434]","[-3078.1314614976745, -1499.370172111628, 25.092852093022906, -43.20950046511738]","[-3071.858248474419, -1510.172547227907, 25.092852093022884, -43.209500465115525]","[-3065.585035451162, -1520.974922344186, 25.092852093026522, -43.209500465116434]","[-3059.311822427907, -1531.7772974604652, 25.092852093021065, -43.209500465116434]","[-3053.038609404651, -1542.579672576744, 25.092852093022884, -43.209500465115525]","[-3046.7653963813955, -1553.3820476930232, 25.092852093022884, -43.209500465116434]","[-3040.49218335814, -1564.1844228093023, 25.092852093021065, -43.209500465116434]","[-3034.218970334884, -1574.9867979255814, 25.092852093024703, -43.209500465116434]"
4,People,"[-3027.945757311628, -1585.7891730418603, 25.092852093024703, -43.209500465115525]","[-3021.672544288372, -1596.5915481581396, 25.092852093022884, -43.209500465117344]","[-3015.3993312651164, -1607.3939232744187, 25.092852093022884, -43.209500465116434]","[-3009.12611824186, -1618.1962983906976, 25.092852093026522, -43.209500465115525]","[-3002.8529052186045, -1628.9986735069767, 25.092852093021065, -43.209500465116434]","[-2996.579692195349, -1639.8010486232558, 25.092852093022884, -43.209500465116434]","[-2990.306479172093, -1650.603423739535, 25.092852093022884, -43.209500465116434]","[-2984.0332661488374, -1661.405798855814, 25.092852093022884, -43.209500465116434]","[-2977.760053125581, -1672.208173972093, 25.092852093024725, -43.20950046511556]","[-2971.486840102325, -1683.010549088372, 25.092852093024703, -43.209500465116434]","[-2965.2136270790697, -1693.8129242046512, 25.092852093021065, -43.209500465116434]","[-2958.940414055814, -1704.6152993209305, 25.092852093022884, -43.209500465117344]","[-2952.6672010325583, -1715.4176744372094, 25.092852093022884, -43.209500465115525]","[-2946.393988009302, -1726.2200495534885, 25.092852093024703, -43.209500465116434]","[-2940.1207749860464, -1737.0224246697676, 25.092852093022884, -43.209500465116434]","[-2933.8475619627907, -1747.8247997860465, 25.092852093022884, -43.209500465115525]"
5,People,"[-2927.574348939535, -1758.6271749023256, 25.092852093022884, -43.209500465116434]","[-2875.68304, -1771.24111, 207.56523575814026, -50.45574039069743]","[-2582.21751, -1791.11327, 1173.8621199999998, -79.48864000000049]","[-2290.72669, -1799.43612, 1165.96328, -33.29140000000007]","[-1991.17035, -1851.30968, 1198.2253599999995, -207.49424]","[-1676.50958, -1896.0063, 1258.6430800000007, -178.78647999999976]","[-1333.53012, -1892.136, 1371.91784, 15.481200000000172]","[-979.72812, -1855.08462, 1415.2079999999996, 148.20551999999952]","[-607.04601, -1832.63256, 1490.7284400000012, 89.80824000000038]","[-218.53119, -1812.62404, 1554.05928, 80.03408000000036]","[130.26167, -1720.69613, 1395.17144, 367.71163999999953]","[466.62538, -1635.90505, 1345.4548399999999, 339.16431999999986]","[817.62496, -1615.88478, 1403.99832, 80.08107999999993]","[1158.27785, -1581.32791, 1362.6115599999998, 138.22748000000047]","[1499.65944, -1541.89327, 1365.5263599999998, 157.73855999999978]","[1851.42687, -1528.27944, 1407.0697200000004, 54.45532000000003]"
6,People,"[2191.92455, -1547.31381, 1361.9907200000007, -76.13748000000032]","[2522.61526, -1543.81972, 1322.7628399999994, 13.976360000000568]","[2843.49416, -1491.38813, 1283.5156000000006, 209.72635999999966]","[3154.6666, -1452.82194, 1244.6897599999993, 154.26476000000002]","[3477.7686, -1445.70703, 1292.4079999999994, 28.459640000000036]","[3793.88758, -1408.8282, 1264.4759200000008, 147.51532000000043]","[4094.94826, -1331.86584, 1204.2427200000002, 307.84943999999996]","[4385.0503, -1281.2666, 1160.408159999999, 202.39696000000004]","[4638.14751, -1316.51495, 1012.3888400000005, -140.9934000000004]","[4887.16688, -1376.69238, 996.0774799999999, -240.70971999999983]","[5146.17261, -1431.75158, 1036.0229199999994, -220.23680000000058]","[5393.60144, -1531.34462, 989.715320000003, -398.3721599999999]","[5582.43765, -1674.02508, 755.3448399999979, -570.7218399999992]","[5780.72458, -1800.50197, 793.1477200000008, -505.90756000000056]","[5806.339883773234, -1819.2153430483272, 102.46121509293516, -74.85349219330874]","[5818.484170483271, -1831.4177594052044, 48.57714684014718, -48.80966542750866]"
7,People,"[5830.628457193308, -1843.6201757620815, 48.57714684015151, -48.80966542750936]","[5842.772743903345, -1855.8225921189592, 48.57714684014718, -48.80966542751048]","[5854.917030613383, -1868.0250084758363, 48.57714684015082, -48.80966542750866]","[5867.06131732342, -1880.2274248327135, 48.57714684014718, -48.80966542750866]","[5879.205604033457, -1892.4298411895911, 48.57714684015082, -48.80966542751048]","[5891.349890743494, -1904.6322575464685, 48.57714684014718, -48.80966542750957]","[5903.494177453532, -1916.8346739033457, 48.57714684015082, -48.80966542750866]","[5915.638464163569, -1929.037090260223, 48.57714684014718, -48.80966542750957]","[5927.782750873606, -1941.2395066171005, 48.57714684015086, -48.809665427509614]","[5939.927037583643, -1953.4419229739776, 48.57714684014718, -48.80966542750866]","[5952.07132429368, -1965.644339330855, 48.57714684014718, -48.80966542750957]","[5964.215611003718, -1977.8467556877324, 48.57714684015082, -48.80966542750957]","[5976.359897713754, -1990.0491720446096, 48.57714684014718, -48.80966542750866]","[5988.504184423792, -2002.2515884014872, 48.57714684015082, -48.80966542751048]","[6000.648471133829, -2014.4540047583644, 48.57714684014718, -48.80966542750866]","[6012.792757843867, -2026.6564211152415, 48.57714684015082, -48.80966542750866]"
8,People,"[6024.937044553903, -2038.8588374721191, 48.57714684014718, -48.80966542751048]","[6037.081331263941, -2051.0612538289965, 48.57714684015082, -48.80966542750957]","[6049.225617973978, -2063.2636701858737, 48.57714684014718, -48.80966542750866]","[6017.58208, -2073.23802, -126.5741518959112, -39.897399256504286]","[5967.46383, -2040.97638, -200.47300000000178, 129.04655999999886]","[5933.52711, -2001.49726, -135.74687999999878, 157.91647999999986]","[5905.35725, -1938.39908, -112.67943999999989, 252.39272000000074]","[5868.64728, -1857.32652, -146.83987999999954, 324.29023999999936]","[5761.31587, -1753.37451, -429.3256399999995, 415.80804000000023]","[5571.971, -1655.29472, -757.3794800000032, 392.31916]","[5346.53685, -1553.60809, -901.7365999999965, 406.7465200000006]","[5156.74993, -1414.97522, -759.1476800000019, 554.5314799999996]","[4939.54315, -1307.76958, -868.8271199999981, 428.8225600000005]","[4688.27574, -1249.93913, -1005.0696400000015, 231.3217999999997]","[4454.22271, -1142.82247, -936.2121200000001, 428.46663999999964]","[4219.33161, -968.09111, -939.5643999999993, 698.9254400000004]"
9,People,"[3971.80482, -779.14245, -990.1071600000014, 755.7946399999996]","[3685.22621, -638.01695, -1146.31444, 564.5020000000004]","[3407.69897, -485.7063, -1110.1089599999996, 609.2425999999998]","[3155.26535, -302.8986, -1009.7344799999992, 731.2308]","[2882.09924, -130.13157, -1092.6644400000005, 691.0681199999999]","[2592.59871, 1.95768, -1158.0021199999992, 528.3570000000001]","[2302.86342, 157.24653, -1158.9411600000003, 621.1554]","[2024.44764, 346.87142, -1113.6631200000002, 758.49956]","[1725.49543, 492.77637, -1195.8088400000017, 583.6198000000005]","[1424.07037, 576.13053, -1205.7002400000001, 333.41664000000014]","[1128.21816, 704.03816, -1183.40884, 511.6305199999997]","[843.79803, 834.82719, -1137.6805199999994, 523.1561200000001]","[580.42517, 923.82591, -1053.4914400000002, 355.9948800000002]","[348.30205, 985.25408, -928.4924799999999, 245.7126800000001]","[123.61792, 1067.18844, -898.73652, 327.7374399999994]","[-69.57233, 1205.52174, -772.761, 553.3332]"
