,Type,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16
0,People,"[-8302.00894, 1205.64953, 0.0, 0.0]","[-8245.42041, 1465.47445, 226.35411999999633, 1039.29968]","[-8209.356738301887, 1533.8423558490565, 144.25468679245387, 273.4716233962263]","[-8190.047313773585, 1471.2185681132075, 77.23769811320744, -250.49515094339586]","[-8170.737889245283, 1408.5947803773583, 77.23769811320744, -250.49515094339677]","[-8151.428464716982, 1345.9709926415094, 77.23769811320744, -250.49515094339586]","[-8132.11904018868, 1283.3472049056604, 77.23769811320744, -250.49515094339586]","[-8112.809615660377, 1220.7234171698112, 77.23769811321108, -250.49515094339677]","[-8079.09577, 1099.01227, 134.8553826415083, -486.8445886792456]","[-7979.68184, 950.91984, 397.65571999999884, -592.3697199999997]","[-7788.45737, 914.61103, 764.8978800000004, -145.23523999999998]","[-7519.53052, 893.31359, 1075.7073999999993, -85.1897600000002]","[-7247.91688, 815.68169, 1086.454560000002, -310.5275999999999]","[-6982.01545, 711.08924, 1063.6057199999996, -418.36979999999994]","[-6723.93374, 653.45571, 1032.326839999998, -230.53412000000026]","[-6438.57246, 642.71317, 1141.4451200000003, -42.97015999999985]"
1,People,"[-6144.96013, 606.03007, 1174.4493199999997, -146.73239999999987]","[-5869.35406, 558.34826, 1102.424280000003, -190.72724000000017]","[-5569.51999, 541.41325, 1199.3362799999995, -67.74004000000014]","[-5253.67029, 589.79249, 1263.398799999999, 193.51696000000038]","[-4917.44326, 632.81107, 1344.90812, 172.07431999999972]","[-4624.1288, 638.8257122222223, 1173.2578399999984, 24.058568888889113]","[-4320.33483, 664.96655, 1215.1758800000025, 104.56335111111093]","[-4046.05102, 788.68446, 1097.1352399999996, 494.87163999999984]","[-3758.4949366666665, 912.2354333333334, 1150.2243333333345, 494.20389333333424]","[-3469.24046, 1008.67591, 1157.017906666666, 385.7619066666666]","[-3176.99446, 1088.93013, 1168.9840000000004, 321.0168799999997]","[-2895.57463, 1186.43401, 1125.6793199999993, 390.0155199999999]","[-2602.86196, 1347.38801, 1170.8506799999996, 643.8159999999998]","[-2297.98306, 1428.10127, 1219.5156000000006, 322.8530400000009]","[-1995.86225, 1444.13471, 1208.4832400000005, 64.13375999999971]","[-1720.42021, 1483.46775, 1101.7681599999996, 157.33215999999993]"
2,People,"[-1441.78235, 1535.01836, 1114.5514400000002, 206.20244000000002]","[-1195.69444, 1498.5394, 984.3516399999999, -145.91584000000057]","[-1026.88685, 1376.80764, 675.2303599999996, -486.9270399999996]","[-873.27764, 1206.61261, 614.4368400000003, -680.7801200000004]","[-682.88458, 1060.80972, 761.57224, -583.2115599999997]","[-479.28432, 904.73436, 814.4010400000002, -624.3014399999997]","[-320.1142, 701.82815, 636.68048, -811.62484]","[-152.14941, 447.56677, 671.85916, -1017.0455200000001]","[60.35893, 242.4503, 850.0333600000007, -820.4658800000008]","[335.1652, 109.30151, 1099.2250800000002, -532.5951600000001]","[627.78715, -7.17981, 1170.4877999999999, -465.92528]","[917.00858, -131.02645, 1156.8857200000002, -495.38656000000003]","[1222.07955, -195.50999, 1220.2838799999995, -257.9341599999999]","[1535.62556, -131.79388, 1254.18404, 254.86443999999995]","[1865.99658, -89.5845, 1321.4840800000002, 168.83751999999998]","[2187.51119, -122.86569, 1286.0584400000007, -133.12475999999998]"
3,People,"[2533.13021, -165.01749, 1382.4760799999985, -168.60720000000003]","[2868.53875, -126.22289, 1341.6341600000014, 155.1784]","[3215.43881, -110.15771, 1387.6002399999998, 64.26072000000005]","[3538.31029, -125.25808, 1291.4859199999992, -60.40148000000005]","[3836.12361, -128.4865, 1191.2532800000008, -12.91368]","[4116.69918, -62.64699, 1122.302279999998, 263.35804]","[4425.06112, -16.51836, 1233.4477600000027, 184.51452]","[4732.822403636364, -22.032095454545452, 1231.045134545453, -22.054941818181803]","[5075.988535, -60.678635, 1372.6645254545485, -154.58615818181832]","[5407.33721, -37.98928, 1325.394699999997, 90.75742]","[5722.09891, 32.45772, 1259.0468, 281.788]","[6018.91986, 64.90809, 1187.283800000001, 129.80148]","[6272.95908, 28.23409, 1016.1568799999986, -146.69600000000003]","[6546.34408, -3.5467, 1093.5400000000009, -127.12316]","[6839.51751, 24.94393, 1172.6937199999993, 113.96252000000001]","[7134.27198, 72.10989, 1179.017880000003, 188.66383999999996]"
4,People,"[7416.41574, 29.1746, 1128.5750399999918, -171.74115999999876]","[7736.46124, -47.44804, 1280.181999999997, -306.49056]","[8072.612989, -24.0993555, 1344.6069960000023, 93.39473799999999]","[8384.4657015, 28.69318825000001, 1247.4108499999966, 211.17017500000003]","[8726.7655, 75.4663, 1369.1991940000007, 187.092447]","[8943.06310760479, 136.42883, 865.190430419163, 243.85012]","[8930.956323173652, 192.93633, -48.42713772455318, 226.02999999999997]","[8918.849538742514, 249.44383, -48.42713772455318, 226.02999999999997]","[8906.742754311377, 305.95133, -48.42713772454594, 226.03000000000017]","[8894.635969880239, 362.45883, -48.42713772455318, 226.02999999999997]","[8882.529185449102, 418.96633, -48.4271377245459, 226.0300000000002]","[8870.422401017964, 475.47383, -48.42713772455318, 226.02999999999997]","[8772.93757, 483.66036, -389.9393240718564, 32.74612000000002]","[8622.326332962964, 343.1235555555555, -602.4449481481424, -562.147217777778]","[8486.971348395062, 182.83599074074075, -541.4199382716106, -641.1502592592591]","[8351.616363827161, 22.54842592592587, -541.4199382716033, -641.1502592592595]"
5,People,"[8212.72019, 10.23215, -555.5846953086439, -49.265103703703474]","[8002.9725, 62.77763, -838.9907600000006, 210.18192]","[7759.61413, 70.99103, -973.4334799999997, 32.85359999999997]","[7472.62169, 96.13665, -1147.96976, 100.58248000000003]","[7181.80337, 150.06574, -1163.2732800000013, 215.71636]","[6885.0009, 202.84978, -1187.2098799999985, 211.13616000000002]","[6593.73706, 193.95608, -1165.0553599999985, -35.574800000000096]","[6295.94375, 160.29298, -1191.17324, -134.65239999999994]","[5991.35832, 185.32624, -1218.3417200000015, 100.13304000000014]","[5674.16146, 259.89864, -1268.78744, 298.28959999999995]","[5380.986011282052, 278.0768643589744, -1172.7017948717948, 72.7128974358975]","[5085.230351578947, 294.49612526315786, -1183.0226388124174, 65.67704361673395]","[4791.40671, 325.3577, -1175.294566315788, 123.44629894736863]","[4486.54408, 393.66138, -1219.4505200000021, 273.21471999999994]","[4172.80853, 432.92723, -1254.9421999999977, 157.0634]","[3857.34767, 427.65208, -1261.8434400000006, -21.100599999999986]"
6,People,"[3540.30575, 420.48507, -1268.1676800000005, -28.66804000000002]","[3228.85874, 460.75925, -1245.7880399999995, 161.09672]","[2925.42924, 487.56356, -1213.7180000000008, 107.21723999999995]","[2631.50553, 467.83664, -1175.69484, -78.90768000000003]","[2328.97801, 439.52865, -1210.1100800000004, -113.23195999999984]","[2038.36768, 442.26222, -1162.441319999999, 10.934279999999944]","[1735.65126, 477.08606, -1210.8656799999999, 139.29535999999985]","[1444.76007, 453.21991, -1163.5647600000002, -95.46459999999979]","[1142.31832, 430.76572, -1209.767000000001, -89.81676000000024]","[860.2519, 470.65262, -1128.2656800000004, 159.5476000000001]","[592.5123, 586.01121, -1070.9584, 461.43435999999997]","[326.70749, 706.21274, -1063.21924, 480.8061200000002]","[29.84814, 798.39274, -1187.4374, 368.7199999999998]","[-252.22981, 936.11712, -1128.3118, 550.89752]","[-503.19726, 1166.63173, -1003.8698000000002, 922.0584400000002]","[-769.07295, 1355.87175, -1063.5027599999999, 756.9600799999998]"
7,People,"[-1045.45993, 1448.78581, -1105.54792, 371.65624000000025]","[-1359.00648, 1494.87966, -1254.1862, 184.3753999999999]","[-1669.57133, 1550.0054, -1242.2594, 220.5029599999998]","[-1971.50896, 1573.93868, -1207.7505199999996, 95.73311999999987]","[-2220.09589, 1542.08656, -994.3477200000007, -127.40848000000005]","[-2408.16215, 1524.09707, -752.2650400000002, -71.95795999999973]","[-2549.80152, 1585.16267, -566.5574799999995, 244.26239999999962]","[-2666.94029, 1746.24685, -468.5550800000001, 644.3367200000002]","[-2830.1027, 1940.98805, -652.6496400000002, 778.9648000000004]","[-3016.9798, 2084.62264, -747.5084000000006, 574.5383600000005]","[-3227.69984, 2202.11799, -842.8801600000006, 469.9814000000006]","[-3463.75797, 2372.66074, -944.2325199999996, 682.1709999999985]","[-3716.907520441177, 2515.2688873529414, -1012.5982017647075, 570.4325894117665]","[-3978.682222647059, 2526.782924117647, -1047.098808823528, 46.05614705882181]","[-4240.4569248529415, 2538.296960882353, -1047.09880882353, 46.056147058823626]","[-4522.01884, 2543.36793, -1126.247660588233, 20.28387647058844]"
8,People,"[-4819.540415, 2480.385307, -1190.0863000000195, -251.93049200000308]","[-5117.731618125, 2414.772710125, -1192.7648124999978, -262.45038750000094]","[-5415.922821249999, 2349.16011325, -1192.7648124999978, -262.4503874999991]","[-5711.24735, 2247.83079, -1181.2981150000014, -405.31729300000006]","[-5998.34498, 2179.21728, -1148.3905200000008, -274.45404000000053]","[-6312.52123, 2124.74287, -1256.7050000000017, -217.89763999999923]","[-6593.97839, 2027.62502, -1125.8286399999997, -388.47140000000036]","[-6901.513784000001, 1942.593041, -1230.1415760000018, -340.12791599999946]","[-7262.084248275862, 1949.247114482759, -1442.2818571034454, 26.61629393103524]","[-7460.697813448275, 1934.267121724138, -794.4542606896539, -59.91997103448375]","[-7589.998498793103, 1904.168276896552, -517.2027413793112, -120.39537931034374]","[-7719.299184137931, 1874.0694320689652, -517.2027413793112, -120.39537931034738]","[-7848.599869482758, 1843.9705872413792, -517.2027413793076, -120.39537931034374]","[-7977.900554827585, 1813.871742413793, -517.2027413793112, -120.39537931034465]","[-8107.201240172413, 1783.772897586207, -517.2027413793112, -120.39537931034465]","[-8236.501925517241, 1753.6740527586203, -517.2027413793112, -120.39537931034647]"
9,People,"[-8065.95657, 1711.45778, 682.181422068963, -168.86509103448134]","[-7760.94792, 1714.55698, 1220.0346000000027, 12.39680000000044]","[-7553.23567, 1708.625, 830.8489999999983, -23.727920000000267]","[-7409.01937, 1659.04403, 576.8652000000002, -198.32387999999992]","[-7251.80925, 1496.46656, 628.8404799999989, -650.3098799999998]","[-7043.72658, 1320.12337, 832.3306800000028, -705.3727600000002]","[-6790.24551, 1234.73489, 1013.9242799999993, -341.5539200000003]","[-6515.77035, 1162.34491, 1097.9006399999998, -289.5599199999997]","[-6237.10836, 1028.75635, 1114.6479599999993, -534.3542400000001]","[-5947.65856, 885.58405, 1157.7992000000013, -572.6892000000003]","[-5645.6948, 839.61622, 1207.8550399999986, -183.8713200000002]","[-5339.94993, 852.35942, 1222.9794800000018, 50.97280000000001]","[-5048.71701, 797.1085, 1164.9316799999979, -221.0036799999998]","[-4741.36506, 689.57472, 1229.4078000000009, -430.13512000000037]","[-4439.8792, 632.88656, 1205.943439999999, -226.7526399999997]","[-4118.60159, 642.70351, 1285.1104400000004, 39.26780000000008]"
