,Type,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16
0,People,"[266.40663, 2643.23619, 0.0, 0.0]","[151.81406, 2771.51268, -458.37028, 513.105959999999]","[24.00851, 2981.57347, -511.22220000000004, 840.24316]","[-100.84409, 3205.35832, -499.4104, 895.1394]","[-166.63399, 3355.15362, -263.15960000000007, 599.1812000000009]","[-182.02928, 3423.95285, -61.581159999999954, 275.1969200000003]","[-158.47192, 3455.56084, 94.22943999999995, 126.43195999999989]","[-134.94583, 3464.71985, 94.10436000000004, 36.63603999999941]","[-127.25581, 3465.38903, 30.760080000000045, 2.6767199999994795]","[-124.71725, 3461.50594, 10.154239999999959, -15.532359999999244]","[-118.25713, 3456.11712, 25.840480000000014, -21.555280000000494]","[-115.6555, 3458.47954, 10.40652, 9.449679999999717]","[-115.0776, 3457.24778, 2.3115999999999985, -4.927039999998669]","[-114.46107, 3457.12799, 2.4661199999999894, -0.47916000000077474]","[-112.96111, 3458.00504, 5.999840000000006, 3.5082000000002154]","[-118.75587, 3456.80858, -23.179039999999986, -4.785840000000462]"
1,People,"[-120.36012, 3455.32781, -6.416999999999973, -5.923079999998663]","[-122.39057, 3462.1598, -8.121800000000007, 27.32795999999871]","[-125.69256, 3465.21954, -13.207960000000014, 12.238960000000588]","[-137.70541, 3460.53824, -48.0514, -18.72520000000077]","[-133.47034, 3462.01862, 16.94028000000003, 5.921519999999873]","[-124.16545, 3466.60809, 37.219559999999944, 18.357880000001387]","[-109.05143, 3465.48773, 60.45608000000004, -4.481440000001385]","[-102.18957, 3462.37287, 27.447439999999972, -12.459439999998722]","[-76.81809, 3436.43279, 101.4859200000001, -103.76032000000131]","[-90.41727, 3404.1035, -54.396720000000016, -129.3171599999987]","[-119.64155, 3408.29632, -116.89711999999997, 16.771279999999024]","[-113.69963, 3423.69724, 23.767679999999984, 61.60368000000017]","[-100.20175, 3430.91246, 53.99151999999998, 28.86088000000018]","[-88.6974, 3425.41914, 46.01740000000001, -21.97328000000016]","[44.12922, 3367.86331, 531.30648, -230.22331999999915]","[151.9301, 3312.29072, 431.20352, -222.29036000000087]"
2,People,"[195.03399, 3285.36793, 172.4155599999999, -107.69116000000031]","[185.51393, 3287.54834, -38.08024, 8.721639999999752]","[109.33207, 3300.50641, -304.72743999999994, 51.83228000000054]","[95.05287, 3256.42073, -57.11680000000001, -176.34272000000055]","[58.52755, 3183.27078, -146.10128, -292.59979999999996]","[106.5965, 3103.80773, 192.27580000000003, -317.85219999999936]","[175.52509, 2939.84664, 275.71436, -655.8443599999991]","[216.51887, 2737.33957, 163.97511999999995, -810.0282800000004]","[192.22042, 2517.01391, -97.1938000000001, -881.3026400000007]","[205.81596, 2228.59097, 54.38216, -1153.6917599999997]","[164.45592, 1983.19214, -165.44016, -981.5953200000004]","[159.86299, 1696.81663, -18.371719999999982, -1145.5020400000003]","[131.75218, 1391.82773, -112.44323999999995, -1219.9556000000002]","[32.28392, 1110.79548, -397.87304000000006, -1124.129]","[-83.97282, 854.04478, -465.02696000000003, -1027.0028000000002]","[-148.30618, 562.69125, -257.33344000000005, -1165.41412]"
3,People,"[-209.76714, 249.20756, -245.84384, -1253.9347599999999]","[-385.90838, 28.05677, -704.56496, -884.60316]","[-554.20595, -227.94719, -673.19028, -1024.01584]","[-654.1604, -491.79366, -399.8177999999998, -1055.3858799999998]","[-733.86081, -778.15298, -318.80164000000013, -1145.4372799999999]","[-860.92975, -1062.20079, -508.27576, -1136.1912400000006]","[-1035.79076, -1336.95554, -699.4440400000003, -1099.0189999999993]","[-1179.76972, -1615.73372, -575.9158399999997, -1115.11272]","[-1270.7934, -1902.64014, -364.0947200000004, -1147.625680000001]","[-1357.34428, -2219.32799, -346.20352, -1266.751400000001]","[-1480.81812, -2488.94521, -493.8953599999995, -1078.4688799999985]","[-1578.47229, -2737.1542, -390.6166800000001, -992.8359600000003]","[-1614.06828, -2973.19749, -142.38396000000012, -944.1731600000003]","[-1624.82963, -3243.46112, -43.04539999999997, -1081.0545199999997]","[-1644.75054, -3531.28677, -79.6836400000002, -1151.302600000001]","[-1642.42131, -3783.97784, 9.31692000000021, -1010.7642799999994]"
4,People,"[-1632.98317, -3863.96294, 37.75255999999963, -319.9403999999972]","[-1626.8108535135136, -3873.67421027027, 24.689265945945408, -38.845081081080934]","[-1623.09552, -3874.93744, 14.861334054054169, -5.052918918920113]","[-1627.85832, -3870.60133, -19.05119999999988, 17.34444000000076]","[-1631.37684, -3868.85836, -14.074079999999412, 6.971879999999146]","[-1633.81533, -3868.09195, -9.753960000000006, 3.0656400000007125]","[-1637.52945, -3869.19705, -14.856480000000374, -4.420400000000882]","[-1636.8983, -3869.15165, 2.5245999999997366, 0.1816000000017084]","[-1631.30767, -3869.15188, 22.362520000000607, -0.0009200000004057083]","[-1629.34267, -3871.01232, 7.859999999999673, -7.441759999999704]","[-1630.84202, -3873.95287, -5.997400000000198, -11.76220000000103]","[-1632.40059, -3874.74593, -6.234279999999671, -3.1722399999998743]","[-1629.67474, -3872.74765, 10.903400000000147, 7.993120000000999]","[-1621.52961, -3868.97566, 32.580519999999524, 15.08795999999893]","[-1613.92533, -3866.02021, 30.417120000000068, 11.821799999999712]","[-1611.40561, -3864.80475, 10.078880000000026, 4.8618400000013935]"
5,People,"[-1621.12607, -3870.01305, -38.88184000000001, -20.833200000000943]","[-1623.94201, -3872.12713, -11.26375999999982, -8.456319999999323]","[-1623.76371, -3870.3316, 0.7132000000001426, 7.182119999999486]","[-1618.78834, -3860.19062, 19.901479999999538, 40.56392000000051]","[-1598.80283, -3770.53886, 79.9420399999999, 358.60703999999896]","[-1619.23941, -3604.90778, -81.74631999999929, 662.5243200000004]","[-1699.92956, -3462.32976, -322.7606000000005, 570.3120799999997]","[-1773.48979, -3353.22306, -294.2409200000002, 436.4268000000011]","[-1821.8162, -3168.14157, -193.30563999999976, 740.3259600000008]","[-1809.11397, -2919.54908, 50.80891999999949, 994.36996]","[-1751.56183, -2652.86118, 230.20856000000003, 1066.7515999999996]","[-1660.54348, -2405.72646, 364.0734000000002, 988.5388800000001]","[-1565.67849, -2194.52921, 379.45996000000014, 844.7889999999989]","[-1428.87081, -1981.5743, 547.2307200000005, 851.8196400000006]","[-1259.5437, -1824.33697, 677.3084399999998, 628.9493199999997]","[-1111.59646, -1723.49659, 591.7889599999999, 403.3615200000004]"
6,People,"[-935.99535, -1610.80787, 702.4044399999998, 450.7548799999995]","[-777.74188, -1458.41259, 633.01388, 609.5811200000007]","[-629.04451, -1249.15262, 594.7894800000004, 837.0398799999994]","[-482.66068, -1039.62291, 585.5353199999997, 838.1188400000001]","[-316.55691, -822.03912, 664.41508, 870.3351600000001]","[-163.28204, -560.77168, 613.0994800000001, 1045.0697600000003]","[-83.07804, -262.68612, 320.816, 1192.3422399999997]","[-27.73493, 58.55151, 221.37244, 1284.95052]","[57.35829, 362.03357, 340.3728800000003, 1213.928240000001]","[123.59444, 665.62674, 264.94460000000004, 1214.3726800000002]","[98.31378, 956.36899, -101.12264000000005, 1162.969]","[69.22984, 1270.86036, -116.33576, 1257.9654799999994]","[99.9644, 1578.36957, 122.93824000000001, 1230.0368400000007]","[166.21919, 1882.28699, 265.01916, 1215.66968]","[182.80129, 2174.03326, 66.32839999999999, 1166.9850800000004]","[145.23871, 2457.37464, -150.25032, 1133.3655199999994]"
7,People,"[99.62125, 2750.83178, -182.46983999999998, 1173.82856]","[84.398, 3045.46272, -60.89300000000003, 1178.52376]","[63.05844, 3375.03712, -85.35824, 1318.2975999999999]","[47.71167, 3493.63598, -61.38708, 474.39544000000024]","[51.51717, 3511.13533, 15.222000000000008, 69.9974000000002]","[52.12019, 3507.23185, 2.412080000000003, -15.61391999999978]","[39.19834, 3513.43445, -51.6874, 24.8104000000003]","[22.97312, 3516.70865, -64.90088, 13.096799999999348]","[2.08694, 3515.73641, -83.54472000000008, -3.8889600000002282]","[-11.57695, 3518.74628, -54.65556, 12.039479999999458]","[-17.76405, 3500.30046, -24.748400000000004, -73.78327999999965]","[40.68399, 3485.93592, 233.79216000000002, -57.458160000000134]","[60.33072, 3447.71673, 78.58691999999999, -152.8767599999992]","[72.91079, 3379.02419, 50.320280000000025, -274.77016000000003]","[82.22854, 3251.75121, 37.27099999999996, -509.09192000000075]","[55.21638, 3072.88603, -108.04863999999998, -715.4607199999991]"
8,People,"[-40.92299, 2850.28394, -384.55748000000546, -890.4083600000139]","[-194.2737, 2722.687, -613.40284, -510.3877599999996]","[-423.21998, 2659.60417, -915.7851200000001, -252.33131999999932]","[-677.67057, 2576.67876, -1017.8023599999999, -331.70164000000113]","[-926.08809, 2440.69798, -993.6700799999999, -543.9231199999995]","[-1196.72024, 2316.45586, -1082.5286000000006, -496.96847999999954]","[-1493.54741, 2259.86849, -1187.3086799999992, -226.34948000000077]","[-1783.68115, 2239.3045, -1160.53496, -82.2559599999986]","[-2047.97652, 2149.76719, -1057.181480000001, -358.149240000001]","[-2301.74905, 1991.54891, -1015.0901199999998, -632.8731200000002]","[-2584.94449, 1884.30412, -1132.7817599999998, -428.97915999999987]","[-2887.13249, 1783.11377, -1208.7520000000004, -404.7614000000003]","[-3138.22369, 1644.55775, -1004.3647999999994, -554.22408]","[-3388.40016, 1467.12753, -1000.7058800000013, -709.7208799999999]","[-3671.63817, 1296.07837, -1132.9520400000001, -684.1966400000001]","[-3937.50034, 1132.44089, -1063.4486799999995, -654.5499199999995]"
9,People,"[-4174.99691, 932.79554, -949.9862799999992, -798.5814000000005]","[-4367.345576666667, 690.6444433333334, -769.394666666667, -968.6043866666664]","[-4576.47797, 434.92319, -836.5295733333332, -1022.8850133333335]","[-4808.56276, 197.75984, -928.3391599999995, -948.6533999999999]","[-5018.59786, -18.56113, -840.1404000000002, -865.28388]","[-5180.30553, -298.39789, -646.8306799999991, -1119.34704]","[-5346.81136, -611.09826, -666.0233200000002, -1250.8014799999999]","[-5552.11441, -872.10457, -821.2122000000018, -1044.02524]","[-5784.00789, -1132.69225, -927.5739199999997, -1042.3507200000013]","[-5948.75988, -1414.718, -659.007959999999, -1128.103]","[-6034.42286375, -1536.8353325, -342.6519350000017, -488.4693299999999]","[-6091.089776578948, -1602.358967368421, -226.66765131579086, -262.09453947368365]","[-6147.756689407896, -1667.882602236842, -226.6676513157945, -262.09453947368456]","[-6204.423602236842, -1733.4062371052632, -226.6676513157836, -262.09453947368456]","[-6261.09051506579, -1798.9298719736842, -226.66765131579086, -262.09453947368365]","[-6317.757427894737, -1864.4535068421053, -226.66765131578723, -262.09453947368456]"
