,Type,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16
0,People,"[851.61561, 3136.21654, 0, 0]","[724.62237, 3206.69047, -507.9729599999996, 281.89572000000044]","[658.09965, 3213.34974, -266.0908800000002, 26.637080000000424]","[645.04611, 3195.26033, -52.21415999999999, -72.35764000000017]","[649.47828, 3164.51219, 17.728680000000168, -122.9925600000006]","[661.04627, 3142.49447, 46.271960000000036, -88.0708799999993]","[675.00723, 3125.24678, 55.84384, -68.99076000000059]","[700.02972, 3110.79288, 100.08995999999979, -57.815599999999904]","[690.6411, 3115.50594, -37.55447999999982, 18.852240000000183]","[686.99383, 3105.72497, -14.589080000000195, -39.12387999999919]","[680.63977, 3086.72889, -25.416240000000016, -75.98432000000139]","[673.84232, 3064.8096, -27.189800000000105, -87.67715999999928]","[664.38572, 3045.99307, -37.82639999999992, -75.26612000000023]","[648.26323, 3023.81466, -64.48995999999988, -88.71363999999994]","[630.05932, 3016.24962, -72.81564000000026, -30.260159999999814]","[670.9614, 3029.59038, 163.60832000000028, 53.36304000000018]"
1,People,"[723.74052, 3090.52295, 0, 0]","[753.32211, 3131.16646, 118.32636000000002, 162.5740399999995]","[641.24361, 3162.86721, -448.31399999999985, 126.80299999999988]","[518.92395, 3086.8998, -489.27864, -303.869639999999]","[467.80346, 3057.48321, -204.48196000000007, -117.66636000000108]","[447.68485, 3048.29248, -80.47443999999996, -36.76291999999921]","[447.69717, 3106.92061, 0.049280000000180735, 234.51252000000022]","[601.03417, 3237.83799, 613.348, 523.6695199999995]","[635.63261, 3223.1022, 138.39376000000004, -58.943160000000766]","[636.42206, 3166.90897, 3.157799999999952, -224.77291999999943]","[679.04934, 2960.64339, 170.50912000000017, -825.0623199999991]","[690.86591, 2656.31092, 47.266279999999824, -1217.3298800000011]","[638.13654, 2349.16265, -210.91748000000007, -1228.5930799999987]","[491.86309, 2054.6432, -585.0937999999999, -1178.077800000001]","[398.45165, 1753.14021, -373.6457600000001, -1206.0119599999998]","[338.27323, 1427.51954, -240.71367999999984, -1302.48268]"
2,People,"[205.48891, 1115.82873, 0, 0]","[48.89839, 846.95762, -626.36208, -1075.4844399999997]","[-158.9208, 474.98611, -831.2767600000001, -1487.88604]","[-228.52919, 111.84754, -278.43355999999994, -1452.55428]","[-323.77407, -175.54774, -380.97952, -1149.58112]","[-427.52441, -375.6229, -415.00136, -800.30064]","[-517.28424, -644.55438, -359.03931999999986, -1075.72592]","[-587.63149, -924.37842, -281.3890000000001, -1119.2961599999999]","[-663.54373, -1222.90099, -303.6489600000003, -1194.0902800000015]","[-806.7034, -1472.91987, -572.63868, -1000.0755199999994]","[-980.20768, -1739.04487, -694.01712, -1064.5]","[-1077.31184, -1985.82253, -388.41664000000037, -987.1106399999999]","[-1107.99087, -2250.26392, -122.71612000000005, -1057.7655599999998]","[-1156.81792, -2545.45918, -195.3081999999995, -1180.7810399999998]","[-1259.9016, -2785.84056, -412.33471999999983, -961.525520000001]","[-1405.66582, -3059.6968, -583.0568800000001, -1095.4249600000003]"
3,People,"[-1482.37253, -3315.88174, 0, 0]","[-1535.02366, -3511.05686, -210.60451999999987, -780.7004800000013]","[-1571.27902, -3624.93695, -145.02143999999953, -455.5203599999986]","[-1575.97142, -3649.26402, -18.769600000000537, -97.3082800000011]","[-1585.4205, -3635.65099, -37.79631999999947, 54.45211999999992]","[-1603.41875, -3613.09385, -71.9930000000004, 90.22855999999956]","[-1639.53067, -3578.95774, -144.44768000000022, 136.5444400000015]","[-1640.19399, -3575.51986, -2.6532799999995405, 13.7515199999998]","[-1635.16678, -3599.72997, 20.10883999999989, -96.84044000000003]","[-1642.91968, -3609.87307, -31.011599999999817, -40.572400000000926]","[-1643.7511, -3639.73582, -3.3256799999999203, -119.45099999999911]","[-1653.25445, -3670.47174, -38.01339999999982, -122.94368000000031]","[-1662.02129, -3690.52285, -35.06736000000001, -80.20443999999952]","[-1659.35041, -3704.54623, 10.68351999999959, -56.09352000000035]","[-1638.5371, -3717.56416, 83.25324, -52.071719999999914]","[-1617.91444, -3711.85189, 82.49063999999998, 22.849079999999958]"
4,People,"[-1551.20595, -3694.33303, 0, 0]","[-1397.84001, -3624.1931, 613.4637600000005, 280.5597199999993]","[-1270.93466, -3437.75493, 507.6214, 745.7526799999996]","[-1211.90473, -3227.30591, 236.1197199999997, 841.7960800000001]","[-1175.78392, -3149.3211, 144.48323999999957, 311.9392399999997]","[-1072.67206, -3125.26661, 412.4474399999999, 96.21795999999995]","[-837.82528, -3128.86537, 939.3871200000003, -14.395039999999426]","[-711.78974, -3077.85471, 504.1421599999999, 204.04263999999966]","[-578.18443, -2886.98836, 534.4212400000006, 763.4654000000016]","[-407.41842, -2668.55353, 683.06404, 873.7393199999988]","[-191.65603, -2534.1572, 863.0495600000002, 537.5853200000001]","[71.89093, -2436.26917, 1054.18784, 391.5521200000003]","[286.93919, -2304.50941, 860.19304, 527.0390399999997]","[487.85602, -2129.44983, 803.66732, 700.2383200000004]","[709.89535, -1986.48995, 888.15732, 571.8395200000004]","[947.28258, -1877.88244, 949.5489200000002, 434.4300399999993]"
5,People,"[1189.55248, -1769.38131, 0, 0]","[1405.67733, -1621.71012, 864.4993999999997, 590.6847600000001]","[1635.27047, -1472.87604, 918.3725599999998, 595.3363199999994]","[1892.59782, -1398.14096, 1029.3094, 298.9403200000006]","[2166.92577, -1351.06397, 1097.3117999999995, 188.3079600000001]","[2424.28877, -1275.16032, 1029.4520000000011, 303.6145999999999]","[2683.36382, -1147.27145, 1036.3001999999997, 511.55548]","[2968.0867, -1035.49392, 1138.8915199999992, 447.1101200000003]","[3265.39714, -987.07781, 1189.241760000002, 193.66443999999973]","[3554.74988, -945.92135, 1157.4109599999992, 164.62584000000015]","[3813.59495, -843.72618, 1035.3802800000012, 408.78067999999985]","[4071.94547, -737.28384, 1033.4020799999998, 425.7693599999998]","[4326.53636, -712.52648, 1018.3635599999998, 99.02944000000025]","[4588.50617, -726.41158, 1047.8792399999984, -55.54039999999986]","[4832.77601125, -737.4605783333334, 977.0793650000014, -44.19599333333372]","[5073.380276875, -702.9643075, 962.4170625000006, 137.98508333333348]"
6,People,"[5315.69005, -673.72169, 0, 0]","[5554.33103, -709.48066, 954.5639200000005, -143.0358799999999]","[5774.91008, -764.67265, 882.3161999999975, -220.76796000000013]","[5983.27707, -780.2185, 833.4679600000018, -62.18339999999989]","[6146.67306, -729.53827, 653.5839599999999, 202.72091999999975]","[6311.44757, -647.92939, 659.0980400000008, 326.43552]","[6452.2219, -620.92332, 563.0973199999971, 108.02428000000009]","[6563.21292, -633.68149, 443.96408000000156, -51.032680000000255]","[6677.85077, -688.23888, 458.5514000000007, -218.22955999999996]","[6793.47723, -740.94944, 462.5058400000016, -210.84223999999995]","[6903.94143, -769.85512, 441.85679999999775, -115.6227200000003]","[7031.986, -756.48154, 512.1782800000001, 53.49432000000024]","[7198.20258, -737.38217, 664.866320000001, 76.39748000000009]","[7390.87875, -763.78387, 770.7046799999989, -105.60680000000002]","[7562.532968990826, -809.6719988073395, 686.6168759633038, -183.55251522935805]","[7725.128521743119, -821.9973566055046, 650.3822110091714, -49.3014311926604]"
7,People,"[7887.724074495412, -834.3227144036697, 0, 0]","[8050.319627247706, -846.6480722018349, 650.3822110091751, -49.30143119266086]","[8212.91518, -858.97343, 650.3822110091751, -49.3014311926604]","[8343.96037, -896.61079, 524.1807600000029, -150.54943999999978]","[8487.22875, -955.75263, 573.0735199999981, -236.56736]","[8590.50436, -1010.7424, 413.1024400000024, -219.95908000000009]","[8671.19815, -1007.69825, 322.7751599999974, 12.17659999999978]","[8725.66892, -977.50279, 217.8830799999996, 120.7818400000001]","[8751.89497, -948.4196, 104.90419999999732, 116.33276000000033]","[8760.21633, -919.70479, 33.28543999999965, 114.85923999999977]","[8738.53655, -931.34029, -86.71911999999429, -46.541999999999916]","[8747.02574, -933.12303, 33.956759999993665, -7.130959999999959]","[8738.68096, -955.75668, -33.37911999999778, -90.53459999999995]","[8751.383315789473, -963.1506205263156, 50.809423157894344, -29.575762105262584]","[8741.338394736842, -968.6291731578948, -40.17968421052501, -21.914210526316765]","[8731.293473684209, -974.1077257894738, -40.17968421053229, -21.914210526315856]"
8,People,"[8607.314015, -1003.2654983783784, 0, 0]","[8466.87939, -984.4891605405404, -561.7384999999995, 75.10535135135206]","[8326.444765, -965.7128227027026, -561.7384999999995, 75.10535135135115]","[8173.29133, -919.51472, -612.6137400000007, 184.79241081081045]","[7995.36373, -836.65688, -711.7103999999999, 331.43136000000004]","[7785.96488, -676.3536, -837.5953999999983, 641.2131199999999]","[7538.312007411764, -600.379782, -990.6114903529451, 303.8952720000002]","[7300.707598588235, -575.756382, -950.4176352941176, 98.49359999999979]","[7063.103189764705, -551.132982, -950.4176352941184, 98.49360000000033]","[6828.51206, -528.68741, -938.3645190588213, 89.78228799999988]","[6584.69461, -494.91836, -975.2698000000019, 135.07619999999997]","[6334.32922, -478.92801, -1001.4615599999997, 63.96140000000014]","[6057.88115, -477.16532, -1105.7922799999978, 7.050759999999855]","[5775.72618, -427.72242, -1128.619880000002, 197.77160000000003]","[5504.92213, -371.122465, -1083.216199999999, 226.3998200000001]","[5221.45431, -351.51358, -1133.8712799999994, 78.43553999999995]"
9,People,"[4917.35701, -369.6841, 0, 0]","[4646.68787, -368.13887, -1082.6765599999999, 6.180920000000015]","[4360.15896, -328.79476, -1146.11564, 157.37644]","[4083.83206, -296.00212, -1105.3075999999983, 131.17056000000002]","[3807.81135, -321.00929, -1104.082840000001, -100.02868000000012]","[3511.25045, -337.89019, -1186.2435999999998, -67.52359999999999]","[3224.33172, -275.03996, -1147.6749199999995, 251.40092000000004]","[2954.2127, -162.6216, -1080.4760800000004, 449.67344]","[2690.43717, -99.32064, -1055.1021200000005, 253.20384000000024]","[2401.12822, -50.92142, -1157.2358000000004, 193.59688]","[2097.62799, 71.46029, -1214.0009200000004, 489.52684]","[1825.71466, 192.21398, -1087.6533199999994, 483.01475999999997]","[1576.73248, 315.66356, -995.9287200000008, 493.7983200000001]","[1329.19379, 381.06232, -990.1547599999994, 261.5950399999999]","[1059.03151, 459.79889, -1080.64912, 314.9462799999999]","[837.70525, 617.43657, -885.3050400000002, 630.55072]"
