,Type,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16
0,People,"[7743.05164, 315.83695, 0, 0]","[7482.90705, 262.41207, -1040.5783599999995, -213.6995199999999]","[7224.14157, 266.62257, -1035.06192, 16.84199999999987]","[6954.22074, 301.29123, -1079.68332, 138.67463999999995]","[6673.16424, 295.37419, -1124.2259999999987, -23.668159999999943]","[6369.19298, 247.60385, -1215.885040000001, -191.08136000000002]","[6065.49058, 229.34247, -1214.8096000000005, -73.04552000000001]","[5759.18377, 265.42078, -1225.2272400000002, 144.31323999999995]","[5439.78177, 297.25441, -1277.6080000000013, 127.33452000000023]","[5118.41697, 262.94046, -1285.4591999999975, -137.25580000000014]","[4818.622743478261, 237.95504, -1199.1769060869556, -99.9416799999999]","[4535.98245, 257.99055, -1130.5611739130436, 80.14203999999995]","[4235.40278, 312.1964, -1202.3186800000003, 216.8234]","[3917.85488, 299.68853, -1270.191600000002, -50.031479999999874]","[3582.8724, 280.29228, -1339.9299199999987, -77.58500000000004]","[3271.09421, 373.48838, -1247.11276, 372.7844]"
1,People,"[2955.80218, 558.68676, 0, 0]","[2674.33275, 677.28264, -1125.8777200000004, 474.38351999999986]","[2408.29332, 792.57584, -1064.1577199999992, 461.1727999999998]","[2139.36272, 956.54361, -1075.7224000000006, 655.8710799999999]","[1859.59214, 1162.80796, -1119.0823200000004, 825.0574000000006]","[1566.08281, 1321.92275, -1174.0373199999995, 636.4591599999994]","[1274.7843, 1407.24737, -1165.1940400000003, 341.2984800000004]","[984.5885, 1480.35362, -1160.7832000000003, 292.4250000000002]","[699.99759, 1586.99647, -1138.363640000001, 426.5714000000002]","[400.80408, 1694.07829, -1196.7740399999998, 428.3272799999995]","[109.80754, 1711.38909, -1163.98616, 69.24319999999989]","[-174.88463, 1697.59341, -1138.76868, -55.18271999999979]","[-452.56939, 1721.02328, -1110.73904, 93.71948000000066]","[-742.67331, 1772.42337, -1160.41568, 205.60035999999945]","[-1043.79691, 1781.48575, -1204.4944, 36.2495200000003]","[-1356.9224, 1777.52755, -1252.5019599999996, -15.832800000000134]"
2,People,"[-1648.12847, 1785.60969, 0, 0]","[-1947.74724, 1817.57053, -1198.4750799999993, 127.84335999999985]","[-2247.21301, 1815.49225, -1197.86308, -8.313119999999799]","[-2520.36684, 1748.63356, -1092.6153200000008, -267.4347600000001]","[-2809.79757, 1682.4924, -1157.7229200000002, -264.5646399999996]","[-3106.91158, 1655.52651, -1188.4560399999991, -107.86356000000069]","[-3406.70457, 1650.46663, -1199.1719599999997, -20.239520000000084]","[-3696.74454, 1558.91531, -1160.159880000001, -366.2052799999992]","[-3990.4919, 1441.75126, -1174.9894400000005, -468.65620000000075]","[-4280.72333, 1362.05827, -1160.9257199999993, -318.77196000000004]","[-4568.988475161291, 1290.2244238709677, -1153.060580645164, -287.3353845161291]","[-4855.256902580645, 1188.988056935484, -1145.0737096774174, -404.9454677419344]","[-5141.52533, 1087.75169, -1145.073709677421, -404.9454677419362]","[-5446.31828, 996.49285, -1219.1718, -365.0353600000003]","[-5740.41828, 984.42634, -1176.3999999999978, -48.266039999999975]","[-6074.77207, 1007.77317, -1337.4151600000005, 93.38732000000027]"
3,People,"[-6372.82305, 987.45362, 0, 0]","[-6683.0334, 990.29259, -1240.8414000000012, 11.35588000000007]","[-6964.04561945946, 1082.904095945946, -1124.0488778378385, 370.44602378378386]","[-7233.58456, 1202.61142, -1078.1557621621614, 478.8292962162159]","[-7525.98479, 1332.42705, -1169.6009200000008, 519.2625200000002]","[-7837.4782, 1449.18196, -1245.9736399999965, 467.0196399999995]","[-8068.56189, 1601.852, -924.3347600000016, 610.6801600000008]","[-8077.54903281106, 1595.3536593548388, -35.948571244240156, -25.993362580645226]","[-8071.653644562212, 1573.5104738709676, 23.581552995390687, -87.37274193548463]","[-8065.758256313364, 1551.6672883870967, 23.581552995394304, -87.37274193548365]","[-8059.862868064516, 1529.8241029032258, 23.581552995390666, -87.37274193548365]","[-8053.967479815668, 1507.980917419355, 23.581552995390666, -87.37274193548365]","[-8048.072091566821, 1486.1377319354838, 23.581552995390666, -87.37274193548456]","[-8042.176703317972, 1464.2945464516129, 23.581552995394304, -87.37274193548365]","[-8036.281315069124, 1442.451360967742, 23.581552995394304, -87.37274193548365]","[-7975.79396, 1379.25501, 241.9494202764945, -252.78540387096746]"
4,People,"[-7831.36867, 1245.75576, 0, 0]","[-7731.93384, 1087.06958, 397.7393200000006, -634.7447199999997]","[-7632.18859, 880.44885, 398.98099999999977, -826.4829200000004]","[-7439.63956, 741.51765, 770.1961200000005, -555.7248]","[-7223.63354, 648.06091, 864.0240799999992, -373.8269599999999]","[-7013.8015, 529.2163, 839.3281600000009, -475.37843999999996]","[-6775.75329, 413.61744, 952.1928399999997, -462.39544000000024]","[-6520.43982, 325.93661, 1021.2538800000002, -350.72332000000006]","[-6245.03345, 277.21428, 1101.6254799999997, -194.88932000000017]","[-5961.43405, 241.20376, 1134.3976000000002, -144.04207999999994]","[-5687.72336, 160.91404, 1094.8427599999995, -321.15887999999995]","[-5408.30823, 85.61334, 1117.6605200000013, -301.2028]","[-5131.68636, 80.9147, 1106.4874799999998, -18.79455999999999]","[-4828.38402, 95.03496, 1213.209359999997, 56.48104000000001]","[-4546.27578, 55.6694, 1128.432960000002, -157.46223999999998]","[-4276.94795, -20.00178, 1077.3113200000007, -302.68472]"
5,People,"[-3991.14169, -59.17405, 0, 0]","[-3694.96532, -64.85146, 1184.7054800000005, -22.709640000000007]","[-3387.59728, -87.16185, 1229.4721599999993, -89.24155999999999]","[-3100.40287, -163.39962, 1148.7776400000002, -304.95108]","[-2830.14159, -241.49634, 1081.0451199999989, -312.38688]","[-2556.07348, -262.16901, 1096.2724400000006, -82.69068000000004]","[-2264.83974, -273.80563, 1164.9349600000005, -46.546479999999974]","[-1978.77738, -330.86535, 1144.2494399999996, -228.23887999999988]","[-1691.25389, -421.00281, 1150.093960000001, -360.5498400000005]","[-1413.58027, -486.17862, 1110.69448, -260.70324000000005]","[-1122.97426, -536.25054, 1162.4240399999999, -200.2876799999999]","[-820.79679, -629.25422, 1208.7098799999999, -372.0147200000001]","[-553.17111, -806.8953, 1070.50272, -710.56432]","[-269.65238, -988.97533, 1134.07492, -728.3201199999999]","[56.89642, -1094.33923, 1306.1951999999999, -421.45560000000023]","[436.40215, -1180.78492, 1518.02292, -345.78276000000005]"
6,People,"[785.9537, -1297.25963, 0, 0]","[1123.78533, -1413.47313, 1351.3265199999996, -464.85400000000027]","[1456.16116, -1435.54299, 1329.5033200000007, -88.27943999999934]","[1768.52507, -1413.67081, 1249.4556399999992, 87.48871999999938]","[2014.23813, -1431.34787, 982.8522400000002, -70.70823999999993]","[2316.67645, -1421.37391, 1209.75328, 39.895840000000135]","[2623.7889, -1337.9192, 1228.4498000000003, 333.8188399999999]","[2947.93394, -1209.99455, 1296.5801599999995, 511.6986000000006]","[3300.32377, -1143.74264, 1409.5593200000017, 265.00764000000004]","[3687.94817, -1104.79003, 1550.4976000000006, 155.8104400000002]","[4059.02161, -1035.97218, 1484.2937599999987, 275.27139999999963]","[4383.17657, -906.39101, 1296.6198399999994, 518.3246799999997]","[4688.90632, -825.05882, 1222.9190000000017, 325.32876000000033]","[4947.409506285714, -814.3486677142857, 1034.0127451428561, 42.84060914285692]","[5205.24976, -805.60514, 1031.3610148571424, 34.97411085714293]","[5463.98959, -736.29278, 1034.9593200000018, 277.24944000000005]"
7,People,"[5768.47576, -652.87171, 0, 0]","[6055.65139, -616.96933, 1148.702519999999, 143.60951999999997]","[6365.12603, -609.70711, 1237.8985600000015, 29.04888000000028]","[6671.58068, -551.59876, 1225.8185999999987, 232.4333999999999]","[6983.23011, -458.03584, 1246.5977200000016, 374.25167999999985]","[7293.33114, -398.70366, 1240.4041199999992, 237.32871999999998]","[7614.22154, -392.39005, 1283.5615999999973, 25.25444000000016]","[7707.783151023102, -349.6900975907591, 374.24644409240864, 170.79980963696357]","[7777.05238039604, -302.46510584158415, 277.0769174917516, 188.8999669966999]","[7846.321609768976, -255.24011409240924, 277.0769174917441, 188.89996699669962]","[7915.590839141913, -208.01512234323437, 277.0769174917514, 188.8999669966995]","[7984.860068514851, -160.7901305940594, 277.0769174917514, 188.89996699669985]","[8054.129297887788, -113.56513884488449, 277.07691749174774, 188.89996699669967]","[8123.398527260726, -66.3401470957096, 277.0769174917514, 188.89996699669956]","[8192.667756633662, -19.115155346534664, 277.0769174917441, 188.89996699669973]","[8261.9369860066, 28.10983640264027, 277.0769174917514, 188.89996699669973]"
8,People,"[8331.206215379538, 75.33482815181515, 0, 0]","[8400.475444752476, 122.55981990099014, 277.0769174917514, 188.89996699669996]","[8469.744674125412, 169.78481165016495, 277.0769174917441, 188.89996699669928]","[8302.24329, 238.81976, -670.0055365016451, 276.1397933993402]","[8045.83063, 318.06875, -1025.6506399999998, 316.9959600000001]","[7695.22734, 388.60225, -1402.41316, 282.134]","[7402.82553, 383.17635, -1169.6072400000012, -21.70360000000005]","[7122.19212, 421.71413, -1122.5336400000015, 154.15112]","[6806.16968, 489.50994, -1264.08976, 271.18324000000007]","[6506.54841, 509.71777, -1198.4850799999986, 80.83132]","[6205.60581, 479.31761, -1203.7704000000012, -121.60063999999988]","[5916.00256, 459.48215, -1158.4130000000005, -79.34184000000005]","[5597.87525, 470.58769, -1272.5092399999994, 44.422160000000076]","[5306.55709, 467.441566, -1165.2726399999992, -12.584495999999945]","[5138.79788, 414.62726, -671.0368400000007, -211.25722400000018]","[4888.30615, 335.49104, -1001.9669199999989, -316.5448799999999]"
9,People,"[4594.16924, 342.81279, 0, 0]","[4271.65126, 382.12564, -1290.0719200000021, 157.25139999999988]","[3989.96244, 344.08728, -1126.7552799999994, -152.15343999999982]","[3679.31991, 304.11428, -1242.5701199999985, -159.89200000000005]","[3390.01662, 335.46944, -1157.2131600000012, 125.42064000000005]","[3089.82418, 402.29735, -1200.7697599999992, 267.3116399999999]","[2763.057, 426.43014, -1307.0687200000011, 96.53116]","[2440.55681, 420.57802, -1290.000759999999, -23.408480000000054]","[2124.80533, 433.81966, -1263.0059200000007, 52.96656000000012]","[1808.9883, 526.41115, -1263.2681200000006, 370.3659600000001]","[1469.1991, 635.3494, -1359.1567999999997, 435.7529999999997]","[1128.84486, 672.24625, -1361.4169600000005, 147.58740000000034]","[791.21254, 728.08854, -1350.5292799999997, 223.36915999999974]","[512.46476, 839.16034, -1114.9911200000001, 444.2872000000002]","[217.82318, 995.78638, -1178.56632, 626.50416]","[-89.52138, 1090.95459, -1229.37824, 380.6728400000002]"
