,Type,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16
0,People,"[6166.35888, -2131.35367, 0.0, 0.0]","[6178.43385, -2106.07723, 48.299880000002304, 101.10576000000037]","[6172.95889, -2096.35045, -21.89984000000186, 38.90711999999985]","[6164.73429, -2121.63661, -32.89839999999822, -101.14464000000044]","[6148.13936, -2213.73342, -66.37972000000082, -368.38724]","[6132.90835, -2203.86996, -60.924040000001696, 39.45384000000013]","[6123.83015, -2142.87737, -36.3127999999997, 243.97035999999935]","[6131.50523, -2141.77383, 30.70031999999992, 4.414160000000265]","[6091.9349, -2146.56235, -158.28131999999837, -19.154080000000267]","[5981.4862, -2151.20142, -441.79479999999967, -18.55627999999888]","[5772.24912, -2119.05114, -836.9483199999995, 128.60111999999936]","[5583.28722, -2104.09015, -755.847600000001, 59.84396000000015]","[5452.59481, -1992.02979, -522.7696400000023, 448.2414399999998]","[5346.77513, -1788.26423, -423.27871999999843, 815.0622400000002]","[5207.0788, -1573.05784, -558.785319999999, 860.8255600000002]","[5019.34472, -1375.96737, -750.9363200000007, 788.3618799999995]"
1,People,"[4792.94684, -1133.24497, -905.5915200000018, 970.8896000000004]","[4632.23866, -870.87056, -642.8327199999985, 1049.49764]","[4472.35371, -588.88644, -639.5397999999986, 1127.9364799999998]","[4290.6879, -323.3691, -726.6632400000017, 1062.06936]","[4093.22245, -71.58923, -789.8617999999988, 1007.1194800000001]","[3902.8633, 216.28159, -761.4366000000009, 1151.48328]","[3781.45073, 518.18223, -485.65027999999984, 1207.60256]","[3658.58321, 850.85202, -491.47008000000096, 1330.6791600000001]","[3466.29742, 1103.81903, -769.1431600000003, 1011.8680400000012]","[3235.20678, 1370.42196, -924.3625599999996, 1066.4117199999991]","[3050.31926, 1645.10341, -739.5500799999991, 1098.7258000000002]","[2875.82386, 1903.33389, -697.981600000001, 1032.9219200000007]","[2671.41906, 2139.62327, -817.6191999999992, 945.1575199999997]","[2461.06464, 2292.79487, -841.4176800000005, 612.6864000000005]","[2205.70233, 2449.03849, -1021.4492399999999, 624.974479999999]","[1999.72927, 2613.15291, -823.8922400000001, 656.4576799999995]"
2,People,"[1797.45893, 2778.55206, -809.0813600000001, 661.5966000000008]","[1581.78816, 2913.16628, -862.6830799999998, 538.4568799999997]","[1399.73242, 2951.12164, -728.2229600000001, 151.8214399999997]","[1224.94693, 2919.98692, -699.1419599999999, -124.53888000000006]","[1121.56821, 2943.02266, -413.51488000000063, 92.14296000000104]","[1042.46397, 3008.93332, -316.41695999999956, 263.64264000000003]","[1047.46258, 3095.28454, 19.994439999999486, 345.40488000000005]","[1062.97194, 3158.95532, 62.03744000000006, 254.6831199999997]","[1051.18089, 3205.47512, -47.1641999999993, 186.0792000000003]","[1023.9991, 3244.38874, -108.72716000000037, 155.65447999999924]","[1020.30758, 3297.29536, -14.766079999999874, 211.6264800000008]","[1029.59776, 3336.93394, 37.16072000000031, 158.55431999999928]","[1040.96774, 3369.48017, 45.479919999999765, 130.1849199999997]","[1044.04437, 3363.77876, 12.306520000000091, -22.805639999998675]","[1048.81652, 3328.04728, 19.088600000000042, -142.9259200000015]","[1051.56539, 3299.70835, 10.995479999999588, -113.35571999999956]"
3,People,"[1049.99913, 3280.55645, -6.265040000000226, -76.60759999999937]","[1042.06208, 3275.55927, -31.748199999999997, -19.988719999999375]","[1037.9353, 3271.88751, -16.507119999999304, -14.687040000000707]","[1044.21234, 3266.61672, 25.10815999999977, -21.083160000000134]","[1049.06998, 3260.08128, 19.430559999999787, -26.14176000000043]","[1027.04439, 3274.31978, -88.10235999999986, 56.95399999999972]","[1004.2067, 3284.61922, -91.35076000000026, 41.197760000000926]","[974.56344, 3283.52314, -118.57303999999976, -4.384320000001026]","[922.44842, 3252.40186, -208.46008000000003, -124.48511999999948]","[832.0153, 3181.56649, -361.7324800000001, -283.34147999999914]","[762.66473, 3127.60693, -277.40228000000025, -215.83824000000095]","[657.42337, 3154.88038, -420.96543999999994, 109.09380000000056]","[475.15881, 3242.1939, -729.0582399999998, 349.2540800000006]","[275.82583, 3299.21088, -797.3319200000001, 228.0679199999995]","[180.21547, 3296.54965, -382.44143999999994, -10.644920000000639]","[151.50444, 3293.15261, -114.84412000000009, -13.588159999999334]"
4,People,"[135.47139, 3301.71681, -64.13219999999944, 34.25679999999896]","[128.5882, 3331.71041, -27.532760000000053, 119.97440000000097]","[120.71083, 3363.04952, -31.509479999999996, 125.35643999999957]","[119.86541, 3371.33726, -3.381680000000017, 33.15095999999903]","[111.58532, 3360.01306, -33.120360000000005, -45.29679999999826]","[96.66478, 3335.2981, -59.68216000000001, -98.85984000000099]","[126.31763, 3278.96253, 118.6114, -225.34228000000076]","[224.32301, 3131.56168, 392.02152000000007, -589.6034]","[407.28464, 2911.24348, 731.8465200000007, -881.2727999999996]","[604.84006, 2710.9809, 790.2216799999999, -801.0503200000003]","[704.67905, 2536.25859, 399.35595999999987, -698.8892400000004]","[688.02126, 2315.94785, -66.63115999999991, -881.2429599999996]","[656.55382, 2067.4756, -125.86976000000004, -993.8889999999992]","[742.69651, 1830.69812, 344.57076000000006, -947.1099200000008]","[860.01963, 1578.33554, 469.29248000000007, -1009.4503199999999]","[907.96065, 1330.70385, 191.76407999999992, -990.5267599999997]"
5,People,"[933.32781, 1062.29654, 101.46864000000005, -1073.6292400000002]","[999.15623, 781.17325, 263.3136800000002, -1124.49316]","[1108.07913, 576.13097, 435.6916000000001, -820.16912]","[1253.53635, 417.28338, 581.82888, -635.3903600000001]","[1305.61864, 300.10072, 208.32915999999932, -468.73064]","[1241.01399, 222.47365, -258.41859999999997, -310.5082800000001]","[1060.64862, 139.62161, -721.4614799999999, -331.40815999999995]","[929.67932, 49.3054, -523.8771999999999, -361.26484000000005]","[897.24501, 34.90817, -129.73724000000004, -57.58892000000005]","[912.65762, 45.10891, 61.65043999999989, 40.80296000000001]","[933.68332, 31.49441, 84.10280000000012, -54.45800000000001]","[965.10934, 32.94564, 125.70407999999998, 5.804919999999996]","[993.74065, 41.36373, 114.52523999999994, 33.67236]","[1009.45047, 38.73127, 62.839280000000144, -10.529839999999979]","[1030.40797, 37.90617, 83.82999999999993, -3.3003999999999962]","[1051.46539, 32.6203, 84.22968000000037, -21.14348000000001]"
6,People,"[1052.55, 25.44164, 4.338439999999537, -28.714640000000003]","[1048.36781, 30.56204, -16.728759999999966, 20.4816]","[1038.16116, 33.1384, -40.82659999999942, 10.30543999999999]","[1023.05112, 34.35891, -60.44016000000056, 4.882040000000018]","[1006.68738, 49.51778, -65.45496000000003, 60.63548]","[994.92935, 73.90317, -47.03211999999985, 97.54156]","[979.54889, 92.33784, -61.521839999999884, 73.73867999999999]","[968.03546, 98.79248, -46.05372000000034, 25.81855999999999]","[961.21396, 95.64431, -27.28599999999963, -12.592679999999984]","[963.96363, 95.71013, 10.998679999999695, 0.26328000000000884]","[983.65789, 73.26505, 78.77703999999994, -89.78032000000002]","[971.97993, 47.10149, -46.71183999999994, -104.65424000000002]","[961.50829, 37.22251, -41.88655999999992, -39.515919999999994]","[953.91479, 44.67147, -30.373999999999796, 29.79584]","[961.85968, 60.35263, 31.779559999999947, 62.724639999999994]","[963.35548, 88.59265, 5.98319999999967, 112.96008000000003]"
7,People,"[964.05454, 105.30551, 2.7962400000001253, 66.85143999999997]","[938.07509, 125.72053, -103.91779999999972, 81.66008]","[929.0055, 140.40201, -36.27836000000025, 58.725919999999974]","[924.28261, 131.0214, -18.891560000000027, -37.52243999999996]","[905.57796, 52.08649, -74.81860000000006, -315.73964]","[916.42873, -49.92771, 43.403080000000045, -408.05679999999995]","[935.8735, -59.97297, 77.77908000000025, -40.181039999999996]","[958.56903, -24.36086, 90.78211999999985, 142.44844]","[975.59841, 9.20873, 68.11751999999984, 134.2783600000001]","[1004.00706, 24.85589, 113.63460000000032, 62.58864]","[1017.73419, 16.27294, 54.90851999999995, -34.3318]","[1012.3091, -27.48833, -21.700360000000273, -175.04507999999998]","[1021.30584, -110.40309, 35.98696000000018, -331.65904]","[1011.80448, -179.00563, -38.00543999999991, -274.41015999999996]","[932.70847, -191.25785, -316.3840399999999, -49.00887999999998]","[758.97443, -171.50915, -694.9361600000002, 78.99479999999994]"
8,People,"[602.1841, -149.27352, -627.161320000009, 88.94252000000132]","[539.91853, -144.52527, -249.06227999999965, 18.992999999999938]","[526.33689, -204.668, -54.32655999999997, -240.57092]","[544.86358, -286.0849, 74.10675999999967, -325.6676]","[538.33525, -280.94597, -26.11331999999993, 20.555720000000065]","[362.68498, -222.89596, -702.6010799999999, 232.20003999999994]","[226.64362, -155.15904, -544.16544, 270.94768]","[242.4135, -91.66964, 63.07952, 253.9576]","[319.25082, -63.78026, 307.3492800000002, 111.55752000000011]","[369.08395, -25.50934, 199.33252000000016, 153.08368]","[377.46295, 132.96648, 33.51599999999985, 633.90328]","[359.77884, 327.50078, -70.7364399999999, 778.1372000000001]","[353.21522, 432.40101, -26.254480000000058, 419.60091999999986]","[308.56662, 467.92123, -178.59439999999995, 142.08087999999998]","[215.42618, 454.22898, -372.56176000000005, -54.769000000000005]","[85.80852, 430.04604, -518.47064, -96.7317599999999]"
9,People,"[-24.43499, 432.72194, -440.97404, 10.703600000000051]","[-87.64954, 481.27594, -252.8582, 194.2159999999999]","[-69.7665, 558.71951, 71.53216000000003, 309.7742800000001]","[-48.66614, 668.39007, 84.40143999999998, 438.6822400000001]","[-52.39827, 782.91531, -14.928519999999992, 458.10095999999976]","[-63.41548, 838.74063, -44.06884000000002, 223.30128000000013]","[-109.62774, 832.9303, -184.84904, -23.241320000000087]","[-199.60085, 780.00532, -359.89244, -211.69992000000002]","[-325.82877, 686.46714, -504.9116800000005, -374.1527200000004]","[-453.25506, 612.22063, -509.70516, -296.9860399999998]","[-577.36433, 610.96075, -496.4370799999999, -5.039520000000266]","[-692.24408, 682.67273, -459.51900000000023, 286.84792000000016]","[-806.29017, 801.36496, -456.18435999999974, 474.76892]","[-923.0873, 868.82783, -467.18852000000015, 269.8514799999998]","[-1022.06907, 867.08253, -395.92707999999993, -6.981199999999717]","[-1105.79567, 799.24641, -334.90639999999985, -271.3444800000002]"
