,Type,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16
0,People,"[1429.54533, -144.40432, -1693.0329200000006, 161.95808]","[1026.92414, -180.29389, -1610.4847599999994, -143.55827999999997]","[638.35201, -247.16105, -1554.2885200000005, -267.46863999999994]","[232.39335, -251.33379, -1623.8346399999998, -16.69096000000002]","[-170.54661, -189.53268, -1611.75984, 247.20443999999998]","[-580.17123, -181.82726, -1638.4984800000002, 30.821680000000015]","[-992.40632, -213.30833, -1648.94036, -125.92428000000007]","[-1409.58885, -136.26074, -1668.7301200000002, 308.19036000000006]","[-1785.72816, 50.07069, -1504.5572400000005, 745.3257200000007]","[-2155.88975, 186.45617, -1480.6463599999997, 545.5419199999999]","[-2507.35329, 222.45187, -1405.8541600000008, 143.9828000000001]","[-2889.30467, 293.55191, -1527.80552, 284.40016]","[-3201.64027, 481.39575, -1249.3423999999995, 751.37536]","[-3571.11945, 654.54399, -1477.916720000001, 692.59296]","[-3970.40717, 675.85566, -1597.1508799999992, 85.24667999999974]","[-4400.86612, 694.79263, -1721.835799999999, 75.74788000000035]"
1,People,"[-4751.18792, 851.9343, -1401.2872000000025, 628.5666799999999]","[-5091.13165, 1063.86979, -1359.7749199999998, 847.7419599999998]","[-5420.10633, 1205.33869, -1315.8987199999974, 565.8756000000003]","[-5770.43307, 1369.358097647059, -1401.3069600000017, 656.0776305882355]","[-6032.64842, 1617.21964, -1048.8614000000016, 991.4461694117645]","[-6220.00227, 1961.9607, -749.415399999998, 1378.9642400000002]","[-6421.60854, 2240.83681, -806.4250800000009, 1115.5044399999988]","[-6586.78139, 2527.69574, -660.6913999999997, 1147.4357200000013]","[-6644.4977, 2695.42468, -230.86523999999937, 670.9157600000004]","[-6694.820633414634, 2673.150100243902, -201.29173365853785, -89.09831902439146]","[-6749.42178, 2618.6514, -218.40458634146125, -217.9948009756081]","[-6731.68899, 2543.21095, 70.93116000000009, -301.7618000000002]","[-6692.844032222222, 2487.1914566666665, 155.37983111110952, -224.07797333333474]","[-6666.044321904762, 2425.874897142857, 107.19884126984107, -245.266238095237]","[-6643.90611, 2368.25439, 88.5528476190484, -230.4820285714286]","[-6829.29094, 2517.08399, -741.5393199999999, 595.3184000000001]"
2,People,"[-6743.890846755852, 2529.0262876923075, 341.6003729765883, 47.76919076922934]","[-6599.289473846154, 2505.7137492307693, 578.405491638794, -93.2501538461529]","[-6454.688100936454, 2482.4012107692306, 578.4054916387977, -93.25015384615472]","[-6310.086728026756, 2459.0886723076924, 578.405491638794, -93.2501538461529]","[-6165.485355117056, 2435.7761338461537, 578.4054916387977, -93.25015384615472]","[-6020.883982207358, 2412.4635953846155, 578.405491638794, -93.2501538461529]","[-5876.282609297658, 2389.151056923077, 578.4054916387977, -93.25015384615472]","[-5731.68123638796, 2365.8385184615386, 578.405491638794, -93.2501538461529]","[-5587.07986347826, 2342.52598, 578.4054916387983, -93.2501538461548]","[-5442.478490568561, 2319.2134415384617, 578.4054916387977, -93.2501538461529]","[-5297.877117658863, 2295.900903076923, 578.4054916387904, -93.25015384615472]","[-5153.275744749164, 2272.5883646153848, 578.4054916387977, -93.2501538461529]","[-4846.04302, 2219.95613, 1228.9308989966557, -210.52893846153893]","[-4480.35172, 2186.53059, 1462.7652000000016, -133.70216000000073]","[-4138.65112, 2248.96187, 1366.8023999999969, 249.72512000000097]","[-3770.00471, 2340.57579, 1474.5856400000011, 366.4556799999991]"
3,People,"[-3398.18085, 2349.58158, 1487.2954399999999, 36.023160000000644]","[-3001.80926, 2302.24137, 1585.4863600000008, -189.36083999999937]","[-2596.63478, 2332.58584, 1620.6979200000005, 121.37788]","[-2136.04879, 2406.40837, 1842.3439600000002, 295.29011999999966]","[-1737.75744, 2370.37107, 1593.165399999999, -144.14919999999984]","[-1439.54647, 2206.18575, 1192.8438800000004, -656.7412800000002]","[-1108.9218, 2103.11311, 1322.4986799999997, -412.2905600000013]","[-760.77856, 2068.80222, 1392.5729600000004, -137.24355999999898]","[-378.74956, 2030.02404, 1528.1160000000013, -155.11272000000022]","[-36.13445, 1920.71851, 1370.4604399999998, -437.22212000000036]","[324.40937, 1804.79094, 1442.1752800000002, -463.71027999999933]","[672.99719, 1790.57498, 1394.35128, -56.86383999999998]","[1062.35169, 1789.61014, 1557.4179999999997, -3.859360000000379]","[1358.30743, 1649.28076, 1183.8229600000004, -561.3175199999996]","[1599.40283, 1419.19084, 964.3815999999997, -920.3596800000005]","[1849.63283, 1262.0906, 1000.9200000000001, -628.4009599999999]"
4,People,"[2117.59017, 1159.42896, 1071.8293599999997, -410.64656000000014]","[2395.65267, 1038.54774, 1112.25, -483.52487999999994]","[2610.63677, 827.11006, 859.9364000000005, -845.75072]","[2860.68173, 617.92505, 1000.1798399999989, -836.7400399999997]","[3153.39154, 538.36654, 1170.8392400000012, -318.2340400000003]","[3486.67923, 501.59022, 1333.1507600000004, -147.10528]","[3843.59547, 467.37127, 1427.66496, -136.87580000000003]","[4300.46597, 497.79268, 1827.482, 121.68564000000015]","[4655.49858, 681.13656, 1420.1304400000022, 733.3755200000007]","[4929.5085, 900.99018, 1096.039679999998, 879.4144799999999]","[5152.73179, 1048.69535, 892.8931599999996, 590.8206799999998]","[5461.82428, 1191.74832, 1236.36996, 572.2118799999998]","[5737.10726, 1404.45841, 1101.1319199999998, 850.8403600000001]","[5967.0132, 1657.23581, 919.6237600000022, 1011.1095999999998]","[6233.74144, 1861.41005, 1066.9129599999978, 816.6969600000002]","[6559.56452, 1926.96425, 1303.2923200000005, 262.21680000000015]"
5,People,"[6902.53157, 1890.79657, 1371.8682000000008, -144.67072000000007]","[7192.90048, 1910.7116, 1161.4756400000006, 79.66012000000046]","[7487.16566, 1978.01261, 1177.0607199999977, 269.2040399999996]","[7589.220532307692, 1973.4997940384612, 408.2194892307707, -18.051263846155052]","[7492.9917675147935, 1916.1194364201183, -384.9150591715952, -229.52143047337177]","[7396.763002721894, 1858.7390788017751, -384.91505917159884, -229.52143047337267]","[7300.534237928994, 1801.358721183432, -384.91505917159884, -229.52143047337267]","[7204.305473136095, 1743.9783635650888, -384.9150591715952, -229.52143047337267]","[7108.076708343196, 1686.5980059467454, -384.9150591715992, -229.52143047337378]","[7011.847943550296, 1629.2176483284022, -384.91505917159884, -229.52143047337267]","[6915.619178757397, 1571.837290710059, -384.9150591715952, -229.52143047337267]","[6819.390413964497, 1514.456933091716, -384.91505917159884, -229.52143047337177]","[6723.161649171598, 1457.0765754733727, -384.91505917159884, -229.52143047337358]","[6626.932884378699, 1399.6962178550295, -384.9150591715952, -229.52143047337267]","[6530.704119585799, 1342.3158602366864, -384.91505917159884, -229.52143047337267]","[6434.475354792899, 1284.935502618343, -384.91505917159884, -229.52143047337358]"
6,People,"[6338.246590000001, 1227.5551449999998, -384.91505917160066, -229.52143047337594]","[6242.017825207101, 1170.1747873816566, -384.91505917159884, -229.52143047337267]","[6145.789060414201, 1112.7944297633137, -384.91505917159884, -229.52143047337177]","[6049.560295621302, 1055.4140721449703, -384.9150591715952, -229.52143047337358]","[5953.331530828403, 998.0337145266273, -384.91505917159884, -229.52143047337222]","[5857.102766035503, 940.653356908284, -384.91505917159884, -229.52143047337313]","[5760.874001242603, 883.2729992899408, -384.91505917159884, -229.52143047337267]","[5664.6452364497045, 825.8926416715976, -384.9150591715952, -229.52143047337267]","[5568.416471656805, 768.5122840532545, -384.9150591715992, -229.52143047337287]","[5472.187706863906, 711.1319264349113, -384.9150591715952, -229.52143047337267]","[5375.958942071005, 653.7515688165681, -384.9150591716025, -229.52143047337267]","[5279.730177278107, 596.3712111982247, -384.9150591715952, -229.52143047337358]","[5183.501412485207, 538.9908535798816, -384.91505917159884, -229.52143047337267]","[5087.272647692307, 481.6104959615384, -384.91505917159884, -229.52143047337267]","[4915.50088, 358.90904, -687.0870707692302, -490.80582384615354]","[4620.73309, 223.43473, -1179.0711599999995, -541.89724]"
7,People,"[4283.48383, 228.72042, -1348.9970399999984, 21.142759999999953]","[3910.53386, 226.30131, -1491.7998800000005, -9.676439999999957]","[3570.32237, 120.36661, -1360.8459600000006, -423.7388]","[3210.94953, -6.52095, -1437.49136, -507.55024]","[2841.06042, -62.53537, -1479.5564400000003, -224.05768]","[2462.69688, -71.51547, -1513.4541599999993, -35.92039999999997]","[2121.73292, -191.34416, -1363.8558400000002, -479.31476]","[1709.89738, -395.16079, -1647.3421599999992, -815.2665200000001]","[1299.10553, -572.97312, -1643.1674000000016, -711.2493200000006]","[980.44571, -623.5284, -1274.6392800000003, -202.22112000000016]","[625.37232, -685.59398, -1420.29356, -248.26231999999982]","[497.76057, -876.79982, -510.4469999999999, -764.8233599999999]","[349.19216, -1113.93049, -594.2736399999999, -948.52268]","[129.17455, -1286.14508, -880.07044, -688.8583600000002]","[-145.14728, -1449.25478, -1097.28732, -652.4387999999999]","[-408.35068, -1673.00779, -1052.8136, -895.0120400000005]"
8,People,"[-611.48179, -1969.57788, -812.5244400000001, -1186.2803599999997]","[-855.83352, -2205.03933, -977.4069199999999, -941.8458]","[-1140.43603, -2359.40129, -1138.4100400000002, -617.4478399999989]","[-1460.65197, -2499.85275, -1280.8637599999993, -561.8058400000009]","[-1735.75467, -2722.43732, -1100.4108000000006, -890.3382799999999]","[-2029.81862, -2946.19145, -1176.2558, -895.0165199999992]","[-2333.17948, -3047.84298, -1213.443439999999, -406.6061200000004]","[-2653.34297, -3068.75785, -1280.6539600000015, -83.65948000000026]","[-2948.49271, -3119.19338, -1180.5989600000005, -201.74212000000097]","[-3201.05998, -3241.3605, -1010.26908, -488.66847999999845]","[-3465.22327, -3390.1916, -1056.6531599999998, -595.3244000000013]","[-3725.34803, -3430.22373, -1040.4990400000006, -160.1285200000002]","[-3912.415651976584, -3415.5171666597794, -748.2704879063349, 58.82625336088313]","[-3961.816659035812, -3394.920011873278, -197.6040282369122, 82.38861914600602]","[-4011.217666095041, -3374.322857086777, -197.60402823691584, 82.3886191460042]","[-4060.61867315427, -3353.7257023002758, -197.60402823691584, 82.3886191460042]"
9,People,"[-4110.019680213499, -3333.128547513774, -197.60402823691584, 82.38861914600784]","[-4159.420687272727, -3312.5313927272728, -197.60402823691402, 82.3886191460042]","[-4208.821694331956, -3291.9342379407717, -197.60402823691402, 82.3886191460042]","[-4258.222701391184, -3271.3370831542697, -197.60402823691402, 82.38861914600784]","[-4307.623708450413, -3250.7399283677687, -197.60402823691402, 82.3886191460042]","[-4357.024715509641, -3230.142773581267, -197.60402823691402, 82.38861914600602]","[-4406.425722568871, -3209.5456187947657, -197.60402823691766, 82.38861914600602]","[-4455.826729628099, -3188.948464008264, -197.60402823691402, 82.38861914600602]","[-4505.227736687328, -3168.351309221763, -197.6040282369142, 82.38861914600427]","[-4554.628743746556, -3147.7541544352616, -197.60402823691402, 82.38861914600602]","[-4604.029750805785, -3127.15699964876, -197.60402823691402, 82.38861914600602]","[-4653.430757865013, -3106.5598448622586, -197.60402823691402, 82.38861914600602]","[-4702.831764924242, -3085.9626900757576, -197.60402823691402, 82.3886191460042]","[-4752.232771983471, -3065.365535289256, -197.60402823691766, 82.38861914600602]","[-4801.6337790427, -3044.7683805027546, -197.60402823691402, 82.38861914600602]","[-4851.034786101928, -3024.171225716253, -197.60402823691402, 82.38861914600602]"
