,Type,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16
0,People,"[4101.61498, -166.63205, 0, 0]","[3810.56057, -280.29651, -1164.2176400000008, -454.6578400000001]","[3513.63263, -411.44168, -1187.7117600000001, -524.58068]","[3218.39601, -522.58985, -1180.9464800000005, -444.59267999999975]","[2914.17372, -614.04422, -1216.8891600000006, -365.81748000000016]","[2624.45937, -742.77597, -1158.857399999999, -514.9270000000001]","[2342.26947, -892.498, -1128.7595999999994, -598.8881200000001]","[2048.57749, -1034.14283, -1174.7679200000002, -566.5793199999998]","[1747.85979, -1137.45796, -1202.8708000000017, -413.26052000000016]","[1426.27831, -1236.48658, -1286.3259200000002, -396.1144800000002]","[1117.31642, -1353.94357, -1235.8475599999992, -469.8279599999996]","[796.3261, -1481.99119, -1283.9612800000004, -512.1904800000002]","[479.14831, -1577.23348, -1268.71116, -380.96916000000056]","[163.63923, -1648.81349, -1262.03632, -286.3200399999996]","[-138.97212, -1739.78677, -1210.4454, -363.8931199999997]","[-438.24802, -1856.33269, -1197.1036, -466.1836800000001]"
1,People,"[-730.89566, -1985.19468, 0, 0]","[-1027.37538, -2092.09124, -1185.9188799999997, -427.58624000000054]","[-1337.22245, -2212.82008, -1239.3882800000001, -482.91535999999905]","[-1632.65369, -2348.96361, -1181.7249600000005, -544.5741199999993]","[-1944.52786, -2477.40176, -1247.4966799999993, -513.7526000000016]","[-2272.16275, -2571.51236, -1310.5395600000002, -376.4423999999999]","[-2608.44211, -2688.51348, -1345.11744, -468.0044799999996]","[-2868.80524, -2851.30183, -1041.4525200000007, -651.1533999999992]","[-3133.65208, -3019.25485, -1059.3873599999997, -671.8120800000003]","[-3391.91564, -3151.4961, -1033.0542400000013, -528.9650000000001]","[-3652.85415, -3249.1544, -1043.7540399999998, -390.6332000000002]","[-3926.9957, -3331.85166, -1096.5661999999993, -330.78903999999966]","[-3996.760176787565, -3292.34785942265, -279.0579071502598, 158.01520230939968]","[-4015.9003477720207, -3223.3783337009622, -76.56068393782334, 275.87810288675064]","[-4035.040518756477, -3154.4088079792746, -76.56068393782516, 275.87810288675064]","[-4054.180689740933, -3085.439282257587, -76.56068393782334, 275.87810288675064]"
2,People,"[-4073.3208607253887, -3016.4697565358997, 0, 0]","[-4092.461031709845, -2947.500230814212, -76.56068393782516, 275.87810288675064]","[-4111.601202694301, -2878.530705092524, -76.56068393782334, 275.87810288675246]","[-4130.741373678757, -2809.5611793708363, -76.56068393782334, 275.87810288675064]","[-4149.8815446632125, -2740.5916536491486, -76.56068393782334, 275.87810288675064]","[-4169.021715647668, -2671.622127927461, -76.56068393782334, 275.87810288675064]","[-4188.161886632124, -2602.6526022057733, -76.56068393782334, 275.87810288675064]","[-4207.30205761658, -2533.6830764840856, -76.56068393782334, 275.87810288675064]","[-4226.442228601037, -2464.713550762398, -76.56068393782705, 275.87810288675087]","[-4245.582399585493, -2395.7440250407108, -76.56068393782334, 275.8781028867488]","[-4264.722570569948, -2326.7744993190227, -76.56068393782334, 275.87810288675246]","[-4283.862741554404, -2257.8049735973354, -76.56068393782334, 275.8781028867488]","[-4303.00291253886, -2188.835447875648, -76.56068393782334, 275.87810288675064]","[-4322.143083523316, -2119.86592215396, -76.56068393782334, 275.87810288675064]","[-4341.283254507772, -2050.8963964322725, -76.56068393782334, 275.87810288675064]","[-4360.4234254922285, -1981.9268707105848, -76.56068393782698, 275.87810288675064]"
3,People,"[-4379.563596476684, -1912.9573449888967, 0, 0]","[-4398.70376746114, -1843.9878192672093, -76.56068393782334, 275.87810288674973]","[-4417.843938445596, -1775.0182935455218, -76.56068393782334, 275.87810288674973]","[-4436.984109430052, -1706.0487678238342, -76.56068393782334, 275.87810288675064]","[-4456.124280414508, -1637.0792421021465, -76.56068393782334, 275.87810288675064]","[-4475.264451398964, -1568.109716380459, -76.56068393782698, 275.87810288674973]","[-4494.404622383419, -1499.1401906587714, -76.5606839378197, 275.87810288675064]","[-4513.544793367875, -1430.1706649370838, -76.56068393782334, 275.87810288675064]","[-4532.684964352332, -1361.201139215396, -76.56068393782705, 275.87810288675087]","[-4551.825135336788, -1292.231613493709, -76.56068393782334, 275.8781028867488]","[-4570.965306321244, -1223.262087772021, -76.56068393782334, 275.87810288675155]","[-4590.105477305699, -1154.2925620503331, -76.56068393782334, 275.87810288675155]","[-4609.245648290155, -1085.3230363286457, -76.56068393782334, 275.87810288674973]","[-4628.385819274611, -1016.353510606958, -76.56068393782334, 275.87810288675064]","[-4647.525990259067, -947.3839848852704, -76.56068393782334, 275.87810288675064]","[-4666.666161243524, -878.4144591635827, -76.56068393782698, 275.87810288675064]"
4,People,"[-4685.80633222798, -809.444933441895, 0, 0]","[-4704.946503212435, -740.4754077202074, -76.5606839378197, 275.87810288675064]","[-4724.086674196891, -671.5058819985197, -76.56068393782334, 275.87810288675064]","[-4743.226845181347, -602.5363562768321, -76.56068393782334, 275.87810288675064]","[-4762.367016165803, -533.5668305551444, -76.56068393782334, 275.87810288675064]","[-4781.507187150259, -464.5973048334568, -76.56068393782334, 275.8781028867504]","[-4800.6473581347145, -395.6277791117691, -76.56068393782334, 275.87810288675087]","[-4819.78752911917, -326.6582533900814, -76.56068393782334, 275.87810288675064]","[-4838.927700103627, -257.6887276683942, -76.56068393782705, 275.87810288674905]","[-4858.067871088083, -188.71920194670656, -76.56068393782334, 275.87810288675064]","[-4877.208042072539, -119.7496762250189, -76.56068393782334, 275.87810288675064]","[-4896.348213056995, -50.78015050333124, -76.56068393782334, 275.87810288675064]","[-4915.48838404145, 18.189375218356417, -76.56068393782334, 275.87810288675064]","[-4934.628555025906, 87.15890094004408, -76.56068393782334, 275.87810288675064]","[-4953.768726010363, 156.12842666173174, -76.56068393782698, 275.87810288675064]","[-4972.908896994819, 225.0979523834194, -76.56068393782334, 275.87810288675064]"
5,People,"[-4992.049067979275, 294.06747810510706, 0, 0]","[-5011.1892389637305, 363.0370038267947, -76.56068393782334, 275.87810288675064]","[-4833.92355, 507.41191, 709.0627558549204, 577.499624692821]","[-4597.02905, 678.06657, 947.5780000000013, 682.6186399999999]","[-4340.87611, 820.46956, 1024.6117599999998, 569.6119600000002]","[-4067.70752, 945.9526, 1092.674360000001, 501.93215999999984]","[-3807.19264, 1080.73818, 1042.0595199999989, 539.1423200000004]","[-3535.94467, 1223.41213, 1084.9918800000014, 570.6957999999995]","[-3274.93383, 1333.86018, 1044.0433600000006, 441.79220000000026]","[-3008.9049, 1427.75369, 1064.1157199999998, 375.5740400000004]","[-2734.7506, 1532.26233, 1096.6172000000006, 418.03456000000006]","[-2477.66387, 1656.82746, 1028.34692, 498.2605199999998]","[-2231.95403, 1795.36806, 982.8393599999999, 554.1624000000002]","[-1953.14165, 1907.64751, 1115.2495199999994, 449.1178]","[-1661.29698, 2004.82594, 1167.3786799999998, 388.71371999999974]","[-1375.23818, 2108.07663, 1144.2352, 413.0027600000003]"
6,People,"[-1083.73847, 2222.53938, 0, 0]","[-823.68666, 2322.72504, 1040.2072400000002, 400.7426399999986]","[-558.69219, 2439.74588, 1059.97788, 468.08336000000054]","[-345.12135, 2580.10011, 854.2833599999999, 561.4169199999997]","[-173.58447, 2748.217, 686.14752, 672.467560000001]","[-43.68593, 2897.20203, 519.5941600000001, 595.9401199999993]","[41.60338, 3056.39101, 341.15724, 636.7559199999996]","[34.32248, 3218.64653, -29.12360000000001, 649.0220800000006]","[-20.42951, 3327.5382, -219.0079600000002, 435.5666800000003]","[-44.47419, 3399.17004, -96.17872, 286.52736000000004]","[-54.1672, 3430.26395, -38.772040000000004, 124.3756400000002]","[-66.37908, 3438.79309, -48.84752, 34.11656000000039]","[-96.05765, 3452.79038, -118.71427999999997, 55.989159999999174]","[-105.41582, 3424.97253, -37.432680000000005, -111.27139999999963]","[-107.49902, 3382.68887, -8.33280000000002, -169.13464000000022]","[-110.97054, 3322.03366, -13.886079999999993, -242.6208399999996]"
7,People,"[-103.81413, 3304.7046, 0, 0]","[-99.30584, 3336.32259, 18.03316000000001, 126.47196000000076]","[-91.70118, 3406.42661, 30.41864000000004, 280.41607999999906]","[-94.18175, 3462.5963, -9.92228, 224.6787600000007]","[-84.12015, 3460.93014, 40.246399999999994, -6.6646400000008725]","[-78.20075, 3450.92216, 23.677599999999984, -40.031919999999445]","[-79.59696, 3451.20201, -5.584839999999986, 1.1193999999995867]","[-54.03173, 3342.6096, 102.26091999999997, -434.3696400000008]","[19.12571, 3225.39274, 292.6297600000003, -468.8674400000004]","[102.28946, 3140.30384, 332.65500000000003, -340.35559999999896]","[138.97522, 3079.75053, 146.74304, -242.21324000000095]","[129.47266, 3035.4681, -38.01024000000007, -177.129719999999]","[99.91459, 3002.08498, -118.23227999999995, -133.53247999999985]","[85.29118, 2979.9557, -58.49364000000003, -88.51712000000043]","[98.86946, 2973.35643, 54.313120000000026, -26.397080000000642]","[116.47852, 2969.54413, 70.43624, -15.249199999998382]"
8,People,"[128.52794, 2977.4095, 0, 0]","[137.95206, 2991.55038, 37.69647999999995, 56.5635199999997]","[184.10347, 2989.77857, 184.60564, -7.087240000000747]","[302.57302, 2934.01625, 473.8782, -223.04927999999927]","[482.74839, 2791.66889, 720.70148, -569.3894400000008]","[694.64781, 2614.61617, 847.5976800000003, -708.2108800000005]","[905.50183, 2469.55642, 843.41608, -580.2389999999996]","[1138.62127, 2328.26928, 932.4777600000002, -565.1485599999996]","[1353.71998, 2171.88131, 860.3948400000007, -625.5518799999996]","[1542.17336, 1997.54817, 753.8135199999997, -697.3325600000007]","[1714.76719, 1846.85837, 690.3753200000001, -602.7592000000004]","[1878.74253, 1747.94114, 655.9013599999998, -395.66892000000007]","[2037.46419, 1698.37239, 634.8866399999997, -198.27499999999964]","[2197.254, 1674.91683, 639.15924, -93.82224000000042]","[2360.73725, 1674.6135, 653.9330000000009, -1.2133199999998396]","[2555.45466, 1684.35449, 778.869639999999, 38.96396000000004]"
9,People,"[2769.93915, 1731.73422, 0, 0]","[2982.48204, 1826.34983, 850.1715599999989, 378.46244000000024]","[3208.3321, 1946.13778, 903.4002400000008, 479.15179999999964]","[3444.22995, 2028.34174, 943.5913999999993, 328.8158400000002]","[3683.06047, 2067.44959, 955.3220799999999, 156.4314000000004]","[3903.82974, 2111.77532, 883.0770800000009, 177.30292000000009]","[4133.14741, 2162.01729, 917.2706799999978, 200.96787999999833]","[4366.11061, 2186.67715, 931.8528000000006, 98.63944000000083]","[4583.30825, 2164.42479, 868.7905600000021, -89.0094399999999]","[4797.63111, 2095.84242, 857.2914400000009, -274.32948000000033]","[5010.538312307693, 2029.589696153846, 851.6288092307695, -265.01089538461565]","[5227.24689, 1973.91304, 866.8343107692308, -222.7066246153845]","[5445.84107, 1910.28364, 874.3767200000002, -254.51759999999922]","[5639.84518, 1788.21151, 776.0164399999994, -488.28852000000006]","[5827.63249, 1613.65564, 751.1492399999988, -698.2234800000006]","[6005.44565, 1440.00444, 711.2526399999988, -694.6048000000001]"
