,Type,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16
0,People,"[-2876.081288754717, 3263.430175018868, 214.01785283018762, -15.329411320755753]","[-2822.57682554717, 3259.5978221886794, 214.01785283018944, -15.329411320753934]","[-2769.072362339623, 3255.7654693584905, 214.01785283018762, -15.329411320755753]","[-2718.90559, 3149.77892, 200.66708935849238, -423.94619743396106]","[-2605.03728, 2949.12397, 455.47323999999935, -802.6198000000004]","[-2418.05491, 2793.52433, 747.9294800000007, -622.3985599999996]","[-2194.08237, 2688.82165, 895.890159999999, -418.8107200000013]","[-1944.97519, 2534.4778, 996.4287199999999, -617.375399999999]","[-1694.63946, 2378.35486, 1001.342920000001, -624.4917600000014]","[-1452.35286, 2320.99133, 969.1464000000005, -229.45412000000033]","[-1176.48613, 2236.36931, 1103.4669199999998, -338.4880799999992]","[-889.05506, 2101.81115, 1149.72428, -538.2326400000002]","[-598.50688, 1937.29964, 1162.19272, -658.0460400000002]","[-286.48685, 1834.71568, 1248.08012, -410.33583999999973]","[23.92881, 1776.76598, 1241.66264, -231.79880000000048]","[337.80639, 1690.38262, 1255.51032, -345.53343999999925]"
1,People,"[634.69782, 1574.34671, 1187.5657199999998, -464.14364000000023]","[935.5705, 1454.65397, 1203.4907200000002, -478.77095999999983]","[1238.22071, 1331.41433, 1210.60084, -492.95856000000003]","[1505.89095, 1155.94444, 1070.6809599999997, -701.8795600000003]","[1724.85036, 959.87863, 875.8376399999997, -784.2632399999998]","[1985.33452, 829.54343, 1041.9366400000008, -521.3408000000004]","[2282.11312, 734.39689, 1187.1143999999995, -380.58615999999984]","[2592.39305, 635.59646, 1241.1197200000006, -395.20172]","[2915.12989, 568.5097, 1290.9473600000013, -268.34704000000033]","[3226.66987, 553.87246, 1246.15992, -58.548959999999624]","[3504.90806, 525.41252, 1112.9527600000001, -113.8397600000003]","[3747.62884, 431.30289, 970.8831199999986, -376.4385199999999]","[3985.39568, 337.1786, 951.0673600000009, -376.4971599999999]","[4257.53633, 270.78349, 1088.5625999999993, -265.5804400000002]","[4479.82463, 157.58522, 889.1532000000007, -452.7930799999999]","[4652.83017, 4.20444, 692.0221600000004, -613.52312]"
2,People,"[4781.10519, -163.29744, 513.1000800000002, -670.00752]","[4913.08581, -303.14673, 527.9224799999974, -559.39716]","[5045.8755, -408.43007, 531.1587600000021, -421.13336000000004]","[5139.78227, -527.71025, 375.6270799999984, -477.1207199999999]","[5190.95366, -633.22435, 204.68556000000171, -422.05639999999994]","[5240.58685, -700.58876, 198.53275999999823, -269.4576400000001]","[5316.26813, -738.55302, 302.7251200000028, -151.85703999999987]","[5395.45009, -767.42622, 316.72783999999956, -115.49279999999999]","[5441.89071, -799.71185, 185.76247999999777, -129.14252000000045]","[5453.91441, -831.50745, 48.09480000000258, -127.18239999999969]","[5459.78797, -859.67387, 23.49423999999999, -112.66568000000007]","[5464.09404, -877.86232, 17.224279999998544, -72.75379999999996]","[5448.29975, -901.30806, -63.177159999999276, -93.78296]","[5402.02858, -945.69471, -185.08467999999993, -177.54660000000013]","[5384.21538, -963.83219, -71.25280000000203, -72.54991999999993]","[5384.86985, -967.87734, 2.6178800000016054, -16.18060000000014]"
3,People,"[5399.25922, -980.59367, 57.557479999999074, -50.86531999999952]","[5439.13373, -999.61062, 159.49803999999858, -76.06780000000026]","[5515.23862, -1032.03705, 304.4195600000021, -129.70571999999947]","[5615.2767, -1127.08282, 400.15232000000105, -380.1830800000007]","[5705.15914, -1282.14998, 359.5297599999976, -620.2686399999993]","[5854.4629, -1434.99778, 597.2150400000028, -611.3912]","[6036.67275, -1581.76721, 728.8393999999971, -587.0777200000002]","[6157.76311, -1713.69001, 484.3614400000006, -527.6912000000002]","[6171.576380588235, -1746.890145735294, 55.25308235294147, -132.8005429411761]","[6148.333439411765, -1755.521656764706, -92.97176470588238, -34.52604411764787]","[6125.090498235294, -1764.1531677941175, -92.97176470588238, -34.52604411764605]","[6131.89537, -1751.95168, 27.219487058824598, 48.805951176470444]","[6149.5646, -1754.74967, 70.67691999999806, -11.191960000000108]","[6160.23727, -1766.9564, 42.6906799999997, -48.82692000000043]","[6164.97439, -1778.22697, 18.948480000002746, -45.08227999999963]","[6163.76308, -1780.30516, -4.845240000002377, -8.312759999999798]"
4,People,"[6155.28973, -1774.00659, -33.8933999999972, 25.194279999999708]","[6170.26476, -1736.00097, 59.900119999998424, 152.02247999999963]","[6190.46515, -1733.40499, 80.80155999999988, 10.383920000000217]","[6181.27776, -1747.38175, -36.7495600000002, -55.90704000000005]","[6188.0591, -1745.87613, 27.12536000000182, 6.022479999999632]","[6233.39295, -1700.6997, 181.33539999999994, 180.70572000000084]","[6269.84165, -1658.91221, 145.79479999999967, 167.14995999999974]","[6277.62655, -1656.3518, 31.13959999999861, 10.241640000000189]","[6263.33316, -1696.66307, -57.17355999999932, -161.24508000000074]","[6223.66657, -1737.06912, -158.66635999999926, -161.6242000000002]","[6175.16938, -1741.21821, -193.98876000000018, -16.59635999999955]","[6156.83326, -1661.2984, -73.34447999999975, 319.6792400000004]","[6077.24193, -1611.25868, -318.3653200000008, 200.15887999999995]","[5979.18749, -1537.03606, -392.21775999999954, 296.89048]","[5845.82322, -1456.46761, -533.4570800000001, 322.27379999999994]","[5677.54304, -1432.67676, -673.1207200000026, 95.16339999999946]"
5,People,"[5460.17555, -1428.99414, -869.4699599999985, 14.73048000000017]","[5223.62028, -1415.69494, -946.2210799999993, 53.19679999999971]","[4973.53387, -1389.03124, -1000.3456399999995, 106.65480000000025]","[4695.11101, -1415.70508, -1113.6914400000023, -106.69535999999971]","[4415.68417, -1467.74478, -1117.7073599999967, -208.15880000000016]","[4127.75351, -1479.54123, -1151.7226400000036, -47.1858000000002]","[3821.87816, -1468.03498, -1223.5013999999974, 46.025000000000546]","[3502.68652, -1482.86041, -1276.76656, -59.30172000000039]","[3187.93137, -1503.66951, -1259.0206000000028, -83.23639999999985]","[2863.6691, -1486.00515, -1297.0490799999989, 70.65743999999995]","[2538.14695, -1433.00771, -1302.088600000001, 211.98975999999948]","[2195.79732, -1414.03537, -1369.3985199999988, 75.88936000000012]","[1854.59433, -1404.52992, -1364.811960000001, 38.02180000000044]","[1524.05186, -1340.27085, -1322.1698799999995, 257.03627999999935]","[1185.40225, -1258.96198, -1354.5984399999998, 325.2354800000003]","[856.0909, -1225.1169, -1317.2454000000002, 135.3803200000002]"
6,People,"[520.27371, -1201.65004, -1343.26876, 93.86743999999999]","[200.16879, -1140.7158, -1280.4196800000002, 243.73696000000018]","[-113.66244, -1071.69943, -1255.32492, 276.0654800000002]","[-435.8156, -1030.06278, -1288.61264, 166.54659999999967]","[-766.21554, -972.22478, -1321.59976, 231.35199999999986]","[-1060.20176, -856.68999, -1175.9448799999996, 462.1391600000002]","[-1353.48085, -756.80566, -1173.11636, 399.5373199999999]","[-1644.6994, -719.67986, -1164.8742000000002, 148.5032000000001]","[-1940.96729, -690.67748, -1185.0715600000015, 116.00952000000017]","[-2248.86955, -633.72718, -1231.6090399999994, 227.80119999999988]","[-2560.65957, -601.10049, -1247.1600799999997, 130.50675999999976]","[-2867.78396, -607.34589, -1228.4975600000016, -24.98160000000007]","[-3169.83885, -616.87449, -1208.2195599999995, -38.11439999999993]","[-3457.1032, -595.57197, -1149.0573999999997, 85.21008000000029]","[-3723.74213, -626.10129, -1066.5557200000003, -122.11727999999994]","[-3877.917017132076, -671.256907735849, -616.6995485283041, -180.62247094339637]"
7,People,"[-3891.793286943396, -667.3815681132075, -55.505079245281074, 15.501358490566183]","[-3905.669556754717, -663.5062284905661, -55.50507924528392, 15.501358490565963]","[-3919.5458265660377, -659.6308888679245, -55.505079245282104, 15.501358490566417]","[-3933.422096377359, -655.755549245283, -55.50507924528574, 15.501358490565963]","[-3947.298366188679, -651.8802096226415, -55.505079245280285, 15.501358490565963]","[-3961.174636, -648.00487, -55.50507924528392, 15.501358490565963]","[-3975.0509058113207, -644.1295303773585, -55.505079245282104, 15.501358490565963]","[-3988.9271756226417, -640.254190754717, -55.50507924528392, 15.501358490565963]","[-4002.803445433962, -636.3788511320754, -55.505079245282154, 15.501358490566432]","[-4016.6797152452823, -632.5035115094339, -55.505079245280285, 15.501358490565963]","[-4030.555985056604, -628.6281718867924, -55.50507924528756, 15.501358490565963]","[-4044.432254867924, -624.7528322641509, -55.505079245278466, 15.501358490565963]","[-4058.308524679245, -620.8774926415094, -55.50507924528392, 15.501358490565963]","[-4072.1847944905658, -617.002153018868, -55.50507924528392, 15.501358490565963]","[-4086.061064301887, -613.1268133962263, -55.50507924528574, 15.501358490566417]","[-4099.937334113208, -609.2514737735848, -55.505079245282104, 15.501358490565963]"
8,People,"[-4113.813603924528, -605.3761341509434, -55.505079245282104, 15.501358490565963]","[-4127.689873735849, -601.5007945283019, -55.505079245282104, 15.501358490565963]","[-4141.566143547169, -597.6254549056604, -55.505079245282104, 15.501358490565963]","[-4155.44241335849, -593.7501152830189, -55.505079245282104, 15.501358490565963]","[-4147.94575, -582.74462, 29.986653433959873, 44.021981132075325]","[-4042.35537, -588.2968, 422.36151999999856, -22.20871999999963]","[-3939.99723, -641.07308, 409.4325600000011, -211.10512000000017]","[-3832.51076, -703.64618, 429.9458799999993, -250.29239999999982]","[-3722.53843, -658.43625, 439.8893200000006, 180.8397200000001]","[-3585.97745, -587.2531, 546.2439200000008, 284.7325999999998]","[-3452.71188, -589.67594, 533.0622800000001, -9.691359999999804]","[-3240.24211, -635.36128, 849.8790799999988, -182.74136]","[-2977.30557, -695.78875, 1051.7461600000006, -241.70988000000034]","[-2710.42987, -718.79927, 1067.5028000000002, -92.04207999999971]","[-2441.61858, -709.99519, 1075.2451600000004, 35.216319999999996]","[-2174.79152, -738.00789, 1067.3082399999985, -112.05079999999998]"
9,People,"[-1892.52513, -809.29323, 1129.065560000001, -285.1413600000001]","[-1590.5507, -858.92472, 1207.89772, -198.52595999999994]","[-1302.03316, -860.01169, 1154.0701600000002, -4.347880000000259]","[-1005.34102, -855.71412, 1186.76856, 17.190280000000257]","[-698.8002, -852.99165, 1226.1632799999998, 10.889879999999721]","[-390.04001, -849.6442, 1235.04076, 13.389800000000378]","[-99.20603, -813.60119, 1163.33592, 144.17203999999992]","[188.72625, -805.3542, 1151.72912, 32.98795999999993]","[492.76941, -871.16666, 1216.1726400000011, -263.2498400000002]","[810.88991, -912.37635, 1272.482, -164.8387600000001]","[1131.64555, -885.3684, 1283.0225599999999, 108.0318000000002]","[1463.32092, -858.64064, 1326.7014799999997, 106.91103999999996]","[1809.12103, -832.24727, 1383.2004400000005, 105.57348000000002]","[2147.51529, -736.43141, 1353.5770399999992, 383.2634399999997]","[2456.91779, -570.02127, 1237.6100000000006, 665.6405600000003]","[2761.22842, -421.87128, 1217.2425199999998, 592.5999599999998]"
