,Type,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16
0,People,"[5699.45446, 1053.2400300000002, 0, 0]","[5624.74574, 957.41086, -298.8348799999985, -383.3166800000008]","[5518.75279, 898.4843900000001, -423.971800000003, -235.70587999999952]","[5462.31494, 869.42264, -225.75139999999737, -116.2470000000003]","[5403.43448, 855.46935, -235.52184000000125, -55.81316000000015]","[5274.00166, 813.37354, -517.73128, -168.38323999999966]","[5099.60928, 707.58011, -697.5695200000009, -423.17372000000023]","[4900.72491, 551.29224, -795.537479999999, -625.15148]","[4674.53009, 398.05588, -904.7792799999996, -612.9454400000005]","[4439.30306, 339.17467, -940.90812, -235.52484000000004]","[4178.61511, 293.17367, -1042.7518000000018, -184.0039999999999]","[3931.51226, 186.74345, -988.411399999999, -425.7208800000001]","[3677.5113899999997, 98.92111, -1016.0034800000012, -351.28936]","[3418.89311, 16.00808, -1034.4731199999987, -331.65211999999997]","[3179.0718699999998, -130.3155, -959.2849600000009, -585.29432]","[2946.7388899999996, -303.60478, -929.3319200000005, -693.1571200000001]"
1,People,"[2701.0305399999997, -404.16166, 0, 0]","[2441.93979, -472.76342, -1036.3629999999994, -274.40704000000005]","[2175.5589, -577.14207, -1065.5235599999996, -417.5146]","[1913.83019, -706.34456, -1046.9148400000004, -516.80996]","[1634.61616, -790.1315, -1116.8561199999995, -335.14775999999983]","[1364.0574, -832.92269, -1082.2350400000005, -171.16476000000011]","[1094.48989, -913.9821900000001, -1078.2700399999994, -324.2380000000003]","[837.07964, -1002.63616, -1029.641, -354.61587999999983]","[566.4083099999999, -1050.01106, -1082.6853200000014, -189.49960000000027]","[300.86597, -1068.48423, -1062.1693599999996, -73.89267999999993]","[21.77032, -1119.73196, -1116.3826, -204.9909200000002]","[-253.75407, -1198.35052, -1102.0975600000002, -314.47423999999955]","[-523.47232, -1243.24066, -1078.8729999999998, -179.5605599999999]","[-793.1723400000001, -1231.62741, -1078.8000800000004, 46.45299999999952]","[-1075.289, -1260.59988, -1128.4666399999996, -115.88987999999972]","[-1351.79621, -1342.74657, -1106.02884, -328.58676000000014]"
2,People,"[-1637.33835, -1401.3878300000001, 0, 0]","[-1921.6236199999998, -1382.9401300000002, -1137.1410799999994, 73.79079999999976]","[-2198.43757, -1374.12994, -1107.2558000000008, 35.24076000000059]","[-2457.1150199999997, -1364.01946, -1034.7097999999987, 40.44192000000021]","[-2725.0970899999998, -1355.20767, -1071.92828, 35.247159999999894]","[-2977.41819, -1321.28515, -1009.2844000000005, 135.6900800000003]","[-3191.0492959162793, -1304.9274200186044, -854.5244236651179, 65.4309199255822]","[-3184.776082893023, -1315.7297951348835, 25.092852093024703, -43.209500465116434]","[-3178.5028698697674, -1326.5321702511628, 25.092852093022906, -43.20950046511738]","[-3172.2296568465117, -1337.334545367442, 25.092852093022884, -43.209500465116434]","[-3165.9564438232564, -1348.1369204837208, 25.092852093021065, -43.209500465115525]","[-3159.6832308000007, -1358.9392956, 25.092852093022884, -43.209500465116434]","[-3153.4100177767436, -1369.741670716279, 25.09285209302834, -43.209500465116434]","[-3147.136804753489, -1380.544045832558, 25.092852093019246, -43.209500465115525]","[-3140.863591730233, -1391.3464209488372, 25.092852093022884, -43.209500465117344]","[-3134.590378706977, -1402.1487960651166, 25.092852093024703, -43.209500465117344]"
3,People,"[-3128.3171656837208, -1412.9511711813952, 0, 0]","[-3122.043952660465, -1423.7535462976746, 25.092852093022884, -43.209500465117344]","[-3115.770739637209, -1434.5559214139535, 25.092852093024703, -43.209500465115525]","[-3109.497526613953, -1445.3582965302326, 25.092852093022884, -43.209500465116434]","[-3103.2243135906983, -1456.1606716465114, 25.092852093019246, -43.209500465115525]","[-3096.9511005674412, -1466.9630467627908, 25.09285209302834, -43.209500465117344]","[-3090.677887544186, -1477.7654218790694, 25.092852093021065, -43.209500465114616]","[-3084.4046745209307, -1488.5677969953488, 25.092852093021065, -43.209500465117344]","[-3078.1314614976745, -1499.370172111628, 25.092852093024725, -43.20950046511738]","[-3071.858248474419, -1510.1725472279072, 25.092852093022884, -43.209500465116434]","[-3065.5850354511626, -1520.974922344186, 25.092852093024703, -43.209500465115525]","[-3059.311822427907, -1531.7772974604654, 25.092852093022884, -43.209500465117344]","[-3053.0386094046507, -1542.579672576744, 25.092852093024703, -43.209500465114616]","[-3046.7653963813955, -1553.3820476930234, 25.092852093021065, -43.209500465117344]","[-3040.49218335814, -1564.1844228093023, 25.092852093021065, -43.209500465115525]","[-3034.218970334884, -1574.9867979255814, 25.092852093024703, -43.209500465116434]"
4,People,"[-3027.945757311628, -1585.7891730418603, 0, 0]","[-3021.672544288372, -1596.5915481581396, 25.092852093022884, -43.209500465117344]","[-3015.3993312651164, -1607.3939232744187, 25.092852093022884, -43.209500465116434]","[-3009.12611824186, -1618.1962983906976, 25.092852093026522, -43.209500465115525]","[-3002.8529052186045, -1628.9986735069767, 25.092852093021065, -43.209500465116434]","[-2996.5796921953493, -1639.8010486232556, 25.092852093021065, -43.209500465115525]","[-2990.306479172093, -1650.603423739535, 25.092852093024703, -43.209500465117344]","[-2984.0332661488374, -1661.4057988558138, 25.092852093022884, -43.209500465115525]","[-2977.760053125581, -1672.208173972093, 25.092852093024725, -43.20950046511647]","[-2971.486840102325, -1683.0105490883718, 25.092852093024703, -43.209500465115525]","[-2965.2136270790693, -1693.8129242046512, 25.092852093022884, -43.209500465117344]","[-2958.940414055814, -1704.6152993209305, 25.092852093021065, -43.209500465117344]","[-2952.6672010325588, -1715.4176744372094, 25.092852093021065, -43.209500465115525]","[-2946.3939880093017, -1726.2200495534885, 25.09285209302834, -43.209500465116434]","[-2940.120774986047, -1737.0224246697674, 25.092852093019246, -43.209500465115525]","[-2933.847561962791, -1747.8247997860465, 25.092852093022884, -43.209500465116434]"
5,People,"[-2927.574348939535, -1758.6271749023254, 0, 0]","[-2875.68304, -1771.2411100000002, 207.56523575814026, -50.45574039069925]","[-2582.21751, -1791.1132699999998, 1173.8621199999998, -79.48863999999867]","[-2290.72669, -1799.4361199999998, 1165.96328, -33.29140000000007]","[-1991.17035, -1851.30968, 1198.2253599999995, -207.4942400000009]","[-1676.5095800000001, -1896.0063, 1258.6430799999998, -178.78647999999976]","[-1333.53012, -1892.136, 1371.917840000001, 15.481200000000172]","[-979.7281199999999, -1855.0846199999999, 1415.208, 148.20552000000043]","[-607.0460099999999, -1832.6325600000002, 1490.7284400000012, 89.80823999999856]","[-218.53118999999998, -1812.62404, 1554.0592799999997, 80.03408000000127]","[130.26167, -1720.69613, 1395.17144, 367.71163999999953]","[466.62538, -1635.90505, 1345.4548399999999, 339.16431999999986]","[817.62496, -1615.88478, 1403.99832, 80.08107999999993]","[1158.27785, -1581.32791, 1362.6115599999998, 138.22748000000047]","[1499.6594400000001, -1541.89327, 1365.5263600000008, 157.73855999999978]","[1851.42687, -1528.27944, 1407.0697199999995, 54.45532000000003]"
6,People,"[2191.92455, -1547.3138099999999, 0, 0]","[2522.61526, -1543.81972, 1322.7628399999994, 13.976359999999659]","[2843.49416, -1491.38813, 1283.5156000000006, 209.72635999999966]","[3154.6666, -1452.82194, 1244.6897599999993, 154.26476000000002]","[3477.7686, -1445.70703, 1292.4079999999994, 28.459640000000036]","[3793.8875799999996, -1408.8282, 1264.475919999999, 147.51532000000043]","[4094.94826, -1331.86584, 1204.242720000002, 307.84943999999996]","[4385.0503, -1281.2666, 1160.408159999999, 202.39696000000004]","[4638.14751, -1316.51495, 1012.3888400000005, -140.9934000000004]","[4887.16688, -1376.6923800000002, 996.0774799999999, -240.70972000000074]","[5146.1726100000005, -1431.75158, 1036.022920000003, -220.23679999999968]","[5393.6014399999995, -1531.3446199999998, 989.7153199999957, -398.372159999999]","[5582.43765, -1674.0250800000001, 755.3448400000016, -570.7218400000011]","[5780.72458, -1800.50197, 793.1477200000008, -505.90755999999965]","[5806.339883773234, -1819.2153430483274, 102.46121509293516, -74.85349219330965]","[5818.484170483272, -1831.4177594052044, 48.57714684015082, -48.80966542750775]"
7,People,"[5830.628457193308, -1843.6201757620815, 0, 0]","[5842.772743903345, -1855.8225921189594, 48.57714684014718, -48.80966542751139]","[5854.917030613383, -1868.0250084758366, 48.57714684015082, -48.80966542750866]","[5867.061317323421, -1880.2274248327137, 48.57714684015082, -48.80966542750866]","[5879.205604033457, -1892.4298411895913, 48.57714684014718, -48.80966542751048]","[5891.349890743493, -1904.6322575464685, 48.57714684014354, -48.80966542750866]","[5903.494177453532, -1916.8346739033457, 48.577146840154455, -48.80966542750866]","[5915.63846416357, -1929.037090260223, 48.57714684015082, -48.80966542750957]","[5927.782750873606, -1941.2395066171005, 48.57714684014722, -48.809665427509614]","[5939.927037583642, -1953.4419229739774, 48.57714684014354, -48.80966542750775]","[5952.071324293679, -1965.644339330855, 48.57714684014718, -48.80966542751048]","[5964.215611003719, -1977.8467556877326, 48.57714684015809, -48.80966542751048]","[5976.3598977137535, -1990.0491720446093, 48.5771468401399, -48.80966542750684]","[5988.504184423791, -2002.2515884014872, 48.57714684015082, -48.80966542751139]","[6000.648471133829, -2014.4540047583646, 48.57714684015082, -48.80966542750957]","[6012.792757843868, -2026.6564211152413, 48.577146840154455, -48.80966542750684]"
8,People,"[6024.9370445539025, -2038.8588374721191, 0, 0]","[6037.08133126394, -2051.0612538289965, 48.57714684015082, -48.80966542750957]","[6049.225617973978, -2063.2636701858733, 48.57714684015082, -48.80966542750684]","[6017.58208, -2073.23802, -126.5741518959112, -39.897399256506105]","[5967.46383, -2040.97638, -200.47300000000178, 129.04655999999886]","[5933.52711, -2001.49726, -135.74687999999878, 157.91647999999986]","[5905.35725, -1938.3990800000001, -112.67943999999989, 252.39271999999983]","[5868.64728, -1857.3265199999998, -146.83987999999954, 324.2902400000012]","[5761.31587, -1753.37451, -429.3256399999995, 415.8080399999993]","[5571.971, -1655.2947199999999, -757.3794800000032, 392.3191600000009]","[5346.53685, -1553.60809, -901.7365999999965, 406.7465199999997]","[5156.74993, -1414.97522, -759.1476800000019, 554.5314799999996]","[4939.54315, -1307.7695800000001, -868.8271199999981, 428.8225599999996]","[4688.27574, -1249.93913, -1005.0696400000015, 231.32180000000062]","[4454.22271, -1142.8224699999998, -936.2121200000001, 428.46664000000055]","[4219.33161, -968.09111, -939.5643999999993, 698.9254399999995]"
9,People,"[3971.8048200000003, -779.14245, 0, 0]","[3685.2262100000003, -638.01695, -1146.31444, 564.5020000000004]","[3407.6989700000004, -485.7063, -1110.1089599999996, 609.2425999999998]","[3155.26535, -302.8986, -1009.734480000001, 731.2308]","[2882.09924, -130.13156999999998, -1092.6644400000005, 691.06812]","[2592.59871, 1.9576799999999999, -1158.0021199999992, 528.357]","[2302.86342, 157.24653, -1158.9411600000003, 621.1554]","[2024.4476399999999, 346.87142, -1113.663120000001, 758.49956]","[1725.4954300000002, 492.77637000000004, -1195.80884, 583.6198000000007]","[1424.07037, 576.13053, -1205.700240000001, 333.4166399999999]","[1128.21816, 704.03816, -1183.40884, 511.6305199999997]","[843.79803, 834.8271900000001, -1137.6805199999994, 523.1561200000006]","[580.42517, 923.8259099999999, -1053.4914400000002, 355.9948799999993]","[348.30205, 985.25408, -928.4924799999999, 245.71268000000055]","[123.61792, 1067.1884400000001, -898.73652, 327.73744000000033]","[-69.57233000000001, 1205.5217400000001, -772.761, 553.3332]"
