,Type,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16
0,People,"[-127.00833999999999, 3293.85703, 0, 0]","[-119.73555, 3305.3558, 29.091159999999945, 45.99507999999878]","[-103.21146999999999, 3312.90413, 66.09632000000005, 30.193320000000313]","[-87.90996, 3325.40247, 61.20603999999997, 49.99336000000039]","[-89.09339, 3339.71818, -4.733720000000005, 57.262839999999414]","[-92.18395, 3349.77343, -12.362239999999986, 40.22100000000137]","[-79.84541999999999, 3390.1572100000003, 49.35412000000002, 161.53512000000046]","[-75.21746999999999, 3438.8700799999997, 18.511799999999994, 194.85147999999754]","[-104.61005, 3478.2373, -117.57032000000014, 157.4688800000005]","[-136.68769, 3494.4184200000004, -128.31056, 64.72448000000259]","[-119.54473999999999, 3440.31439, 68.57180000000005, -216.41612000000168]","[-64.40172, 3302.58725, 220.57207999999997, -550.9085599999999]","[-4.82647, 3198.1741, 238.301, -417.65259999999944]","[47.7519, 3143.24361, 210.31348, -219.72196000000076]","[97.31395, 3131.9517100000003, 198.24820000000003, -45.167599999998856]","[114.70343999999999, 3120.64388, 69.55795999999992, -45.23132000000078]"
1,People,"[125.79387, 3059.78064, 0, 0]","[101.51522, 2989.20595, -97.1146, -282.2987599999997]","[-9.00821, 2942.40957, -442.09372, -187.1855200000009]","[-221.36168999999998, 2916.97315, -849.41392, -101.74568]","[-487.89595, 2893.60444, -1066.13704, -93.47483999999895]","[-736.6654599999999, 2834.7338600000003, -995.0780399999996, -235.48231999999916]","[-993.89802, 2749.16625, -1028.9302400000001, -342.27044000000024]","[-1276.80101, 2650.7654, -1131.6119599999997, -393.60339999999997]","[-1567.08686, 2582.7456, -1161.143400000001, -272.07920000000036]","[-1879.04085, 2515.41051, -1247.8159600000008, -269.34036000000015]","[-2197.2708199999997, 2436.3501100000003, -1272.9198799999986, -316.2415999999994]","[-2513.79901, 2344.77486, -1266.1127600000018, -366.3010000000013]","[-2818.39227, 2242.08927, -1218.3730399999986, -410.7423600000002]","[-3121.68415, 2150.89568, -1213.1675200000009, -364.77435999999943]","[-3430.3473, 2056.99661, -1234.6525999999994, -375.59627999999975]","[-3710.40793, 1936.1769600000002, -1120.2425199999998, -483.27859999999964]"
2,People,"[-3980.3549799999996, 1777.6884, 0, 0]","[-4236.21651, 1657.68684, -1023.4461200000023, -480.0062399999997]","[-4496.0067899999995, 1553.20808, -1039.161119999997, -417.91503999999986]","[-4734.61104, 1434.23174, -954.4170000000013, -475.90536000000066]","[-4947.40869, 1312.3155, -851.1906000000017, -487.66496000000006]","[-5160.07471, 1190.32465, -850.6640799999986, -487.96339999999964]","[-5391.30666, 1090.51777, -924.9278000000013, -399.22752000000037]","[-5643.89497, 992.90254, -1010.3532400000004, -390.46091999999953]","[-5883.27242, 891.14802, -957.5098000000006, -407.0180800000006]","[-6137.7331, 799.61482, -1017.8427200000006, -366.13279999999986]","[-6387.4561, 747.98696, -998.8919999999998, -206.51144000000022]","[-6634.45337, 727.14968, -987.9890799999994, -83.34911999999986]","[-6885.075755500001, 698.927905, -1002.489542000003, -112.88709999999992]","[-7121.550843000001, 663.41603, -945.9003499999999, -142.04750000000013]","[-7332.132, 638.50812, -842.3246279999948, -99.63164000000006]","[-7521.4066, 671.6364599999999, -757.0984000000026, 132.51335999999992]"
3,People,"[-7727.189028387097, 734.11924, 0, 0]","[-7900.414931612903, 753.1849900000002, -692.9036129032247, 76.26300000000083]","[-8011.81938, 741.66891, -445.61779354838654, -46.06432000000086]","[-8079.186229999999, 744.23821, -269.4673999999977, 10.277199999999993]","[-8101.946309999999, 763.25391, -91.04032000000007, 76.06280000000015]","[-8118.366120000001, 778.31865, -65.67924000000494, 60.258960000000116]","[-8140.33867, 786.70765, -87.890199999998, 33.555999999999585]","[-8152.70455, 789.4069099999999, -49.463520000001154, 10.797039999999924]","[-8166.537829999999, 789.3315299999999, -55.33311999999574, -0.3015199999999825]","[-8177.353105, 788.5121849999999, -43.26110000000335, -3.2773799999999937]","[-8180.212112857143, 790.3405314285715, -11.436031428573187, 7.313385714286142]","[-8076.830754205232, 805.4432151307848, 413.5254346076472, 60.41073480885325]","[-7947.983546961771, 823.2327840442656, 515.3888289738425, 71.15827565392328]","[-7819.1363397183095, 841.0223529577464, 515.3888289738461, 71.15827565392328]","[-7690.289132474849, 858.8119218712275, 515.3888289738425, 71.15827565392419]","[-7561.441925231388, 876.6014907847083, 515.3888289738425, 71.15827565392328]"
4,People,"[-7432.594717987929, 894.3910596981891, 0, 0]","[-7303.747510744466, 912.18062861167, 515.3888289738497, 71.15827565392374]","[-7174.9003035010055, 929.9701975251508, 515.3888289738425, 71.15827565392283]","[-7046.053096257545, 947.7597664386316, 515.3888289738425, 71.15827565392328]","[-6917.205889014084, 965.5493353521126, 515.3888289738425, 71.15827565392419]","[-6788.358681770624, 983.3389042655936, 515.3888289738425, 71.15827565392374]","[-6659.511474527163, 1001.1284731790744, 515.3888289738425, 71.15827565392328]","[-6530.664267283702, 1018.9180420925552, 515.3888289738425, 71.15827565392328]","[-6401.817060040242, 1036.7076110060361, 515.3888289738429, 71.1582756539238]","[-6272.969852796781, 1054.497179919517, 515.3888289738425, 71.15827565392374]","[-6144.122645553321, 1072.286748832998, 515.3888289738425, 71.15827565392374]","[-6015.27543830986, 1090.0763177464787, 515.3888289738425, 71.15827565392283]","[-5886.4282310663975, 1107.8658866599596, 515.3888289738497, 71.15827565392374]","[-5757.581023822938, 1125.6554555734406, 515.3888289738388, 71.15827565392374]","[-5628.733816579477, 1143.4450244869215, 515.3888289738425, 71.15827565392374]","[-5360.42083, 1165.9465, 1073.2519463179087, 90.00590205231401]"
5,People,"[-5078.178220000001, 1208.14256, 0, 0]","[-4797.292289999999, 1248.45164, 1123.5437200000051, 161.23631999999998]","[-4511.61012, 1255.27107, 1142.7286799999965, 27.277720000000045]","[-4215.801079999999, 1258.89164, 1183.236160000004, 14.482280000000173]","[-3923.1299799999997, 1287.76516, 1170.6843999999983, 115.49407999999949]","[-3644.0022299999996, 1352.00345, 1116.5110000000004, 256.95316]","[-3365.30539, 1416.64389, 1114.7873599999984, 258.5617600000005]","[-3079.48607, 1457.8957599999999, 1143.2772800000002, 165.0074799999993]","[-2785.94346, 1489.72573, 1174.170440000001, 127.31988000000104]","[-2510.45307, 1550.87228, 1101.9615599999997, 244.58619999999974]","[-2242.50626, 1636.03904, 1071.7872399999997, 340.66704000000027]","[-1966.5978100000002, 1685.9007199999999, 1103.6337999999996, 199.446719999999]","[-1681.3754199999998, 1706.3031, 1140.8895600000014, 81.60952000000088]","[-1389.40983, 1756.3443100000002, 1167.8623599999992, 200.16484000000037]","[-1110.83096, 1835.52475, 1114.3154800000002, 316.72175999999945]","[-837.14445, 1906.16958, 1094.74604, 282.5793199999998]"
6,People,"[-554.7909099999999, 1933.4704199999999, 0, 0]","[-255.43325, 1953.3308100000002, 1197.4306399999998, 79.44156000000112]","[33.80219, 2012.3091600000002, 1156.94176, 235.91340000000037]","[328.0213, 2077.48782, 1176.87644, 260.7146399999983]","[614.96137, 2115.4102399999997, 1147.76028, 151.6896799999995]","[912.4997, 2126.29655, 1190.15332, 43.545240000001286]","[1216.52015, 2151.90147, 1216.0818000000004, 102.41967999999906]","[1506.77371, 2196.6676399999997, 1161.0142399999995, 179.0646799999995]","[1791.3489, 2244.09315, 1138.300760000001, 189.7020400000021]","[2079.5385899999997, 2270.3114, 1152.7587599999988, 104.87299999999959]","[2386.35853, 2267.1738800000003, 1227.2797600000013, -12.55007999999907]","[2713.5453, 2275.2190600000004, 1308.747080000001, 32.18072000000029]","[3030.88102, 2294.88098, 1269.3428799999983, 78.64767999999822]","[3346.12923, 2279.02445, 1260.9928400000008, -63.42612000000008]","[3660.3853, 2231.17542, 1257.0242799999996, -191.39611999999943]","[3966.9953200000004, 2200.3047100000003, 1226.4400800000021, -123.48283999999876]"
7,People,"[4262.51808, 2180.01502, 0, 0]","[4564.22515, 2177.55278, 1206.8282800000015, -9.848959999999352]","[4861.95809, 2151.51233, 1190.9317599999995, -104.16179999999986]","[5158.00669, 2126.76926, 1184.1944000000003, -98.97227999999996]","[5438.73791, 2136.7293600000003, 1122.9248799999987, 39.840400000000955]","[5731.67215, 2169.64189, 1171.736960000002, 131.65011999999842]","[6034.398270000001, 2188.8517100000004, 1210.904480000001, 76.83928000000196]","[6324.231589999999, 2204.4587100000003, 1159.3332799999953, 62.427999999999884]","[6608.1012, 2246.10608, 1135.4784400000035, 166.58947999999887]","[6878.07462, 2310.0358899999997, 1079.893680000001, 255.71923999999854]","[7080.936746589862, 2377.711497016129, 811.4485063594475, 270.70242806451824]","[7036.154079539171, 2383.3206320967747, -179.13066820276435, 22.436540322582005]","[6991.371412488479, 2388.9297671774193, -179.130668202768, 22.436540322578367]","[6946.588745437788, 2394.5389022580644, -179.13066820276435, 22.436540322580186]","[6901.806078387097, 2400.148037338709, -179.13066820276435, 22.436540322578367]","[6857.023411336406, 2405.757172419355, -179.13066820276435, 22.436540322583824]"
8,People,"[6812.240744285716, 2411.3663075, 0, 0]","[6767.458077235023, 2416.975442580645, -179.13066820277163, 22.436540322580186]","[6722.675410184333, 2422.58457766129, -179.13066820276072, 22.436540322580186]","[6677.8927431336415, 2428.1937127419355, -179.13066820276435, 22.436540322582005]","[6633.11007608295, 2433.802847822581, -179.13066820276435, 22.436540322582005]","[6588.327409032258, 2439.411982903225, -179.130668202768, 22.436540322576548]","[6543.544741981566, 2445.0211179838707, -179.130668202768, 22.436540322582005]","[6498.762074930875, 2450.630253064516, -179.13066820276435, 22.436540322582005]","[6453.979407880184, 2456.2393881451612, -179.13066820276453, 22.436540322580207]","[6409.196740829493, 2461.8485232258067, -179.13066820276435, 22.436540322582005]","[6364.414073778802, 2467.4576583064513, -179.13066820276435, 22.436540322578367]","[6319.631406728112, 2473.066793387097, -179.13066820276072, 22.436540322582005]","[6274.84873967742, 2478.675928467742, -179.130668202768, 22.436540322580186]","[6230.066072626729, 2484.2850635483874, -179.13066820276435, 22.436540322582005]","[6185.283405576038, 2489.894198629032, -179.13066820276435, 22.436540322578367]","[6140.500738525346, 2495.503333709677, -179.130668202768, 22.436540322580186]"
9,People,"[6095.718071474655, 2501.1124687903225, 0, 0]","[6050.935404423963, 2506.721603870968, -179.130668202768, 22.436540322582005]","[6006.1527373732715, 2512.330738951613, -179.13066820276435, 22.436540322580186]","[5961.3700703225795, 2517.939874032258, -179.130668202768, 22.436540322580186]","[5916.587403271888, 2523.549009112903, -179.13066820276435, 22.436540322580186]","[5871.804736221197, 2529.158144193548, -179.13066820276435, 22.436540322580186]","[5827.022069170506, 2534.7672792741932, -179.13066820276435, 22.436540322580186]","[5782.239402119814, 2540.3764143548387, -179.130668202768, 22.436540322582005]","[5737.456735069123, 2545.985549435484, -179.13066820276453, 22.436540322580207]","[5692.674068018433, 2551.5946845161293, -179.13066820276072, 22.436540322582005]","[5647.89140096774, 2557.203819596774, -179.13066820277163, 22.436540322578367]","[5603.10873391705, 2562.8129546774194, -179.13066820276072, 22.436540322582005]","[5558.326066866359, 2568.4220897580644, -179.13066820276435, 22.436540322580186]","[5391.9205, 2557.13899, -665.6222674654346, -45.132399032258036]","[5084.38038, 2534.7731, -1230.1604800000023, -89.46356000000014]","[4772.50632, 2557.37305, -1247.4962399999968, 90.39980000000105]"
