,Type,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16
0,People,"[952.44651, -724.04176, 0, 0]","[872.35961, -440.99489, -320.34760000000006, 1132.1874799999998]","[841.28353, -142.73028, -124.30431999999973, 1193.05844]","[815.45095, 157.6216, -103.33032000000003, 1201.40752]","[736.87141, 447.04951, -314.31816000000026, 1157.71164]","[670.40871, 735.04785, -265.8507999999997, 1151.9933600000002]","[666.94887, 1024.42989, -13.839359999999942, 1157.5281599999994]","[660.97257, 1326.97192, -23.90520000000015, 1210.1681200000003]","[598.64715, 1611.21728, -249.30168000000026, 1136.9814400000014]","[531.3639, 1868.23222, -269.13300000000027, 1028.05976]","[512.26847, 2140.46161, -76.38171999999986, 1088.917559999999]","[492.59259, 2414.44218, -78.70352000000003, 1095.9222800000007]","[409.52189, 2652.44286, -332.28279999999995, 952.0027200000004]","[289.918, 2874.20793, -478.4155599999999, 887.0602799999997]","[220.18891, 3070.38241, -278.91636000000005, 784.6979200000005]","[204.85575, 3250.39204, -61.33263999999997, 720.0385200000001]"
1,People,"[204.97331397260277, 3300.4664252054795, 0, 0]","[207.94535392694064, 3293.6803338812783, 11.888159817351493, -27.144365296804608]","[210.9173938812785, 3286.8942425570776, 11.888159817351493, -27.14436529680279]","[213.88943383561644, 3280.1081512328765, 11.88815981735172, -27.144365296804608]","[216.86147378995437, 3273.322059908676, 11.88815981735172, -27.14436529680279]","[219.83351374429225, 3266.535968584474, 11.888159817351493, -27.144365296806427]","[222.80555369863012, 3259.749877260274, 11.888159817351493, -27.14436529680097]","[225.77759365296805, 3252.963785936073, 11.88815981735172, -27.144365296804608]","[228.74963360730595, 3246.177694611872, 11.888159817351617, -27.144365296802814]","[231.72167356164385, 3239.391603287671, 11.888159817351607, -27.144365296804608]","[234.69371351598173, 3232.6055119634702, 11.888159817351493, -27.14436529680279]","[237.66575347031963, 3225.819420639269, 11.888159817351607, -27.144365296804608]","[240.63779342465756, 3219.0333293150684, 11.88815981735172, -27.14436529680279]","[243.60983337899543, 3212.2472379908672, 11.888159817351493, -27.144365296804608]","[246.58187333333333, 3205.4611466666665, 11.888159817351607, -27.14436529680279]","[249.55391328767124, 3198.675055342466, 11.888159817351607, -27.14436529680279]"
2,People,"[252.52595324200917, 3191.8889640182647, 0, 0]","[254.31885, 3183.9602, 7.171587031963327, -31.715056073058804]","[257.27973, 3156.79489, 11.843519999999899, -108.66123999999945]","[279.02741, 3109.18972, 86.99072000000001, -190.42068000000108]","[333.50049, 3047.44906, 217.89232000000015, -246.96263999999974]","[399.66464, 2982.32799, 264.6566, -260.48427999999876]","[494.35334, 2885.1148, 378.75479999999993, -388.8527600000016]","[620.47496, 2704.94719, 504.48648000000003, -720.6704399999999]","[774.49045, 2512.63243, 616.0619600000006, -769.2590399999997]","[972.70515, 2358.54108, 792.8588, -616.3654000000006]","[1208.62293, 2211.71028, 943.67112, -587.3232000000007]","[1394.95757, 2005.73329, 745.3385600000001, -823.9079599999995]","[1582.93118, 1785.82913, 751.89444, -879.6166399999993]","[1796.99661, 1594.67576, 856.2617199999995, -764.61348]","[2014.99496, 1419.16395, 871.9934000000003, -702.0472399999999]","[2194.49217, 1209.97353, 717.98884, -836.7616800000005]"
3,People,"[2358.84609, 989.8986, 0, 0]","[2549.77164, 810.20795, 763.7021999999997, -718.7626]","[2762.73078, 666.16213, 851.8365599999997, -576.1832799999997]","[2982.53282, 509.30757, 879.2081600000001, -627.4182400000002]","[3195.38828, 321.25252, 851.4218400000009, -752.2202]","[3423.78138, 143.27998, 913.5723999999991, -711.89016]","[3666.57477, -9.57267, 971.1735600000011, -611.4105999999999]","[3891.79536, -171.32652, 900.8823599999996, -647.0154]","[4085.82859, -368.49348, 776.1329200000007, -788.6678400000006]","[4280.49038, -567.59081, 778.6471600000004, -796.3893200000002]","[4508.19617, -723.6609, 910.8231599999999, -624.2803599999997]","[4748.77239, -868.58164, 962.3048799999997, -579.6829600000001]","[4955.13521, -1060.47451, 825.4512800000011, -767.5714800000001]","[5148.52478, -1278.41789, 773.5582799999975, -871.7735199999997]","[5371.67861, -1433.66829, 892.6153200000008, -621.0016000000005]","[5599.67932, -1557.8682, 912.002840000001, -496.7996399999993]"
4,People,"[5771.964050861111, -1704.1905225833334, 0, 0]","[5787.640686625, -1715.502679875, 62.70654305555581, -45.24862916666643]","[5803.317322388889, -1726.8148371666666, 62.70654305555581, -45.24862916666643]","[5818.993958152778, -1738.1269944583337, 62.70654305555581, -45.24862916666825]","[5834.670593916667, -1749.43915175, 62.70654305555581, -45.24862916666552]","[5850.347229680556, -1760.751309041667, 62.70654305555581, -45.24862916666734]","[5866.023865444445, -1772.0634663333333, 62.70654305555581, -45.24862916666552]","[5881.700501208334, -1783.375623625, 62.70654305555581, -45.24862916666643]","[5897.377136972223, -1794.6877809166667, 62.70654305555587, -45.248629166667385]","[5913.053772736112, -1805.999938208333, 62.70654305555581, -45.24862916666552]","[5928.7304085000005, -1817.3120955, 62.70654305555581, -45.24862916666734]","[5944.4070442638895, -1828.6242527916668, 62.70654305555581, -45.24862916666734]","[5960.083680027778, -1839.9364100833332, 62.70654305555581, -45.24862916666552]","[5975.760315791667, -1851.248567375, 62.70654305555581, -45.24862916666734]","[5991.436951555555, -1862.5607246666664, 62.706543055552174, -45.24862916666552]","[6007.113587319444, -1873.8728819583332, 62.70654305555581, -45.24862916666734]"
5,People,"[6022.790223083333, -1885.18503925, 0, 0]","[6038.466858847222, -1896.4971965416669, 62.70654305555581, -45.24862916666734]","[6054.143494611111, -1907.8093538333333, 62.70654305555581, -45.24862916666552]","[6069.820130375, -1919.121511125, 62.70654305555581, -45.24862916666734]","[6085.496766138889, -1930.4336684166667, 62.70654305555581, -45.24862916666643]","[6101.173401902778, -1941.745825708333, 62.70654305555581, -45.24862916666552]","[6116.850037666667, -1953.057983, 62.70654305555581, -45.24862916666734]","[6132.526673430556, -1964.3701402916668, 62.70654305555581, -45.24862916666734]","[6148.203309194445, -1975.6822975833331, 62.70654305555587, -45.248629166665566]","[6163.879944958334, -1986.994454875, 62.70654305555581, -45.24862916666734]","[6179.556580722223, -1998.3066121666664, 62.70654305555581, -45.24862916666552]","[6195.233216486112, -2009.6187694583327, 62.70654305555581, -45.24862916666552]","[6210.909852250001, -2020.93092675, 62.70654305555581, -45.24862916666916]","[6185.57545, -2021.9193, -101.33760900000198, -3.9534929999999804]","[6049.40907, -2005.55657, -544.6655200000023, 65.45092000000022]","[5902.37154, -1997.89718, -588.1501199999984, 30.63756000000012]"
6,People,"[5783.37064, -1927.7113, 0, 0]","[5650.71045, -1784.89366, -530.640760000002, 571.2705599999999]","[5496.75992, -1612.63776, -615.8021199999966, 689.0235999999995]","[5303.37988, -1450.99171, -773.52016, 646.5842000000002]","[5095.9946, -1293.22622, -829.5411200000017, 631.06196]","[4912.62313, -1107.93998, -733.4858800000002, 741.1449599999996]","[4745.26738, -914.05622, -669.4229999999989, 775.5350400000002]","[4543.36016, -726.02243, -807.6288800000002, 752.1351600000003]","[4308.09104, -578.79707, -941.0764800000005, 588.9014400000007]","[4054.82894, -451.90054, -1013.0484000000015, 507.58611999999994]","[3830.66673, -278.02138, -896.6488399999998, 695.5166399999998]","[3623.17351, -75.13142, -829.9728799999993, 811.5598400000001]","[3432.37706, 82.65645, -763.1858000000011, 631.15148]","[3230.67116, 246.89874, -806.8235999999997, 656.96916]","[3048.88286, 449.34438, -727.1531999999988, 809.78256]","[2861.76738, 674.93772, -748.4619200000016, 902.37336]"
7,People,"[2662.9767, 862.30875, 0, 0]","[2448.57176, 1051.3743, -857.6197600000014, 756.2621999999997]","[2258.14268, 1277.84269, -761.7163199999995, 905.87356]","[2086.35349, 1518.32617, -687.1567599999998, 961.9339200000004]","[1903.60611, 1722.84933, -730.9895200000001, 818.0926399999998]","[1691.79231, 1872.54544, -847.2551999999996, 598.7844400000004]","[1498.11591, 2056.38242, -774.7056000000002, 735.3479199999992]","[1331.14031, 2265.57955, -667.9024, 836.7885200000001]","[1142.66729, 2459.07993, -753.8920800000003, 774.0015200000005]","[919.64379, 2615.44608, -892.0940000000005, 625.4646000000012]","[707.46853, 2776.33894, -848.7010399999999, 643.5714399999997]","[538.85132, 2968.31253, -674.46884, 767.8943600000002]","[372.41086, 3197.38144, -665.7618399999999, 916.2756399999998]","[346.3270848319328, 3219.659997941176, -104.33510067226894, 89.11423176470271]","[340.2287607773109, 3216.9414501470587, -24.39329621848742, -10.87419117646823]","[334.13043672268907, 3214.2229023529408, -24.39329621848742, -10.874191176471868]"
8,People,"[328.0321126680672, 3211.5043545588237, 0, 0]","[321.93378861344536, 3208.7858067647057, -24.39329621848742, -10.874191176471868]","[315.8354645588235, 3206.067258970588, -24.39329621848742, -10.874191176471868]","[309.73714050420165, 3203.3487111764703, -24.39329621848742, -10.874191176470049]","[303.63881644957985, 3200.6301633823527, -24.393296218487194, -10.874191176470049]","[297.540492394958, 3197.9116155882352, -24.39329621848742, -10.874191176470049]","[291.44216834033614, 3195.1930677941177, -24.39329621848742, -10.874191176470049]","[285.3438442857143, 3192.47452, -24.39329621848742, -10.874191176470049]","[279.2455202310924, 3189.7559722058822, -24.393296218487443, -10.874191176471877]","[273.1471961764706, 3187.0374244117647, -24.39329621848742, -10.874191176470049]","[267.0488721218487, 3184.3188766176468, -24.39329621848742, -10.874191176471868]","[260.9505480672269, 3181.6003288235293, -24.393296218487194, -10.874191176470049]","[254.85222401260503, 3178.881781029412, -24.393296218487535, -10.87419117646823]","[248.7538999579832, 3176.1632332352942, -24.393296218487308, -10.874191176471868]","[242.65557590336132, 3173.4446854411763, -24.393296218487535, -10.874191176471868]","[236.5572518487395, 3170.7261376470587, -24.393296218487308, -10.874191176470049]"
9,People,"[242.81197, 3100.40203, 0, 0]","[218.36177, 2991.77241, -97.80079999999998, -434.51848000000064]","[153.02845, 2856.12673, -261.33328000000006, -542.5827200000003]","[31.30878, 2707.32404, -486.87868, -595.2107599999999]","[-69.85575, 2533.40736, -404.65812, -695.6667199999993]","[-138.94455, 2335.73186, -276.35519999999997, -790.7020000000011]","[-230.37946, 2130.49111, -365.73964, -820.9629999999997]","[-370.12926, 1921.99746, -558.9992, -833.9745999999996]","[-516.2506, 1722.07118, -584.4853600000005, -799.7051200000012]","[-627.65231, 1509.74809, -445.6068400000004, -849.2923599999995]","[-707.56638, 1293.73553, -319.6562799999997, -864.0502400000005]","[-860.75836, 1086.84689, -612.7679200000002, -827.5545599999996]","[-1038.89471, 892.53292, -712.5454, -777.2558800000002]","[-1189.45804, 686.09858, -602.2533199999998, -825.7373600000001]","[-1307.39405, 463.44048, -471.7440400000005, -890.6324]","[-1437.66502, 249.20354, -521.0838799999992, -856.9477599999999]"
