,Type,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16
0,People,"[675.6535684567901, -3500.9935211111115, 119.0745401234567, 69.53588888888771]","[705.4222034876543, -3483.609548888889, 119.0745401234567, 69.53588888888953]","[735.1908385185185, -3466.2255766666667, 119.0745401234567, 69.53588888888953]","[764.9594735493827, -3448.841604444445, 119.0745401234567, 69.53588888888771]","[794.728108580247, -3431.4576322222224, 119.07454012345715, 69.53588888888953]","[824.4967436111111, -3414.07366, 119.0745401234567, 69.53588888888953]","[854.2653786419753, -3396.689687777778, 119.0745401234567, 69.53588888888771]","[884.0340136728396, -3379.305715555556, 119.07454012345715, 69.53588888888771]","[913.8026487037037, -3361.9217433333333, 119.07454012345634, 69.5358888888914]","[943.571283734568, -3344.5377711111114, 119.07454012345761, 69.53588888888771]","[973.339918765432, -3327.153798888889, 119.07454012345579, 69.53588888888953]","[1003.1085537962964, -3309.769826666666, 119.07454012345761, 69.53588888889135]","[989.02966, -3141.96405, -56.31557518518548, 671.2231066666645]","[925.39167, -2934.48899, -254.55196000000024, 829.9002400000008]","[886.41285, -2742.91144, -155.9152799999997, 766.3101999999999]","[838.12126, -2554.76842, -193.16636000000017, 752.5720799999999]"
1,People,"[773.06141, -2366.78962, -260.23939999999993, 751.9151999999995]","[654.42236, -2199.31813, -474.5562, 669.8859599999996]","[504.22955, -2041.59282, -600.77124, 630.9012400000001]","[394.86436, -1854.26361, -437.46076000000016, 749.3168400000004]","[331.85721, -1631.8159, -252.02859999999987, 889.7908399999997]","[274.61986, -1399.63531, -228.94939999999997, 928.7223600000007]","[180.47622, -1167.3322, -376.57456, 929.2124399999993]","[96.30588, -911.65964, -336.68136000000004, 1022.6902400000004]","[55.33882, -652.72383, -163.86824000000016, 1035.7432400000007]","[42.29476, -388.82363, -52.17624000000001, 1055.6008000000002]","[11.67328, -118.09031, -122.48592, 1082.93328]","[-38.33226, 159.59229, -200.02215999999999, 1110.7304]","[-45.59893, 445.05114, -29.06668000000002, 1141.8354]","[-30.66916, 721.42836, 59.719080000000005, 1105.50888]","[-57.80282, 995.6511, -108.53463999999998, 1096.8909600000002]","[-122.37749, 1258.34113, -258.29868, 1050.76012]"
2,People,"[-154.15073, 1502.65131, -127.09296000000006, 977.2407199999998]","[-148.99706, 1717.96951, 20.61468000000002, 861.2727999999997]","[-132.3248, 1939.07497, 66.68903999999998, 884.42184]","[-152.17788, 2174.19591, -79.41231999999991, 940.4837600000001]","[-169.52983, 2407.47011, -69.40780000000007, 933.0968000000012]","[-145.83288, 2602.13342, 94.78780000000006, 778.6532399999996]","[-131.49932, 2782.8793, 57.33423999999991, 722.9835199999998]","[-113.30602, 2958.8641, 72.77320000000003, 703.9391999999989]","[-114.89519524305555, 3055.3528678125, -6.356700972222205, 385.95507125000074]","[-125.31550817708332, 3055.17461390625, -41.68125173611105, -0.7130156249986612]","[-135.7358211111111, 3054.99636, -41.681251736111165, -0.7130156250004802]","[-146.15613404513888, 3054.81810609375, -41.68125173611111, -0.7130156250004802]","[-156.57644697916666, 3054.6398521875, -41.68125173611111, -0.7130156250004802]","[-166.99675991319444, 3054.46159828125, -41.68125173611111, -0.7130156249986612]","[-177.41707284722222, 3054.283344375, -41.68125173611111, -0.7130156250004802]","[-187.83738578125, 3054.10509046875, -41.68125173611111, -0.7130156250004802]"
3,People,"[-198.25769871527777, 3053.9268365625, -41.68125173611081, -0.7130156250004751]","[-208.67801164930555, 3053.74858265625, -41.68125173611111, -0.7130156249986612]","[-219.09832458333327, 3053.57032875, -41.68125173611088, -0.7130156250004802]","[-229.5186375173611, 3053.39207484375, -41.681251736111335, -0.7130156250004802]","[-239.93895045138888, 3053.2138209375, -41.68125173611111, -0.7130156250004802]","[-250.35926338541665, 3053.03556703125, -41.68125173611111, -0.7130156249986612]","[-260.77957631944446, 3052.857313125, -41.68125173611122, -0.7130156250004802]","[-271.1998892534722, 3052.67905921875, -41.68125173611088, -0.7130156250004802]","[-281.6202021875, 3052.5008053125, -41.68125173611137, -0.7130156250004809]","[-292.04051512152773, 3052.3225514062497, -41.68125173611088, -0.7130156250004802]","[-302.4608280555556, 3052.1442975, -41.68125173611156, -0.7130156249986612]","[-312.8811409895833, 3051.96604359375, -41.68125173611065, -0.7130156250004802]","[-323.3014539236111, 3051.7877896875, -41.681251736111335, -0.7130156249986612]","[-333.72176685763884, 3051.6095357812496, -41.68125173611088, -0.7130156250022992]","[-344.1420797916667, 3051.431281875, -41.681251736111335, -0.7130156249986612]","[-389.89433, 2986.24234, -183.0090008333334, -260.75576750000073]"
4,People,"[-459.02157, 2835.42803, -276.5089599999999, -603.257239999999]","[-493.06048, 2632.88722, -136.15563999999995, -810.1632399999999]","[-534.46599, 2407.84082, -165.6220400000002, -900.1856000000007]","[-621.89772, 2161.54517, -349.72692000000006, -985.1826000000001]","[-722.23229, 1916.44001, -401.33827999999994, -980.4206399999994]","[-797.71319, 1653.90263, -301.9236000000001, -1050.14952]","[-841.5782, 1425.5098, -175.46003999999994, -913.57132]","[-886.17866, 1214.77735, -178.40184, -842.9297999999999]","[-998.81127, 974.41733, -450.5304400000004, -961.4400800000012]","[-1103.28415, 716.36523, -417.8915199999997, -1032.2084]","[-1174.53089, 444.71825, -284.9869600000002, -1086.58792]","[-1268.65589, 176.1153, -376.5, -1074.4118]","[-1393.83757, -78.57917, -500.72671999999966, -1018.77788]","[-1496.09023, -347.69014, -409.0106400000004, -1076.4438799999998]","[-1549.47026, -613.48384, -213.52012000000013, -1063.1748]","[-1609.40356, -865.48735, -239.73319999999967, -1008.01404]"
5,People,"[-1717.14946, -1118.64215, -430.9836000000005, -1012.6191999999996]","[-1825.60653, -1397.72126, -433.8282799999997, -1116.3164400000005]","[-1883.03667, -1671.52721, -229.72055999999975, -1095.2237999999998]","[-1929.79013, -1952.98413, -187.01384000000053, -1125.8276800000003]","[-2020.0874, -2204.9422, -361.1890799999992, -1007.8322799999996]","[-2082.0617482403845, -2356.8807522403845, -247.89739296153857, -607.7542089615381]","[-2074.067660019231, -2372.5035640192305, 31.976352884614244, -62.491247115383885]","[-2066.073571798077, -2388.126375798077, 31.976352884616063, -62.491247115385704]","[-2058.079483576923, -2403.749187576923, 31.97635288461609, -62.49124711538394]","[-2050.0853953557694, -2419.3719993557693, 31.976352884614244, -62.491247115385704]","[-2042.0913071346156, -2434.9948111346152, 31.976352884615153, -62.491247115383885]","[-2034.0972189134616, -2450.617622913461, 31.976352884616063, -62.491247115383885]","[-2026.103130692308, -2466.240434692308, 31.976352884614244, -62.49124711538752]","[-2018.109042471154, -2481.8632464711536, 31.976352884616063, -62.491247115382066]","[-2010.11495425, -2497.48605825, 31.976352884616063, -62.491247115385704]","[-2002.1208660288464, -2513.108870028846, 31.976352884614244, -62.491247115383885]"
6,People,"[-1994.1267778076924, -2528.731681807692, 31.976352884616063, -62.491247115383885]","[-1986.1326895865384, -2544.3544935865384, 31.976352884616063, -62.491247115385704]","[-1978.1386013653848, -2559.9773053653844, 31.976352884614244, -62.491247115383885]","[-1970.1445131442308, -2575.600117144231, 31.976352884616063, -62.491247115385704]","[-1962.150424923077, -2591.222928923077, 31.976352884615153, -62.491247115383885]","[-1954.156336701923, -2606.8457407019228, 31.976352884616063, -62.491247115383885]","[-1946.1622484807688, -2622.468552480769, 31.976352884616972, -62.491247115385704]","[-1938.1681602596157, -2638.091364259615, 31.976352884612425, -62.491247115383885]","[-1930.1740720384616, -2653.714176038461, 31.97635288461609, -62.49124711538394]","[-1922.179983817308, -2669.3369878173075, 31.976352884614244, -62.491247115385704]","[-1914.1858955961536, -2684.959799596153, 31.97635288461788, -62.491247115382066]","[-1906.191807375, -2700.582611375, 31.976352884614244, -62.49124711538752]","[-1898.1977191538465, -2716.205423153846, 31.976352884614244, -62.491247115383885]","[-1890.203630932692, -2731.828234932692, 31.97635288461788, -62.491247115383885]","[-1882.2095427115385, -2747.4510467115383, 31.976352884614244, -62.491247115385704]","[-1874.215454490385, -2763.0738584903843, 31.976352884614244, -62.491247115383885]"
7,People,"[-1866.2213662692309, -2778.6966702692307, 31.976352884616517, -62.49124711538659]","[-1858.2272780480769, -2794.3194820480767, 31.976352884616063, -62.491247115383885]","[-1850.233189826923, -2809.9422938269227, 31.976352884615153, -62.491247115383885]","[-1842.2391016057693, -2825.565105605769, 31.976352884615153, -62.491247115385704]","[-1834.2450133846155, -2841.187917384615, 31.976352884615153, -62.491247115383885]","[-1826.2509251634613, -2856.810729163461, 31.976352884616972, -62.491247115383885]","[-1818.256836942308, -2872.4335409423074, 31.976352884613334, -62.491247115385704]","[-1810.262748721154, -2888.0563527211534, 31.976352884616063, -62.491247115383885]","[-1802.2686605, -2903.6791645, 31.97635288461609, -62.49124711538576]","[-1794.274572278846, -2919.301976278846, 31.976352884615153, -62.491247115383885]","[-1786.2804840576923, -2934.924788057692, 31.976352884615153, -62.491247115383885]","[-1778.2863958365383, -2950.547599836538, 31.976352884616063, -62.491247115385704]","[-1770.2923076153843, -2966.170411615384, 31.976352884616063, -62.491247115383885]","[-1762.2982193942307, -2981.7932233942306, 31.976352884614244, -62.491247115385704]","[-1754.304131173077, -2997.4160351730766, 31.976352884615153, -62.491247115383885]","[-1610.698, -2895.85324, 574.4245246923074, 406.25118069230666]"
8,People,"[-1391.30232, -2756.97957, 877.5827200000003, 555.4946799999998]","[-1179.01506, -2584.2265, 849.1490400000002, 691.012279999999]","[-976.72139, -2400.89825, 809.1746799999996, 733.3130000000001]","[-735.22037, -2259.65348, 966.0040800000002, 564.979080000001]","[-469.87775, -2149.64293, 1061.37048, 440.04219999999987]","[-213.84935, -1998.49331, 1024.1136000000001, 604.5984799999997]","[-6.52675, -1800.93314, 829.2904, 790.2406799999999]","[197.19878, -1606.2553, 814.90212, 778.7113600000002]","[410.69252, -1475.28135, 853.9749600000008, 523.8958000000007]","[641.52477, -1353.22054, 923.329, 488.2432399999998]","[874.34799, -1225.94347, 931.29288, 509.1082800000004]","[1131.8533, -1165.92547, 1030.02124, 240.07200000000012]","[1393.83896, -1134.48152, 1047.9426400000002, 125.77579999999944]","[1653.96711, -1075.01873, 1040.5126, 237.85116000000016]","[1901.47962, -970.78765, 990.0500400000001, 416.9243200000001]","[2147.61245, -860.35742, 984.53132, 441.72091999999975]"
9,People,"[2404.70726, -761.45054, 1028.3792400000002, 395.62752]","[2670.09492, -658.72404, 1061.5506399999995, 410.9060000000004]","[2905.72687, -518.07154, 942.5277999999998, 562.6099999999997]","[3112.95667, -355.50192, 828.9192000000003, 650.2784800000002]","[3333.59944, -230.81035, 882.5710799999997, 498.76627999999994]","[3561.05607, -121.42971, 909.8265200000005, 437.52256]","[3775.26301, 9.23488, 856.8277600000001, 522.65836]","[3947.19485, 151.90026, 687.727359999999, 570.66152]","[4118.31361, 259.83208, 684.4750400000017, 431.72728000000046]","[4318.17205, 316.72376, 799.4337599999999, 227.56672000000003]","[4475.31278, 378.31567, 628.5629200000003, 246.36763999999994]","[4579.63235, 466.75069, 417.27827999999863, 353.74008000000003]","[4654.40816, 559.90986, 299.10324000000037, 372.63667999999984]","[4748.85732, 618.70564, 377.7966400000005, 235.18312000000014]","[4835.53859, 648.15497, 346.72508000000016, 117.79732000000013]","[4902.99204, 669.91226, 269.8137999999999, 87.02915999999959]"
