,Type,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16
0,People,"[7588.947194189526, 447.68425114713216, 0, 0]","[7500.976748428929, 488.2573820698254, -351.88178304239045, 162.2925236907729]","[7413.006302668329, 528.8305129925186, -351.88178304239773, 162.2925236907729]","[7325.035856907731, 569.4036439152119, -351.8817830423941, 162.29252369077312]","[7237.065411147132, 609.9767748379053, -351.8817830423941, 162.29252369077358]","[7149.094965386535, 650.5499057605983, -351.88178304239045, 162.2925236907722]","[7061.124519625935, 691.1230366832917, -351.88178304239773, 162.29252369077358]","[6885.96962, 701.78462, -700.6195985037411, 42.64633326683315]","[6589.09097, 641.94265, -1187.5145999999997, -239.36788000000044]","[6284.95077, 626.14043, -1216.5607999999993, -63.20887999999968]","[5966.66471, 643.89859, -1273.1442400000014, 71.0326399999999]","[5669.81815, 609.03165, -1187.3862399999998, -139.46776]","[5364.149179999999, 522.34747, -1222.6758800000025, -346.7367199999999]","[5043.86669, 445.82370999999995, -1281.1299599999984, -306.0950400000004]","[4711.49967, 418.95731, -1329.4680799999987, -107.46559999999977]","[4397.14048, 357.1042, -1257.4367600000005, -247.41244000000006]"
1,People,"[4109.27121, 225.48073, 0, 0]","[3820.43038, 94.19114, -1155.3633200000004, -525.1583599999999]","[3509.93235, 20.78361, -1241.992119999999, -293.63012000000003]","[3198.70867, -69.72180999999999, -1244.8947200000002, -362.02167999999995]","[2909.32064, -227.63682000000003, -1157.5521200000003, -631.6600400000002]","[2625.4699, -401.18786, -1135.4029599999994, -694.2041599999999]","[2337.76103, -519.66563, -1150.8354799999997, -473.91107999999986]","[2054.62804, -604.53945, -1132.5319600000003, -339.4952800000001]","[1797.06505, -723.03481, -1030.2519600000014, -473.9814400000004]","[1493.85263, -832.49814, -1212.8496799999994, -437.85332000000017]","[1171.60141, -857.68281, -1289.0048800000004, -100.73867999999993]","[842.0591199999999, -819.5015599999999, -1318.1691600000004, 152.72500000000036]","[546.60235, -855.35561, -1181.8270799999996, -143.41620000000012]","[247.6878, -937.63733, -1195.6581999999999, -329.12688000000026]","[-66.90986, -1005.86735, -1258.39064, -272.92007999999987]","[-374.01995, -1075.03857, -1228.44036, -276.6848799999998]"
2,People,"[-631.56317, -1205.18629, 0, 0]","[-830.47951, -1395.31724, -795.66536, -760.5237999999999]","[-1031.95408, -1631.8928, -805.8982799999999, -946.30224]","[-1236.12955, -1860.46161, -816.7018800000005, -914.2752399999999]","[-1378.32078, -2136.0972100000004, -568.7649199999996, -1102.5424000000012]","[-1421.51436, -2448.02428, -172.77431999999953, -1247.708279999999]","[-1430.75534, -2881.85063, -36.963920000000144, -1735.3053999999993]","[-1510.32091, -3257.75536, -318.2622799999999, -1503.6189200000008]","[-1577.22234, -3463.38739, -267.6057200000007, -822.5281199999997]","[-1584.0185800000002, -3568.72765, -27.1849600000005, -421.3610399999998]","[-1581.86569, -3597.9376799999995, 8.611560000000281, -116.84011999999893]","[-1571.99712, -3606.37099, 39.47428000000036, -33.73324000000139]","[-1560.30421, -3609.7094, 46.771639999999934, -13.353640000001178]","[-1548.86769, -3597.79614, 45.74607999999989, 47.653040000001056]","[-1563.91588, -3597.2254, -60.19275999999991, 2.2829600000004575]","[-1566.60623, -3597.79474, -10.761400000000322, -2.2773600000000442]"
3,People,"[-1552.97659, -3589.7248299999997, 0, 0]","[-1539.9458, -3585.98683, 52.1231600000001, 14.951999999999316]","[-1532.96584, -3575.4762, 27.919839999999567, 42.04251999999906]","[-1541.60438, -3588.0969, -34.55415999999968, -50.48279999999977]","[-1535.06454, -3600.60331, 26.15935999999965, -50.02563999999984]","[-1539.7128, -3618.8752600000003, -18.593039999999746, -73.08780000000115]","[-1536.06506, -3626.74248, 14.59096000000045, -31.468879999998535]","[-1494.12286, -3591.50445, 167.76879999999983, 140.95211999999992]","[-1416.90101, -3470.5663799999998, 308.8873999999999, 483.75228000000106]","[-1400.56323, -3296.09829, 65.35112000000026, 697.8723599999994]","[-1471.4986099999999, -3180.73275, -283.7415199999996, 461.46215999999913]","[-1466.72693, -3071.42528, 19.08671999999933, 437.2298800000008]","[-1463.35595, -3011.70867, 13.48392000000058, 238.86643999999978]","[-1423.71308, -2986.77584, 158.5714799999996, 99.73132000000078]","[-1380.62726, -2965.02268, 172.34328000000005, 87.01263999999901]","[-1347.00299, -2909.49405, 134.4970800000001, 222.114520000001]"
4,People,"[-1376.3177, -2799.3287, 0, 0]","[-1488.83196, -2639.00884, -450.0570399999997, 641.2794400000002]","[-1685.54186, -2421.83145, -786.8396000000002, 868.7095599999993]","[-1859.32806, -2158.88375, -695.1448, 1051.7908000000007]","[-1987.30097, -1889.29761, -511.8916399999998, 1078.3445599999995]","[-2118.78412, -1632.07641, -525.9325999999992, 1028.8848000000007]","[-2332.08628, -1422.08633, -853.2086400000007, 839.9603199999992]","[-2555.31265, -1234.17824, -892.9054799999994, 751.6323600000005]","[-2754.0185300000003, -1013.9372400000001, -794.8235200000024, 880.9640000000003]","[-2949.4706, -772.08942, -781.8082799999993, 967.3912800000003]","[-3177.75811, -543.8046400000001, -913.1500400000004, 913.1391199999998]","[-3416.72625, -321.06836, -955.8725599999998, 890.9451200000003]","[-3630.5897299999997, -93.48736, -855.4539199999981, 910.324]","[-3857.00809, 128.56399, -905.6734400000005, 888.2053999999999]","[-4124.39718, 312.36926, -1069.5563600000005, 735.22108]","[-4461.02056, 484.67407000000003, -1346.49352, 689.2192400000001]"
5,People,"[-4734.38982, 698.0138900000001, 0, 0]","[-4953.60366, 919.14409, -876.8553599999977, 884.5207999999998]","[-5161.56481, 1090.94832, -831.8446000000004, 687.2169199999998]","[-5423.81254, 1226.74044, -1048.9909200000002, 543.1684800000003]","[-5663.33329, 1392.66234, -958.0829999999987, 663.6876000000002]","[-5837.69773, 1604.38159, -697.4577600000011, 846.8769999999995]","[-6006.98242, 1831.5339999999999, -677.1387600000016, 908.6096399999997]","[-6241.50213, 2037.19537, -938.0788399999983, 822.6454800000001]","[-6492.25829, 2271.78408, -1003.0246400000005, 938.3548400000008]","[-6603.76704, 2377.8714, -446.03499999999985, 424.34928000000036]","[-6613.126983537118, 2386.9935581659392, -37.43977414847177, 36.488632663757016]","[-6606.707613449781, 2382.954388951965, 25.677480349346297, -16.156676855896876]","[-6600.288243362445, 2378.9152197379917, 25.67748034934266, -16.156676855893238]","[-6593.868873275109, 2374.876050524017, 25.677480349346297, -16.156676855898695]","[-6587.449503187773, 2370.8368813100437, 25.67748034934266, -16.156676855893238]","[-6581.030133100437, 2366.79771209607, 25.677480349346297, -16.156676855895057]"
6,People,"[-6574.610763013101, 2362.7585428820958, 0, 0]","[-6568.191392925764, 2358.7193736681224, 25.677480349346297, -16.156676855893238]","[-6561.772022838428, 2354.6802044541487, 25.677480349346297, -16.156676855895057]","[-6554.88702, 2352.27452, 27.540011353710725, -9.622737816594963]","[-6543.98311, 2349.24264, 43.615639999999985, -12.127520000000004]","[-6528.01815, 2350.65593, 63.859840000000986, 5.653159999999843]","[-6521.314, 2358.57643, 26.81659999999829, 31.6820000000007]","[-6513.56906, 2328.2649300000003, 30.97976000000199, -121.24599999999919]","[-6439.705433396227, 2218.2769742767296, 295.4545064150919, -439.95182289308326]","[-6254.310900377359, 2136.5916456603773, 741.5781320754722, -326.74131446540923]","[-6068.916367358491, 2054.906317044025, 741.5781320754722, -326.74131446540923]","[-5883.521834339623, 1973.220988427673, 741.5781320754722, -326.7413144654074]","[-5698.127301320755, 1891.5356598113208, 741.5781320754722, -326.74131446540923]","[-5512.7327683018875, 1809.8503311949685, 741.5781320754686, -326.74131446540923]","[-5327.33823528302, 1728.1650025786166, 741.5781320754686, -326.7413144654074]","[-5048.84575, 1669.1326199999999, 1113.9699411320798, -236.12953031446705]"
7,People,"[-4756.717926666666, 1694.0413193333334, 0, 0]","[-4460.9039067567555, 1726.457494054054, 1183.2560796396428, 129.66469888288248]","[-4161.996643243243, 1695.723885945946, 1195.6290540540504, -122.934432432432]","[-3814.5059100000003, 1608.7698300000002, 1389.9629329729705, -347.81622378378324]","[-3482.6853, 1578.04946, 1327.2824400000009, -122.88148000000092]","[-3157.1422, 1599.89472, 1302.1724000000013, 87.38104000000021]","[-2838.73253, 1602.35296, 1273.6386799999982, 9.83295999999973]","[-2521.1564399999997, 1558.69766, 1270.304360000002, -174.6211999999996]","[-2175.73945, 1550.3092199999999, 1381.66796, -33.55376000000072]","[-1839.4036899999999, 1569.06294, 1345.3430400000007, 75.01488000000063]","[-1523.12408, 1538.3094, 1265.1184399999993, -123.01415999999972]","[-1209.86834, 1466.69956, 1253.0229600000002, -286.4393600000003]","[-883.9158, 1420.21875, 1303.81016, -185.92324000000008]","[-533.2148900000001, 1419.76512, 1402.8036399999996, -1.8145199999999022]","[-132.04016000000001, 1356.99208, 1604.6989200000003, -251.09216000000015]","[230.35027000000002, 1314.18558, 1449.5617200000002, -171.22599999999966]"
8,People,"[535.5904400000001, 1317.6970800000001, 0, 0]","[802.96836, 1431.9497900000001, 1069.5116799999996, 457.0108399999999]","[1130.70717, 1504.44948, 1310.9552399999998, 289.9987599999995]","[1463.42353, 1513.12949, 1330.8654400000005, 34.720040000000154]","[1820.75825, 1501.77057, 1429.3388800000002, -45.4356800000005]","[2119.61427, 1607.6444099999999, 1195.4240799999998, 423.4953599999999]","[2404.2386, 1746.9039899999998, 1138.4973200000004, 557.0383199999997]","[2636.2766300000003, 1819.5288, 928.1521200000007, 290.499240000001]","[2921.01799, 1845.8685699999999, 1138.965439999999, 105.35907999999937]","[3226.61275, 1872.93801, 1222.3790399999998, 108.27776000000085]","[3566.33033, 1911.1548300000002, 1358.87032, 152.8672800000004]","[3891.1116, 1883.8703100000002, 1299.1250800000016, -109.13807999999972]","[4214.3011, 1816.15662, 1292.757999999998, -270.8547600000011]","[4542.27874, 1771.8385899999998, 1311.9105600000003, -177.27212000000054]","[4879.06191, 1760.8843600000002, 1347.1326800000024, -43.81691999999839]","[5196.69646, 1764.7529399999999, 1270.538199999999, 15.474319999998443]"
9,People,"[5530.52931, 1667.99805, 0, 0]","[5874.28528, 1601.60887, 1375.0238800000006, -265.5567199999996]","[6213.39028, 1627.01764, 1356.4199999999983, 101.63508000000002]","[6570.72307, 1665.2192699999998, 1429.3311600000015, 152.80651999999918]","[6894.91147, 1658.5607300000001, 1296.7536, -26.6341599999987]","[7260.045290000001, 1649.6634199999999, 1460.5352800000037, -35.589240000001155]","[7261.305064706632, 1632.3435376530608, 5.039098826524423, -69.27952938775616]","[7231.966439387755, 1609.7122851020408, -117.35450127550939, -90.52501020407999]","[7202.627814068877, 1587.0810325510206, -117.35450127550949, -90.52501020408098]","[7173.28918875, 1564.4497800000001, -117.35450127550939, -90.52501020408181]","[7143.950563431123, 1541.8185274489795, -117.35450127550939, -90.52501020408272]","[7114.6119381122435, 1519.187274897959, -117.35450127551667, -90.52501020408181]","[7085.273312793367, 1496.5560223469388, -117.35450127550575, -90.5250102040809]","[7055.934687474491, 1473.9247697959186, -117.35450127550575, -90.5250102040809]","[7026.596062155611, 1451.293517244898, -117.35450127551667, -90.52501020408181]","[6997.257436836735, 1428.6622646938777, -117.35450127550575, -90.52501020408181]"
