,Type,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16
0,People,"[-797.74284, -3282.55688, 0.0, 0.0]","[-858.5887, -3292.1565, -243.38344000000006, -38.398479999999836]","[-874.50633, -3304.36576, -63.670520000000124, -48.83704000000034]","[-975.83269, -3383.16313, -405.30543999999963, -315.1894799999991]","[-1321.00049, -3518.47112, -1380.6711999999998, -541.231960000001]","[-1567.27596, -3583.53617, -985.1018800000002, -260.2601999999988]","[-1647.40409, -3605.01999, -320.5125200000002, -85.9352799999997]","[-1664.29354, -3614.65079, -67.55779999999959, -38.52320000000145]","[-1656.21466, -3626.27336, 32.315519999999225, -46.49028000000003]","[-1643.729432, -3644.46781, 49.940912000000026, -72.77779999999984]","[-1626.9871, -3667.4313, 66.96932800000013, -91.85396000000037]","[-1612.03728, -3686.5606, 59.79928000000018, -76.51719999999841]","[-1608.57515, -3677.78149, 13.848520000000462, 35.116439999999784]","[-1619.47087, -3669.25846, -43.58288000000084, 34.09211999999934]","[-1627.6025196874998, -3671.1360778125, -32.52659874999881, -7.510471249999682]","[-1633.03644, -3669.85043, -21.735681250001107, 5.142591249999896]"
1,People,"[-1637.34215, -3665.67381, -17.22283999999945, 16.706480000000738]","[-1640.2079, -3668.94559, -11.463000000000648, -13.08712000000014]","[-1590.79892, -3662.72462, 197.63592000000062, 24.883879999999408]","[-1430.5232649999998, -3650.02657, 641.1026200000006, 50.792199999999866]","[-1277.90205, -3588.83329, 610.4848599999996, 244.77311999999984]","[-1082.03477, -3518.76286, 783.4691199999997, 280.28172000000086]","[-994.47609, -3470.17433, 350.2347199999999, 194.35411999999997]","[-962.10636, -3414.23404, 129.47892000000002, 223.76116000000002]","[-965.54028, -3327.88591, -13.735680000000242, 345.3925199999997]","[-985.01272, -3219.91252, -77.88975999999957, 431.89356000000043]","[-1047.92481, -3079.361, -251.64836000000014, 562.2060799999999]","[-976.0546, -2913.65292, 287.4808399999997, 662.8323199999995]","[-897.04266, -2796.68316, 316.0477600000004, 467.8790399999998]","[-873.2774, -2712.72368, 95.06104000000005, 335.83791999999994]","[-881.05296, -2594.44238, -31.102240000000165, 473.1252000000004]","[-957.5195, -2440.501, -305.86616000000004, 615.765519999999]"
2,People,"[-1033.36216, -2299.50183, -303.37063999999964, 563.9966800000002]","[-1050.03258, -2208.79072, -66.6816800000006, 362.84444000000076]","[-1035.51904, -2131.22353, 58.05416000000059, 310.268759999999]","[-1040.25981, -2003.66842, -18.963080000000446, 510.22044000000096]","[-1005.24228, -1793.59766, 140.07011999999986, 840.2830400000003]","[-999.28022, -1545.367, 23.84824000000026, 992.9226399999998]","[-1071.2409, -1339.59768, -287.8427200000001, 823.0772799999995]","[-1141.10044, -1125.38007, -279.4381599999997, 856.8704400000006]","[-1104.27965, -939.08166, 147.2831600000001, 745.1936400000002]","[-975.30905, -746.46652, 515.8824, 770.4605600000004]","[-841.16857, -519.75714, 536.5619199999996, 906.8375199999996]","[-766.09533, -285.04264, 300.2929600000002, 938.8580000000002]","[-685.64424, -24.5874, 321.8043600000001, 1041.82096]","[-539.44142, 190.2162, 584.8112799999999, 859.2144]","[-364.93267, 396.02621, 698.0350000000001, 823.24004]","[-255.66768, 609.4844, 437.05995999999993, 853.8327600000002]"
3,People,"[-196.28308, 814.07487, 237.5383999999999, 818.3618799999999]","[-131.57166, 1005.72536, 258.84568, 766.60196]","[-22.63496, 1142.49098, 435.7468, 547.06248]","[106.47358, 1265.27144, 516.43416, 491.1218399999998]","[188.52727, 1377.72483, 328.21475999999996, 449.8135600000005]","[209.38062, 1428.27289, 83.41340000000002, 202.1922399999994]","[224.38433, 1477.07737, 60.01484000000005, 195.21792000000005]","[254.53573, 1538.28607, 120.60559999999998, 244.83480000000054]","[308.02826, 1631.3987, 213.97012000000015, 372.45051999999976]","[310.98794, 1770.42249, 11.838719999999967, 556.0951599999999]","[272.44588, 1959.12546, -154.16823999999997, 754.8118800000002]","[231.28205, 2172.00799, -164.65531999999996, 851.5301200000004]","[201.47619, 2472.61859, -119.22343999999998, 1202.4424]","[150.78151, 2911.85816, -202.77872000000002, 1756.9582800000007]","[72.73628, 3205.46805, -312.18092, 1174.439559999999]","[36.10514, 3322.39605, -146.52455999999998, 467.71199999999953]"
4,People,"[15.61429, 3379.07281, -81.96339999999941, 226.70703999999952]","[19.92118, 3399.3658, 17.227559999999997, 81.17195999999967]","[36.31884, 3407.43338, 65.59064000000001, 32.27031999999963]","[56.07406, 3409.95263, 79.02088, 10.077000000001135]","[64.72748, 3412.99093, 34.61367999999999, 12.153199999998833]","[71.1861, 3428.25274, 25.834479999999985, 61.047239999999874]","[66.38911, 3426.40294, -19.187959999999975, -7.399199999999837]","[65.15272, 3429.68405, -4.94556, 13.124439999999595]","[68.82472, 3427.24722, 14.688, -9.74731999999859]","[78.54817, 3431.11386, 38.8938, 15.466559999998935]","[96.13249, 3447.36665, 70.33728000000002, 65.01116000000002]","[56.46081, 3414.96603, -158.68672, -129.60247999999956]","[48.46358, 3405.38414, -31.988920000000007, -38.32755999999972]","[97.43104, 3423.35414, 195.86983999999998, 71.8799999999992]","[119.18151, 3416.41421, 87.00188000000003, -27.759720000000016]","[122.62346, 3414.5685, 13.767799999999966, -7.382840000000215]"
5,People,"[89.42833, 3415.48837, -132.78051999999997, 3.6794800000006944]","[30.45008, 3398.5147, -235.913, -67.89467999999943]","[48.81708, 3350.27841, 73.46799999999999, -192.94516000000112]","[69.0291, 3191.38088, 80.84808000000001, -635.5901199999989]","[49.99101, 2997.74945, -76.15235999999999, -774.5257200000015]","[5.10878, 2743.99469, -179.52892, -1015.0190399999992]","[-99.45002, 2583.23463, -418.23519999999996, -643.0402400000003]","[-269.12468, 2492.50473, -678.6986400000001, -362.91959999999926]","[-491.61072, 2440.74191, -889.9441600000008, -207.05127999999985]","[-676.70327, 2364.61371, -740.3701999999998, -304.5128000000004]","[-860.49934, 2289.53893, -735.18428, -300.2991199999997]","[-1077.83899, 2147.15064, -869.3586, -569.5531600000013]","[-1338.96299, 2063.65816, -1044.496, -333.96991999999955]","[-1606.26796, 2004.57148, -1069.2198799999996, -236.34671999999955]","[-1864.70176, 1921.48012, -1033.7352, -332.3654400000005]","[-2126.67014, 1805.52931, -1047.873520000001, -463.8032400000002]"
6,People,"[-2407.72872, 1704.47116, -1124.2343199999996, -404.23259999999937]","[-2709.69306, 1672.89628, -1207.85736, -126.29952000000048]","[-3024.44285, 1665.99833, -1258.9991599999994, -27.59180000000015]","[-3309.0159, 1613.23066, -1138.2921999999999, -211.0706799999998]","[-3618.07, 1535.24697, -1236.2164000000012, -311.9347600000001]","[-3905.99398, 1472.98462, -1151.6959200000001, -249.04939999999988]","[-4192.97644, 1428.88903, -1147.9298400000007, -176.3823599999996]","[-4463.15751, 1353.83029, -1080.7242799999985, -300.2349599999998]","[-4700.73319, 1236.41493, -950.3027200000005, -469.66144000000116]","[-4967.675066666667, 1124.9448233333333, -1067.767506666667, -445.8804266666666]","[-5203.589194666666, 1076.132458, -943.6565119999977, -195.24946133333287]","[-5481.28088, 1059.25159, -1110.7667413333365, -67.52347199999986]","[-5743.41254, 975.60257, -1048.52664, -334.59608000000026]","[-6004.07297, 849.86815, -1042.6417199999996, -502.93768]","[-6289.36451, 766.31838, -1141.1661600000007, -334.19907999999987]","[-6538.97674, 724.69422, -998.4489199999989, -166.4966400000003]"
7,People,"[-6795.20838, 674.74016, -1024.9265599999999, -199.8162400000001]","[-7036.53604, 573.90296, -965.3106399999997, -403.34879999999976]","[-7300.362120000001, 501.29541375, -1055.304320000003, -290.43018499999994]","[-7568.125231111111, 496.5167575, -1071.0524444444418, -19.11462500000016]","[-7835.8883422222225, 491.73810125, -1071.0524444444454, -19.114624999999933]","[-8113.82379, 479.15751, -1111.7417911111115, -50.32236499999999]","[-8388.43172, 451.96917, -1098.4317200000005, -108.75335999999993]","[-8612.54744, 442.69307, -896.4628799999991, -37.10440000000017]","[-8692.38697, 434.99864, -319.3581199999974, -30.777719999999846]","[-8700.76156, 424.43277, -33.49836000000505, -42.26348000000007]","[-8679.3891, 421.90269, 85.489840000002, -10.120319999999992]","[-8674.54906, 422.21542, 19.360160000003816, 1.250919999999951]","[-8658.35041, 434.06642, 64.79460000000108, 47.403999999999996]","[-8621.07709, 464.22276, 149.09327999999368, 120.62536]","[-8608.2847, 484.12187, 51.16956000000209, 79.59644000000003]","[-8612.92248, 495.27806, -18.551119999996445, 44.624759999999924]"
8,People,"[-8620.21678, 496.89933, -29.177200000005957, 6.485080000000245]","[-8634.7824, 488.66581, -58.262479999997595, -32.934079999999994]","[-8662.6529, 471.93906, -111.48199999999633, -66.90700000000015]","[-8685.9191, 462.25865, -93.0648000000001, -38.72163999999998]","[-8694.85087, 467.85126, -35.72708000000421, 22.370440000000144]","[-8692.95058, 489.90605, 7.601159999998345, 88.21915999999987]","[-8666.26641, 493.99014, 106.7366800000018, 16.336360000000013]","[-8587.18727, 450.20681, 316.3165599999993, -175.1333199999999]","[-8425.458791612904, 396.7245473790322, 646.9139135483862, -213.92905048387158]","[-8168.439388387097, 425.6923588709677, 1028.0776129032274, 115.8712459677422]","[-7911.41998516129, 454.6601703629032, 1028.0776129032274, 115.87124596774197]","[-7654.400581935484, 483.6279818548387, 1028.0776129032238, 115.87124596774197]","[-7397.381178709677, 512.5957933467741, 1028.0776129032274, 115.87124596774174]","[-7140.361775483871, 541.5636048387097, 1028.0776129032274, 115.8712459677422]","[-6883.342372258065, 570.5314163306451, 1028.0776129032238, 115.87124596774174]","[-6626.322969032259, 599.4992278225807, 1028.0776129032238, 115.8712459677422]"
9,People,"[-6369.303565806452, 628.4670393145161, 1028.0776129032274, 115.87124596774174]","[-6112.284162580645, 657.4348508064515, 1028.0776129032274, 115.87124596774174]","[-5844.87034, 691.31846, 1069.6552903225784, 135.53443677419364]","[-5540.62577, 720.48946, 1216.978280000003, 116.6840000000002]","[-5250.01965, 789.79252, 1162.4244799999979, 277.21223999999984]","[-4956.125754444444, 894.2982433333333, 1175.5755822222236, 418.0228933333333]","[-4666.66128, 956.36708, 1157.857897777776, 248.2753466666668]","[-4363.242700000001, 983.60173, 1213.6743199999983, 108.93859999999995]","[-4061.261802857143, 1057.84599, 1207.9235885714327, 296.9770400000005]","[-3760.01757, 1185.54557, 1204.9769314285713, 510.7983199999999]","[-3465.61294, 1280.25787, 1177.61852, 378.84919999999966]","[-3153.40997, 1289.53314, 1248.8118799999993, 37.101080000000366]","[-2804.71527, 1316.82569, 1394.7788, 109.17019999999957]","[-2482.94836, 1414.49498, 1287.0676400000011, 390.6771600000002]","[-2206.59377, 1480.75265, 1105.4183599999997, 265.03067999999985]","[-1926.2717, 1464.91839, 1121.2882799999998, -63.33703999999943]"
